inspection_id,run_id,work_order_id,product_id,machine_id,inspection_datetime,sample_size,defect_count,defect_code,measurement_1,measurement_2,lower_spec_limit,upper_spec_limit,pass_fail,inspector_id,source_system
QI-0009837,RUN-009837,WO-004919,PRD-060,MCH-005,2026-06-12 01:01:23,50,3,MISSING_PART,10.391,5.2127,10.215,10.455,pass,INS-019,QMS
QI-0009838,RUN-009838,WO-004919,PRD-060,MCH-004,2026-06-12 04:00:47,100,8,CONTAMINATION,10.3872,5.2335,10.215,10.455,fail,INS-004,QMS
QI-0009839,RUN-009839,WO-004920,PRD-052,MCH-005,2026-06-11 09:46:34,200,13,SOLDER_VOID,10.3422,5.2213,10.24,10.48,fail,INS-011,QMS
QI-0009840,RUN-009840,WO-004920,PRD-052,MCH-002,2026-06-11 13:16:09,50,3,SOLDER_VOID,10.3238,5.234,10.24,10.48,pass,INS-017,QMS
QI-0009841,RUN-009841,WO-004921,PRD-079,MCH-008,2026-06-11 12:56:58,100,8,SURFACE_DENT,10.1549,5.1415,10.045,10.285,fail,INS-004,QMS
QI-0009842,RUN-009842,WO-004921,PRD-079,MCH-011,2026-06-11 17:08:56,200,8,MISSING_PART,10.1659,5.1117,10.045,10.285,pass,INS-020,QMS
QI-0009843,RUN-009843,WO-004922,PRD-020,MCH-010,2026-06-11 21:41:32,200,14,MISSING_PART,10.4043,5.2338,10.27,10.51,fail,INS-015,QMS
QI-0009844,RUN-009844,WO-004922,PRD-020,MCH-007,2026-06-12 00:45:04,50,4,DIMENSION,10.3723,5.2258,10.27,10.51,fail,INS-011,QMS
QI-0009845,RUN-009845,WO-004923,PRD-053,MCH-009,2026-06-11 06:52:10,80,2,NONE,10.2734,5.1945,10.16,10.4,pass,INS-018,QMS
QI-0009846,RUN-009846,WO-004923,PRD-053,MCH-007,2026-06-11 10:16:21,100,4,DIMENSION,10.2785,5.1786,10.16,10.4,pass,INS-011,QMS
QI-0009847,RUN-009847,WO-004924,PRD-069,MCH-014,2026-06-11 12:06:03,125,10,SOLDER_VOID,10.4848,5.2769,10.38,10.62,fail,INS-021,QMS
QI-0009848,RUN-009848,WO-004924,PRD-069,MCH-017,2026-06-11 15:21:06,100,11,DIMENSION,10.4389,5.2962,10.38,10.62,fail,INS-017,QMS
QI-0009849,RUN-009849,WO-004925,PRD-071,MCH-015,2026-06-11 23:45:25,50,3,SOLDER_VOID,10.3502,5.1887,10.19,10.43,pass,INS-006,QMS
QI-0009850,RUN-009850,WO-004925,PRD-071,MCH-014,2026-06-12 03:43:51,200,14,SOLDER_VOID,10.3065,5.1833,10.19,10.43,fail,INS-002,QMS
QI-0009851,RUN-009851,WO-004926,PRD-071,MCH-015,2026-06-12 03:51:29,125,11,DIMENSION,10.3279,5.0968,10.19,10.43,fail,INS-003,QMS
QI-0009852,RUN-009852,WO-004926,PRD-071,MCH-017,2026-06-12 07:17:58,125,10,CONTAMINATION,10.3498,5.1779,10.19,10.43,fail,INS-019,QMS
QI-0009853,RUN-009853,WO-004927,PRD-032,MCH-020,2026-06-11 19:12:03,100,4,SURFACE_DENT,10.3049,5.2339,10.19,10.43,pass,INS-014,QMS
QI-0009854,RUN-009854,WO-004927,PRD-032,MCH-021,2026-06-11 23:03:07,50,1,MISSING_PART,10.306,5.1834,10.19,10.43,pass,INS-024,QMS
QI-0009855,RUN-009855,WO-004928,PRD-032,MCH-021,2026-06-11 23:55:10,200,10,MISSING_PART,10.3453,5.1734,10.19,10.43,pass,INS-008,QMS
QI-0009856,RUN-009856,WO-004928,PRD-032,MCH-020,2026-06-12 03:42:21,100,3,SCRATCH,10.3123,5.1853,10.19,10.43,pass,INS-020,QMS
QI-0009857,RUN-009857,WO-004929,PRD-032,MCH-020,2026-06-11 09:44:20,100,2,SURFACE_DENT,10.346,5.2,10.19,10.43,pass,INS-010,QMS
QI-0009858,RUN-009858,WO-004929,PRD-032,MCH-022,2026-06-11 13:52:40,50,2,CONTAMINATION,10.3132,5.1851,10.19,10.43,pass,INS-007,QMS
QI-0009859,RUN-009859,WO-004930,PRD-015,MCH-028,2026-06-11 17:01:26,80,8,MISSING_PART,10.3963,5.281,10.32,10.56,fail,INS-003,QMS
QI-0009860,RUN-009860,WO-004930,PRD-015,MCH-025,2026-06-11 20:43:53,200,15,SURFACE_DENT,10.4116,5.2594,10.32,10.56,fail,INS-003,QMS
QI-0009861,RUN-009861,WO-004931,PRD-044,MCH-028,2026-06-11 23:33:03,125,2,CONTAMINATION,10.2247,5.148,10.085,10.325,pass,INS-008,QMS
QI-0009862,RUN-009862,WO-004931,PRD-044,MCH-027,2026-06-12 03:18:06,50,2,SCRATCH,10.2299,5.0785,10.085,10.325,pass,INS-022,QMS
QI-0009863,RUN-009863,WO-004932,PRD-029,MCH-025,2026-06-11 09:32:12,200,10,CONTAMINATION,10.3686,5.1662,10.21,10.45,pass,INS-020,QMS
QI-0009864,RUN-009864,WO-004932,PRD-029,MCH-026,2026-06-11 13:42:25,125,8,SOLDER_VOID,10.3622,5.1914,10.21,10.45,fail,INS-004,QMS
QI-0009865,RUN-009865,WO-004933,PRD-070,MCH-035,2026-06-11 12:53:05,200,7,SOLDER_VOID,10.1428,5.1137,10.075,10.315,pass,INS-002,QMS
QI-0009866,RUN-009866,WO-004933,PRD-070,MCH-032,2026-06-11 16:13:10,125,5,CONTAMINATION,10.1774,5.1099,10.075,10.315,pass,INS-017,QMS
QI-0009867,RUN-009867,WO-004934,PRD-070,MCH-034,2026-06-11 21:41:32,200,6,SOLDER_VOID,10.2053,5.0982,10.075,10.315,pass,INS-011,QMS
QI-0009868,RUN-009868,WO-004934,PRD-070,MCH-032,2026-06-12 00:48:05,100,3,SOLDER_VOID,10.1763,5.0862,10.075,10.315,pass,INS-003,QMS
QI-0009869,RUN-009869,WO-004935,PRD-070,MCH-036,2026-06-11 08:20:40,200,12,MISSING_PART,10.1727,5.0635,10.075,10.315,pass,INS-011,QMS
QI-0009870,RUN-009870,WO-004935,PRD-070,MCH-035,2026-06-11 12:48:21,80,2,DIMENSION,10.2328,5.1268,10.075,10.315,pass,INS-020,QMS
QI-0009871,RUN-009871,WO-004936,PRD-061,MCH-003,2026-06-12 15:12:20,100,7,SURFACE_DENT,10.3014,5.1537,10.12,10.36,fail,INS-010,QMS
QI-0009872,RUN-009872,WO-004936,PRD-061,MCH-004,2026-06-12 18:57:40,80,5,SCRATCH,10.262,5.1359,10.12,10.36,fail,INS-014,QMS
QI-0009873,RUN-009873,WO-004937,PRD-027,MCH-002,2026-06-13 01:57:11,200,5,SURFACE_DENT,10.3526,5.1761,10.235,10.475,pass,INS-010,QMS
QI-0009874,RUN-009874,WO-004937,PRD-027,MCH-004,2026-06-13 05:20:22,50,3,MISSING_PART,10.3806,5.2029,10.235,10.475,pass,INS-024,QMS
QI-0009875,RUN-009875,WO-004938,PRD-061,MCH-006,2026-06-12 11:17:33,50,4,SCRATCH,10.2896,5.1738,10.12,10.36,fail,INS-003,QMS
QI-0009876,RUN-009876,WO-004938,PRD-061,MCH-005,2026-06-12 14:04:07,50,4,SOLDER_VOID,10.2703,5.2052,10.12,10.36,fail,INS-017,QMS
QI-0009877,RUN-009877,WO-004939,PRD-020,MCH-008,2026-06-12 14:57:40,80,7,SOLDER_VOID,10.4568,5.1839,10.27,10.51,fail,INS-020,QMS
QI-0009878,RUN-009878,WO-004939,PRD-020,MCH-009,2026-06-12 17:59:21,50,5,SOLDER_VOID,10.499,5.2042,10.27,10.51,fail,INS-011,QMS
QI-0009879,RUN-009879,WO-004940,PRD-037,MCH-009,2026-06-13 01:12:00,50,1,SOLDER_VOID,10.2415,5.1363,10.09,10.33,pass,INS-011,QMS
QI-0009880,RUN-009880,WO-004940,PRD-037,MCH-012,2026-06-13 03:50:00,80,2,CONTAMINATION,10.2388,5.1234,10.09,10.33,pass,INS-022,QMS
QI-0009881,RUN-009881,WO-004941,PRD-037,MCH-008,2026-06-12 08:45:48,80,1,DIMENSION,10.2161,5.1226,10.09,10.33,pass,INS-004,QMS
QI-0009882,RUN-009882,WO-004941,PRD-037,MCH-012,2026-06-12 12:21:37,80,2,SURFACE_DENT,10.2016,5.094,10.09,10.33,pass,INS-002,QMS
QI-0009883,RUN-009883,WO-004942,PRD-002,MCH-017,2026-06-12 14:45:13,100,4,SURFACE_DENT,10.2254,5.1677,10.145,10.385,pass,INS-022,QMS
QI-0009884,RUN-009884,WO-004942,PRD-002,MCH-014,2026-06-12 17:53:27,125,8,DIMENSION,10.2272,5.2084,10.145,10.385,fail,INS-018,QMS
QI-0009885,RUN-009885,WO-004943,PRD-058,MCH-014,2026-06-13 02:39:03,200,26,MISSING_PART,10.458,5.2529,10.32,10.56,fail,INS-015,QMS
QI-0009886,RUN-009886,WO-004943,PRD-058,MCH-018,2026-06-13 06:39:06,200,25,SOLDER_VOID,10.4298,5.293,10.32,10.56,fail,INS-018,QMS
QI-0009887,RUN-009887,WO-004944,PRD-050,MCH-013,2026-06-12 05:10:45,100,3,MISSING_PART,10.2826,5.1472,10.155,10.395,pass,INS-001,QMS
QI-0009888,RUN-009888,WO-004944,PRD-050,MCH-014,2026-06-12 09:29:30,80,5,CONTAMINATION,10.2546,5.1794,10.155,10.395,fail,INS-008,QMS
QI-0009889,RUN-009889,WO-004945,PRD-036,MCH-019,2026-06-12 13:57:18,200,10,SURFACE_DENT,10.1967,5.1402,10.085,10.325,pass,INS-003,QMS
QI-0009890,RUN-009890,WO-004945,PRD-036,MCH-022,2026-06-12 16:44:36,200,9,SCRATCH,10.1916,5.1684,10.085,10.325,pass,INS-003,QMS
QI-0009891,RUN-009891,WO-004946,PRD-037,MCH-021,2026-06-12 23:09:54,100,4,SURFACE_DENT,10.1838,5.1185,10.09,10.33,pass,INS-024,QMS
QI-0009892,RUN-009892,WO-004946,PRD-037,MCH-023,2026-06-13 02:57:48,200,8,SURFACE_DENT,10.2185,5.1271,10.09,10.33,pass,INS-010,QMS
QI-0009893,RUN-009893,WO-004947,PRD-036,MCH-023,2026-06-13 03:39:17,200,4,DIMENSION,10.2205,5.1645,10.085,10.325,pass,INS-012,QMS
QI-0009894,RUN-009894,WO-004947,PRD-036,MCH-022,2026-06-13 07:28:35,125,3,DIMENSION,10.2156,5.1082,10.085,10.325,pass,INS-005,QMS
QI-0009895,RUN-009895,WO-004948,PRD-052,MCH-029,2026-06-12 11:36:45,125,11,SCRATCH,10.3674,5.2287,10.24,10.48,fail,INS-021,QMS
QI-0009896,RUN-009896,WO-004948,PRD-052,MCH-030,2026-06-12 15:30:30,50,3,CONTAMINATION,10.3438,5.2112,10.24,10.48,pass,INS-021,QMS
QI-0009897,RUN-009897,WO-004949,PRD-052,MCH-029,2026-06-12 21:24:13,50,4,MISSING_PART,10.3404,5.2709,10.24,10.48,fail,INS-010,QMS
QI-0009898,RUN-009898,WO-004949,PRD-052,MCH-027,2026-06-13 01:19:26,200,20,MISSING_PART,10.3164,5.2375,10.24,10.48,fail,INS-008,QMS
QI-0009899,RUN-009899,WO-004950,PRD-031,MCH-025,2026-06-12 09:29:23,125,5,SURFACE_DENT,10.3396,5.237,10.23,10.47,pass,INS-008,QMS
QI-0009900,RUN-009900,WO-004950,PRD-031,MCH-029,2026-06-12 14:06:46,125,7,DIMENSION,10.3596,5.2377,10.23,10.47,pass,INS-006,QMS
QI-0009901,RUN-009901,WO-004951,PRD-042,MCH-035,2026-06-12 16:28:24,200,5,DIMENSION,10.0597,5.0967,9.95,10.19,pass,INS-020,QMS
QI-0009902,RUN-009902,WO-004951,PRD-042,MCH-031,2026-06-12 20:09:48,80,1,SCRATCH,10.1171,5.0372,9.95,10.19,pass,INS-019,QMS
QI-0009903,RUN-009903,WO-004952,PRD-012,MCH-034,2026-06-12 20:54:19,200,5,SOLDER_VOID,10.0836,5.0839,9.985,10.225,pass,INS-010,QMS
QI-0009904,RUN-009904,WO-004952,PRD-012,MCH-035,2026-06-13 00:58:38,80,1,CONTAMINATION,10.0788,5.0547,9.985,10.225,pass,INS-018,QMS
QI-0009905,RUN-009905,WO-004953,PRD-012,MCH-035,2026-06-12 06:26:01,125,1,CONTAMINATION,10.1136,5.0514,9.985,10.225,pass,INS-020,QMS
QI-0009906,RUN-009906,WO-004953,PRD-012,MCH-031,2026-06-12 09:33:03,125,4,NONE,10.1027,5.0318,9.985,10.225,pass,INS-004,QMS
QI-0009907,RUN-009907,WO-004954,PRD-001,MCH-006,2026-06-13 11:53:26,200,11,SURFACE_DENT,10.3666,5.227,10.29,10.53,pass,INS-009,QMS
QI-0009908,RUN-009908,WO-004954,PRD-001,MCH-005,2026-06-13 16:00:52,80,7,SURFACE_DENT,10.3973,5.2682,10.29,10.53,fail,INS-023,QMS
QI-0009909,RUN-009909,WO-004955,PRD-001,MCH-002,2026-06-13 10:01:26,100,9,CONTAMINATION,10.4341,5.2854,10.29,10.53,fail,INS-019,QMS
QI-0009910,RUN-009910,WO-004955,PRD-001,MCH-006,2026-06-13 13:45:53,50,3,SCRATCH,10.338,5.2337,10.29,10.53,pass,INS-008,QMS
QI-0009911,RUN-009911,WO-004956,PRD-045,MCH-013,2026-06-13 12:16:34,200,1,SURFACE_DENT,10.1362,5.078,10.005,10.245,pass,INS-016,QMS
QI-0009912,RUN-009912,WO-004956,PRD-045,MCH-018,2026-06-13 16:15:08,100,0,NONE,10.1297,5.0457,10.005,10.245,pass,INS-009,QMS
QI-0009913,RUN-009913,WO-004957,PRD-071,MCH-017,2026-06-13 23:01:12,50,3,SURFACE_DENT,10.338,5.1881,10.19,10.43,pass,INS-012,QMS
QI-0009914,RUN-009914,WO-004957,PRD-071,MCH-015,2026-06-14 02:18:25,50,4,SURFACE_DENT,10.3403,5.1171,10.19,10.43,fail,INS-019,QMS
QI-0009915,RUN-009915,WO-004958,PRD-049,MCH-023,2026-06-13 16:31:16,200,26,SURFACE_DENT,10.4821,5.3848,10.38,10.62,fail,INS-013,QMS
QI-0009916,RUN-009916,WO-004958,PRD-049,MCH-022,2026-06-13 20:08:32,50,7,NONE,10.5289,5.3369,10.38,10.62,fail,INS-004,QMS
QI-0009917,RUN-009917,WO-004959,PRD-049,MCH-024,2026-06-13 08:47:24,50,7,DIMENSION,10.4472,5.324,10.38,10.62,fail,INS-004,QMS
QI-0009918,RUN-009918,WO-004959,PRD-049,MCH-020,2026-06-13 12:47:49,50,6,DIMENSION,10.491,5.3873,10.38,10.62,fail,INS-021,QMS
QI-0009919,RUN-009919,WO-004960,PRD-040,MCH-026,2026-06-13 20:45:39,200,17,SURFACE_DENT,10.4809,5.2489,10.3,10.54,fail,INS-016,QMS
QI-0009920,RUN-009920,WO-004960,PRD-040,MCH-030,2026-06-14 01:18:18,125,10,NONE,10.4342,5.2056,10.3,10.54,fail,INS-017,QMS
QI-0009921,RUN-009921,WO-004961,PRD-064,MCH-005,2026-06-14 12:33:13,50,2,SCRATCH,10.2354,5.099,10.125,10.365,pass,INS-018,QMS
QI-0009922,RUN-009922,WO-004961,PRD-064,MCH-004,2026-06-14 17:01:27,200,7,CONTAMINATION,10.2359,5.1448,10.125,10.365,pass,INS-003,QMS
QI-0009923,RUN-009923,WO-004962,PRD-064,MCH-004,2026-06-14 19:37:09,80,3,SCRATCH,10.2582,5.147,10.125,10.365,pass,INS-008,QMS
QI-0009924,RUN-009924,WO-004962,PRD-064,MCH-005,2026-06-15 00:09:18,200,6,SOLDER_VOID,10.2399,5.1498,10.125,10.365,pass,INS-018,QMS
QI-0009925,RUN-009925,WO-004963,PRD-036,MCH-010,2026-06-14 14:52:20,80,2,MISSING_PART,10.2102,5.1478,10.085,10.325,pass,INS-002,QMS
QI-0009926,RUN-009926,WO-004963,PRD-036,MCH-009,2026-06-14 18:35:40,125,2,SCRATCH,10.1798,5.1438,10.085,10.325,pass,INS-021,QMS
QI-0009927,RUN-009927,WO-004964,PRD-040,MCH-019,2026-06-14 23:28:48,80,8,SURFACE_DENT,10.4468,5.2321,10.3,10.54,fail,INS-003,QMS
QI-0009928,RUN-009928,WO-004964,PRD-040,MCH-023,2026-06-15 03:44:37,80,8,CONTAMINATION,10.4431,5.2721,10.3,10.54,fail,INS-002,QMS
QI-0009929,RUN-009929,WO-004965,PRD-010,MCH-028,2026-06-14 14:59:52,125,2,SOLDER_VOID,10.373,5.2139,10.225,10.465,pass,INS-007,QMS
QI-0009930,RUN-009930,WO-004965,PRD-010,MCH-027,2026-06-14 18:21:45,200,11,NONE,10.3883,5.1889,10.225,10.465,pass,INS-005,QMS
QI-0009931,RUN-009931,WO-004966,PRD-072,MCH-005,2026-06-15 18:23:08,125,4,SCRATCH,10.1508,5.1339,10.085,10.325,pass,INS-016,QMS
QI-0009932,RUN-009932,WO-004966,PRD-072,MCH-006,2026-06-15 22:06:16,200,1,CONTAMINATION,10.2203,5.1546,10.085,10.325,pass,INS-024,QMS
QI-0009933,RUN-009933,WO-004967,PRD-072,MCH-002,2026-06-15 23:26:02,50,2,CONTAMINATION,10.169,5.1459,10.085,10.325,pass,INS-020,QMS
QI-0009934,RUN-009934,WO-004967,PRD-072,MCH-005,2026-06-16 03:01:05,200,5,SCRATCH,10.2676,5.1209,10.085,10.325,pass,INS-022,QMS
QI-0009935,RUN-009935,WO-004968,PRD-032,MCH-003,2026-06-15 09:24:40,100,3,DIMENSION,10.3372,5.1811,10.19,10.43,pass,INS-002,QMS
QI-0009936,RUN-009936,WO-004968,PRD-032,MCH-002,2026-06-15 11:58:20,50,3,CONTAMINATION,10.2835,5.1519,10.19,10.43,pass,INS-018,QMS
QI-0009937,RUN-009937,WO-004969,PRD-024,MCH-009,2026-06-15 14:09:47,80,7,SURFACE_DENT,10.3769,5.1769,10.26,10.5,fail,INS-021,QMS
QI-0009938,RUN-009938,WO-004969,PRD-024,MCH-010,2026-06-15 17:24:34,80,10,DIMENSION,10.4541,5.2226,10.26,10.5,fail,INS-010,QMS
QI-0009939,RUN-009939,WO-004970,PRD-024,MCH-008,2026-06-15 22:49:23,80,6,DIMENSION,10.3521,5.2339,10.26,10.5,fail,INS-009,QMS
QI-0009940,RUN-009940,WO-004970,PRD-024,MCH-011,2026-06-16 02:06:46,125,7,SURFACE_DENT,10.4218,5.1892,10.26,10.5,pass,INS-019,QMS
QI-0009941,RUN-009941,WO-004971,PRD-024,MCH-012,2026-06-15 06:46:48,125,8,SCRATCH,10.3816,5.1965,10.26,10.5,fail,INS-009,QMS
QI-0009942,RUN-009942,WO-004971,PRD-024,MCH-007,2026-06-15 09:50:36,200,14,MISSING_PART,10.3898,5.2183,10.26,10.5,fail,INS-017,QMS
QI-0009943,RUN-009943,WO-004972,PRD-050,MCH-014,2026-06-15 11:09:51,200,7,MISSING_PART,10.2476,5.1292,10.155,10.395,pass,INS-017,QMS
QI-0009944,RUN-009944,WO-004972,PRD-050,MCH-017,2026-06-15 14:25:43,80,3,DIMENSION,10.2717,5.1708,10.155,10.395,pass,INS-010,QMS
QI-0009945,RUN-009945,WO-004973,PRD-050,MCH-018,2026-06-15 21:56:07,125,6,MISSING_PART,10.3061,5.1717,10.155,10.395,pass,INS-006,QMS
QI-0009946,RUN-009946,WO-004973,PRD-050,MCH-017,2026-06-16 01:38:14,125,5,CONTAMINATION,10.2644,5.1631,10.155,10.395,pass,INS-018,QMS
QI-0009947,RUN-009947,WO-004974,PRD-050,MCH-014,2026-06-15 06:02:36,80,4,SOLDER_VOID,10.2713,5.1484,10.155,10.395,pass,INS-015,QMS
QI-0009948,RUN-009948,WO-004974,PRD-050,MCH-018,2026-06-15 10:01:13,100,3,DIMENSION,10.2768,5.204,10.155,10.395,pass,INS-021,QMS
QI-0009949,RUN-009949,WO-004975,PRD-051,MCH-021,2026-06-15 16:07:55,200,6,CONTAMINATION,10.3281,5.1903,10.225,10.465,pass,INS-006,QMS
QI-0009950,RUN-009950,WO-004975,PRD-051,MCH-024,2026-06-15 19:44:50,100,3,SCRATCH,10.3553,5.2136,10.225,10.465,pass,INS-013,QMS
QI-0009951,RUN-009951,WO-004976,PRD-051,MCH-022,2026-06-16 01:46:55,50,3,MISSING_PART,10.3727,5.2078,10.225,10.465,pass,INS-014,QMS
QI-0009952,RUN-009952,WO-004976,PRD-051,MCH-019,2026-06-16 04:31:51,80,5,SCRATCH,10.2766,5.2195,10.225,10.465,fail,INS-021,QMS
QI-0009953,RUN-009953,WO-004977,PRD-051,MCH-020,2026-06-15 04:28:56,100,6,SCRATCH,10.3009,5.2439,10.225,10.465,pass,INS-014,QMS
QI-0009954,RUN-009954,WO-004977,PRD-051,MCH-019,2026-06-15 07:28:53,125,8,SCRATCH,10.3872,5.2321,10.225,10.465,fail,INS-006,QMS
QI-0009955,RUN-009955,WO-004978,PRD-021,MCH-028,2026-06-15 12:30:48,200,4,MISSING_PART,10.1723,5.0788,10.03,10.27,pass,INS-007,QMS
QI-0009956,RUN-009956,WO-004978,PRD-021,MCH-025,2026-06-15 16:34:36,50,2,CONTAMINATION,10.1581,5.0543,10.03,10.27,pass,INS-012,QMS
QI-0009957,RUN-009957,WO-004979,PRD-078,MCH-027,2026-06-15 22:04:07,200,11,DIMENSION,10.233,5.1468,10.11,10.35,pass,INS-003,QMS
QI-0009958,RUN-009958,WO-004979,PRD-078,MCH-026,2026-06-16 02:24:15,50,2,DIMENSION,10.2714,5.1149,10.11,10.35,pass,INS-002,QMS
QI-0009959,RUN-009959,WO-004980,PRD-078,MCH-030,2026-06-15 06:43:32,50,2,SURFACE_DENT,10.2422,5.1145,10.11,10.35,pass,INS-006,QMS
QI-0009960,RUN-009960,WO-004980,PRD-078,MCH-025,2026-06-15 10:47:05,80,3,CONTAMINATION,10.272,5.1503,10.11,10.35,pass,INS-006,QMS
QI-0009961,RUN-009961,WO-004981,PRD-070,MCH-035,2026-06-15 16:43:13,200,11,SOLDER_VOID,10.1945,5.0982,10.075,10.315,pass,INS-007,QMS
QI-0009962,RUN-009962,WO-004981,PRD-070,MCH-033,2026-06-15 20:24:27,200,5,DIMENSION,10.1602,5.1061,10.075,10.315,pass,INS-012,QMS
QI-0009963,RUN-009963,WO-004982,PRD-037,MCH-033,2026-06-15 22:08:06,80,2,SCRATCH,10.2431,5.1428,10.09,10.33,pass,INS-019,QMS
QI-0009964,RUN-009964,WO-004982,PRD-037,MCH-035,2026-06-16 02:34:12,80,1,SOLDER_VOID,10.2011,5.129,10.09,10.33,pass,INS-004,QMS
QI-0009965,RUN-009965,WO-004983,PRD-070,MCH-034,2026-06-15 08:56:07,80,2,DIMENSION,10.1792,5.1385,10.075,10.315,pass,INS-023,QMS
QI-0009966,RUN-009966,WO-004983,PRD-070,MCH-035,2026-06-15 12:19:14,50,2,DIMENSION,10.1789,5.1433,10.075,10.315,pass,INS-023,QMS
QI-0009967,RUN-009967,WO-004984,PRD-080,MCH-001,2026-06-16 17:56:18,80,2,DIMENSION,10.2508,5.1681,10.14,10.38,pass,INS-014,QMS
QI-0009968,RUN-009968,WO-004984,PRD-080,MCH-004,2026-06-16 21:00:36,200,5,DIMENSION,10.2341,5.1567,10.14,10.38,pass,INS-024,QMS
QI-0009969,RUN-009969,WO-004985,PRD-029,MCH-006,2026-06-16 20:36:51,100,6,SCRATCH,10.3102,5.1889,10.21,10.45,pass,INS-009,QMS
QI-0009970,RUN-009970,WO-004985,PRD-029,MCH-002,2026-06-17 00:45:43,80,3,SOLDER_VOID,10.3267,5.235,10.21,10.45,pass,INS-003,QMS
QI-0009971,RUN-009971,WO-004986,PRD-025,MCH-002,2026-06-17 03:19:41,100,2,SOLDER_VOID,10.2022,5.1512,10.055,10.295,pass,INS-007,QMS
QI-0009972,RUN-009972,WO-004986,PRD-025,MCH-001,2026-06-17 05:57:23,100,1,CONTAMINATION,10.2238,5.1088,10.055,10.295,pass,INS-004,QMS
QI-0009973,RUN-009973,WO-004987,PRD-063,MCH-010,2026-06-16 12:46:12,125,5,SURFACE_DENT,10.3118,5.1122,10.165,10.405,pass,INS-009,QMS
QI-0009974,RUN-009974,WO-004987,PRD-063,MCH-007,2026-06-16 16:51:24,125,7,SCRATCH,10.2321,5.2146,10.165,10.405,pass,INS-015,QMS
QI-0009975,RUN-009975,WO-004988,PRD-061,MCH-007,2026-06-16 21:49:04,50,2,SURFACE_DENT,10.2233,5.1473,10.12,10.36,pass,INS-012,QMS
QI-0009976,RUN-009976,WO-004988,PRD-061,MCH-011,2026-06-17 02:44:08,100,3,NONE,10.2152,5.1289,10.12,10.36,pass,INS-017,QMS
QI-0009977,RUN-009977,WO-004989,PRD-063,MCH-009,2026-06-16 09:22:34,125,6,SOLDER_VOID,10.2834,5.1876,10.165,10.405,pass,INS-010,QMS
QI-0009978,RUN-009978,WO-004989,PRD-063,MCH-012,2026-06-16 12:25:09,200,15,SCRATCH,10.2411,5.1585,10.165,10.405,fail,INS-017,QMS
QI-0009979,RUN-009979,WO-004990,PRD-048,MCH-016,2026-06-16 12:18:20,50,1,SURFACE_DENT,10.192,5.1419,10.11,10.35,pass,INS-021,QMS
QI-0009980,RUN-009980,WO-004990,PRD-048,MCH-013,2026-06-16 16:19:40,125,3,SCRATCH,10.2109,5.1285,10.11,10.35,pass,INS-009,QMS
QI-0009981,RUN-009981,WO-004991,PRD-066,MCH-016,2026-06-17 01:04:13,200,15,SURFACE_DENT,10.4437,5.21,10.26,10.5,fail,INS-003,QMS
QI-0009982,RUN-009982,WO-004991,PRD-066,MCH-018,2026-06-17 05:01:26,50,4,DIMENSION,10.3859,5.2098,10.26,10.5,fail,INS-013,QMS
QI-0009983,RUN-009983,WO-004992,PRD-063,MCH-017,2026-06-16 09:36:12,100,5,SCRATCH,10.3172,5.1386,10.165,10.405,pass,INS-009,QMS
QI-0009984,RUN-009984,WO-004992,PRD-063,MCH-016,2026-06-16 13:25:24,125,5,SOLDER_VOID,10.2852,5.1803,10.165,10.405,pass,INS-024,QMS
QI-0009985,RUN-009985,WO-004993,PRD-051,MCH-019,2026-06-16 17:12:05,200,7,CONTAMINATION,10.3358,5.223,10.225,10.465,pass,INS-011,QMS
QI-0009986,RUN-009986,WO-004993,PRD-051,MCH-021,2026-06-16 21:58:10,125,5,SURFACE_DENT,10.3458,5.2543,10.225,10.465,pass,INS-023,QMS
QI-0009987,RUN-009987,WO-004994,PRD-041,MCH-019,2026-06-16 20:26:50,80,6,SURFACE_DENT,10.2959,5.1983,10.195,10.435,fail,INS-010,QMS
QI-0009988,RUN-009988,WO-004994,PRD-041,MCH-023,2026-06-17 00:32:40,50,3,MISSING_PART,10.3309,5.147,10.195,10.435,pass,INS-006,QMS
QI-0009989,RUN-009989,WO-004995,PRD-052,MCH-019,2026-06-16 10:45:23,50,3,SURFACE_DENT,10.2847,5.2342,10.24,10.48,pass,INS-005,QMS
QI-0009990,RUN-009990,WO-004995,PRD-052,MCH-020,2026-06-16 13:16:47,125,7,DIMENSION,10.4292,5.2352,10.24,10.48,pass,INS-004,QMS
QI-0009991,RUN-009991,WO-004996,PRD-039,MCH-025,2026-06-16 15:03:28,50,2,SOLDER_VOID,10.2828,5.168,10.16,10.4,pass,INS-015,QMS
QI-0009992,RUN-009992,WO-004996,PRD-039,MCH-030,2026-06-16 17:59:57,80,3,MISSING_PART,10.3113,5.145,10.16,10.4,pass,INS-011,QMS
QI-0009993,RUN-009993,WO-004997,PRD-049,MCH-029,2026-06-16 19:38:43,50,6,DIMENSION,10.503,5.2727,10.38,10.62,fail,INS-019,QMS
QI-0009994,RUN-009994,WO-004997,PRD-049,MCH-027,2026-06-16 23:13:27,80,11,SCRATCH,10.5794,5.3289,10.38,10.62,fail,INS-009,QMS
QI-0009995,RUN-009995,WO-004998,PRD-079,MCH-030,2026-06-16 08:36:53,100,8,MISSING_PART,10.1933,5.0893,10.045,10.285,fail,INS-007,QMS
