run_id,defect_rate,high_defect_risk,dominant_defect_code,risk_prob
RUN-008481,0.112,1,DIMENSION,0.5011
RUN-008482,0.075,1,SCRATCH,0.399
RUN-008483,0.056,1,CONTAMINATION,0.222
RUN-008484,0.05,0,SOLDER_VOID,0.2985
RUN-008485,0.12,1,SCRATCH,0.6927
RUN-008486,0.12,1,SURFACE_DENT,0.6397
RUN-008487,0.04,0,SCRATCH,0.212
RUN-008488,0.0625,1,DIMENSION,0.2041
RUN-008489,0.04,0,SURFACE_DENT,0.2453
RUN-008490,0.04,0,SOLDER_VOID,0.199
RUN-008491,0.0375,0,SCRATCH,0.2513
RUN-008492,0.03,0,DIMENSION,0.2351
RUN-008493,0.04,0,SOLDER_VOID,0.2757
RUN-008494,0.04,0,DIMENSION,0.2494
RUN-008495,0.1,1,SOLDER_VOID,0.5934
RUN-008496,0.09,1,SOLDER_VOID,0.5585
RUN-008497,0.0,0,NONE,0.0433
RUN-008498,0.02,0,SCRATCH,0.0417
RUN-008499,0.005,0,SCRATCH,0.0512
RUN-008500,0.0,0,NONE,0.0546
RUN-008501,0.032,0,CONTAMINATION,0.1043
RUN-008502,0.04,0,SCRATCH,0.1649
RUN-008503,0.025,0,SURFACE_DENT,0.1856
RUN-008504,0.035,0,SOLDER_VOID,0.1649
RUN-008505,0.02,0,DIMENSION,0.1053
RUN-008506,0.03,0,SURFACE_DENT,0.1139
RUN-008507,0.06,1,CONTAMINATION,0.1866
RUN-008508,0.02,0,SURFACE_DENT,0.227
RUN-008509,0.056,1,CONTAMINATION,0.1597
RUN-008510,0.072,1,MISSING_PART,0.1776
RUN-008511,0.06,1,CONTAMINATION,0.2757
RUN-008512,0.055,1,SOLDER_VOID,0.2396
RUN-008513,0.06,1,DIMENSION,0.3369
RUN-008514,0.06,1,CONTAMINATION,0.3369
RUN-008515,0.075,1,SURFACE_DENT,0.4302
RUN-008516,0.05,0,SCRATCH,0.3023
RUN-008517,0.0375,0,CONTAMINATION,0.2321
RUN-008518,0.0625,1,MISSING_PART,0.3404
RUN-008519,0.06,1,SCRATCH,0.3577
RUN-008520,0.075,1,SURFACE_DENT,0.3991
RUN-008521,0.02,0,CONTAMINATION,0.0898
RUN-008522,0.0,0,NONE,0.1239
RUN-008523,0.02,0,SCRATCH,0.1513
RUN-008524,0.016,0,MISSING_PART,0.0811
RUN-008525,0.145,1,DIMENSION,0.8919
RUN-008526,0.16,1,MISSING_PART,0.7853
RUN-008527,0.12,1,MISSING_PART,0.8749
RUN-008528,0.144,1,SURFACE_DENT,0.8579
RUN-008529,0.01,0,SCRATCH,0.0512
RUN-008530,0.0,0,NONE,0.0595
RUN-008531,0.055,1,SCRATCH,0.3375
RUN-008532,0.075,1,SURFACE_DENT,0.3593
RUN-008533,0.065,1,SOLDER_VOID,0.3393
RUN-008534,0.0625,1,DIMENSION,0.3138
RUN-008535,0.05,0,SOLDER_VOID,0.3878
RUN-008536,0.04,0,SOLDER_VOID,0.3593
RUN-008537,0.04,0,CONTAMINATION,0.263
RUN-008538,0.04,0,DIMENSION,0.2918
RUN-008539,0.06,1,CONTAMINATION,0.149
RUN-008540,0.05,0,SCRATCH,0.263
RUN-008541,0.08,1,SOLDER_VOID,0.5227
RUN-008542,0.0875,1,DIMENSION,0.5247
RUN-008543,0.02,0,SOLDER_VOID,0.0866
RUN-008544,0.025,0,SURFACE_DENT,0.1117
RUN-008545,0.06,1,SCRATCH,0.4098
RUN-008546,0.0625,1,SURFACE_DENT,0.4098
RUN-008547,0.04,0,MISSING_PART,0.1205
RUN-008548,0.016,0,SURFACE_DENT,0.1205
RUN-008549,0.05,0,SOLDER_VOID,0.3538
RUN-008550,0.03,0,SURFACE_DENT,0.2397
RUN-008551,0.0,0,NONE,0.0588
RUN-008552,0.025,0,SOLDER_VOID,0.1063
RUN-008553,0.05,0,DIMENSION,0.0639
RUN-008554,0.0125,0,SCRATCH,0.1043
RUN-008555,0.032,0,SURFACE_DENT,0.2197
RUN-008556,0.03,0,CONTAMINATION,0.1885
RUN-008557,0.03,0,MISSING_PART,0.2115
RUN-008558,0.02,0,SOLDER_VOID,0.1404
RUN-008559,0.06,1,MISSING_PART,0.4367
RUN-008560,0.065,1,SCRATCH,0.3948
RUN-008561,0.06,1,SOLDER_VOID,0.3805
RUN-008562,0.05,0,SURFACE_DENT,0.3119
RUN-008563,0.1,1,MISSING_PART,0.6993
RUN-008564,0.065,1,NONE,0.357
RUN-008565,0.05,0,DIMENSION,0.2364
RUN-008566,0.0375,0,SURFACE_DENT,0.1971
RUN-008567,0.016,0,DIMENSION,0.0801
RUN-008568,0.0375,0,SCRATCH,0.17
RUN-008569,0.025,0,DIMENSION,0.162
RUN-008570,0.02,0,DIMENSION,0.1093
RUN-008571,0.04,0,DIMENSION,0.1093
RUN-008572,0.025,0,SCRATCH,0.1612
RUN-008573,0.0375,0,DIMENSION,0.1338
RUN-008574,0.016,0,SURFACE_DENT,0.1139
RUN-008575,0.01,0,SCRATCH,0.0567
RUN-008576,0.0,0,NONE,0.0581
RUN-008577,0.0125,0,SCRATCH,0.0873
RUN-008578,0.0125,0,SURFACE_DENT,0.1038
RUN-008579,0.048,1,SURFACE_DENT,0.2598
RUN-008580,0.04,0,SOLDER_VOID,0.2568
RUN-008581,0.04,0,MISSING_PART,0.1169
RUN-008582,0.048,0,SURFACE_DENT,0.2275
RUN-008583,0.0375,0,CONTAMINATION,0.2508
RUN-008584,0.06,1,CONTAMINATION,0.2763
RUN-008585,0.105,1,MISSING_PART,0.6069
RUN-008586,0.06,1,DIMENSION,0.3587
RUN-008587,0.072,1,DIMENSION,0.5545
RUN-008588,0.06,1,SCRATCH,0.3031
RUN-008589,0.075,1,SOLDER_VOID,0.5094
RUN-008590,0.06,1,SCRATCH,0.4554
RUN-008591,0.03,0,SURFACE_DENT,0.2707
RUN-008592,0.035,0,SOLDER_VOID,0.2123
RUN-008593,0.12,1,DIMENSION,0.6909
RUN-008594,0.096,1,SOLDER_VOID,0.6734
RUN-008595,0.01,0,SURFACE_DENT,0.1637
RUN-008596,0.02,0,DIMENSION,0.1905
RUN-008597,0.02,0,DIMENSION,0.0952
RUN-008598,0.005,0,DIMENSION,0.0445
RUN-008599,0.06,1,CONTAMINATION,0.3876
RUN-008600,0.07,1,CONTAMINATION,0.3115
RUN-008601,0.03,0,DIMENSION,0.0866
RUN-008602,0.03,0,MISSING_PART,0.1053
RUN-008603,0.0,0,NONE,0.1056
RUN-008604,0.025,0,SCRATCH,0.1751
RUN-008605,0.04,0,SURFACE_DENT,0.2694
RUN-008606,0.035,0,CONTAMINATION,0.2305
RUN-008607,0.07,1,SOLDER_VOID,0.4144
RUN-008608,0.05,0,SURFACE_DENT,0.2588
RUN-008609,0.05,0,SOLDER_VOID,0.3932
RUN-008610,0.0625,1,CONTAMINATION,0.3113
RUN-008611,0.08,1,SOLDER_VOID,0.3612
RUN-008612,0.056,1,DIMENSION,0.2269
RUN-008613,0.02,0,MISSING_PART,0.1769
RUN-008614,0.03,0,NONE,0.1476
RUN-008615,0.005,0,MISSING_PART,0.0869
RUN-008616,0.04,0,SURFACE_DENT,0.1295
RUN-008617,0.03,0,SCRATCH,0.2408
RUN-008618,0.1,1,MISSING_PART,0.4768
RUN-008619,0.06,1,DIMENSION,0.275
RUN-008620,0.04,0,DIMENSION,0.2108
RUN-008621,0.08,1,CONTAMINATION,0.6527
RUN-008622,0.09,1,CONTAMINATION,0.6983
RUN-008623,0.08,1,SURFACE_DENT,0.5576
RUN-008624,0.125,1,SURFACE_DENT,0.6949
RUN-008625,0.04,0,SCRATCH,0.1791
RUN-008626,0.06,1,DIMENSION,0.3742
RUN-008627,0.04,0,NONE,0.0911
RUN-008628,0.05,0,SCRATCH,0.2495
RUN-008629,0.05,0,DIMENSION,0.1995
RUN-008630,0.025,0,SCRATCH,0.2113
RUN-008631,0.02,0,SURFACE_DENT,0.2342
RUN-008632,0.065,1,DIMENSION,0.2002
RUN-008633,0.06,1,SURFACE_DENT,0.3012
RUN-008634,0.04,1,DIMENSION,0.283
RUN-008635,0.02,0,DIMENSION,0.1507
RUN-008636,0.025,0,SURFACE_DENT,0.1211
RUN-008637,0.01,0,SURFACE_DENT,0.0674
RUN-008638,0.024,0,MISSING_PART,0.1115
RUN-008639,0.025,0,SURFACE_DENT,0.1177
RUN-008640,0.04,0,SOLDER_VOID,0.2275
RUN-008641,0.072,1,SCRATCH,0.4991
RUN-008642,0.075,1,SURFACE_DENT,0.455
RUN-008643,0.0625,1,SOLDER_VOID,0.5549
RUN-008644,0.07,1,CONTAMINATION,0.5055
RUN-008645,0.06,1,SURFACE_DENT,0.3409
RUN-008646,0.08,1,MISSING_PART,0.4199
RUN-008647,0.1125,1,SOLDER_VOID,0.5549
RUN-008648,0.075,1,MISSING_PART,0.4082
RUN-008649,0.025,0,SCRATCH,0.0763
RUN-008650,0.016,0,SOLDER_VOID,0.0964
RUN-008651,0.065,1,DIMENSION,0.2751
RUN-008652,0.04,0,MISSING_PART,0.2913
RUN-008653,0.025,0,SOLDER_VOID,0.0836
RUN-008654,0.02,0,SURFACE_DENT,0.0957
RUN-008655,0.04,0,SOLDER_VOID,0.4212
RUN-008656,0.03,0,SURFACE_DENT,0.1794
RUN-008657,0.075,1,SCRATCH,0.3973
RUN-008658,0.05,0,MISSING_PART,0.3734
RUN-008659,0.05,0,SOLDER_VOID,0.3818
RUN-008660,0.04,0,SCRATCH,0.4303
RUN-008661,0.055,1,SOLDER_VOID,0.2161
RUN-008662,0.048,0,DIMENSION,0.2202
RUN-008663,0.04,0,DIMENSION,0.1095
RUN-008664,0.03,0,DIMENSION,0.1635
RUN-008665,0.025,0,DIMENSION,0.1761
RUN-008666,0.02,0,CONTAMINATION,0.1498
RUN-008667,0.015,0,MISSING_PART,0.182
RUN-008668,0.03,0,SOLDER_VOID,0.1856
RUN-008669,0.06,1,SCRATCH,0.228
RUN-008670,0.025,0,SURFACE_DENT,0.2348
RUN-008671,0.048,0,SURFACE_DENT,0.2317
RUN-008672,0.05,0,SURFACE_DENT,0.2494
RUN-008673,0.04,1,CONTAMINATION,0.1598
RUN-008674,0.0375,0,SURFACE_DENT,0.168
RUN-008675,0.07,1,SOLDER_VOID,0.4336
RUN-008676,0.048,0,SURFACE_DENT,0.2284
RUN-008677,0.04,0,MISSING_PART,0.1552
RUN-008678,0.0375,0,CONTAMINATION,0.2968
RUN-008679,0.0,0,NONE,0.0318
RUN-008680,0.02,0,DIMENSION,0.044
RUN-008681,0.0,0,NONE,0.044
RUN-008682,0.025,0,DIMENSION,0.042
RUN-008683,0.04,0,SOLDER_VOID,0.2134
RUN-008684,0.06,1,MISSING_PART,0.1854
RUN-008685,0.064,1,SOLDER_VOID,0.4623
RUN-008686,0.09,1,SCRATCH,0.5664
RUN-008687,0.0625,1,SURFACE_DENT,0.2815
RUN-008688,0.06,1,MISSING_PART,0.2319
RUN-008689,0.09,1,DIMENSION,0.5448
RUN-008690,0.072,1,DIMENSION,0.4848
RUN-008691,0.075,1,SCRATCH,0.3651
RUN-008692,0.08,1,DIMENSION,0.4584
RUN-008693,0.02,0,DIMENSION,0.0833
RUN-008694,0.03,0,CONTAMINATION,0.1265
RUN-008695,0.055,1,MISSING_PART,0.4029
RUN-008696,0.088,1,SCRATCH,0.3605
RUN-008697,0.08,1,MISSING_PART,0.5437
RUN-008698,0.06,1,DIMENSION,0.2928
RUN-008699,0.04,0,SURFACE_DENT,0.3656
RUN-008700,0.048,0,SCRATCH,0.2906
RUN-008701,0.075,1,MISSING_PART,0.508
RUN-008702,0.0875,1,SCRATCH,0.3899
RUN-008703,0.08,1,SCRATCH,0.3828
RUN-008704,0.08,1,CONTAMINATION,0.5583
RUN-008705,0.03,0,SURFACE_DENT,0.2494
RUN-008706,0.032,0,DIMENSION,0.2494
RUN-008707,0.05,0,DIMENSION,0.2539
RUN-008708,0.04,0,SOLDER_VOID,0.2413
RUN-008709,0.096,1,DIMENSION,0.5032
RUN-008710,0.048,0,SURFACE_DENT,0.4082
RUN-008711,0.02,0,SCRATCH,0.0873
RUN-008712,0.008,0,SURFACE_DENT,0.1205
RUN-008713,0.03,0,SCRATCH,0.1139
RUN-008714,0.025,0,CONTAMINATION,0.1001
RUN-008715,0.04,0,DIMENSION,0.0945
RUN-008716,0.02,0,CONTAMINATION,0.0841
RUN-008717,0.02,0,DIMENSION,0.0564
RUN-008718,0.0375,0,SOLDER_VOID,0.1677
RUN-008719,0.08,1,CONTAMINATION,0.3989
RUN-008720,0.06,1,SOLDER_VOID,0.2853
RUN-008721,0.03,0,CONTAMINATION,0.1091
RUN-008722,0.02,0,SOLDER_VOID,0.1305
RUN-008723,0.04,0,CONTAMINATION,0.0966
RUN-008724,0.03,0,SOLDER_VOID,0.0631
RUN-008725,0.032,0,SOLDER_VOID,0.1205
RUN-008726,0.04,0,SOLDER_VOID,0.1155
RUN-008727,0.0,0,NONE,0.1107
RUN-008728,0.0,0,NONE,0.0649
RUN-008729,0.0,0,NONE,0.1147
RUN-008730,0.02,0,MISSING_PART,0.0817
RUN-008731,0.04,0,NONE,0.2079
RUN-008732,0.048,0,SOLDER_VOID,0.2987
RUN-008733,0.024,0,SURFACE_DENT,0.1321
RUN-008734,0.03,0,DIMENSION,0.1147
RUN-008735,0.04,0,DIMENSION,0.332
RUN-008736,0.05,0,CONTAMINATION,0.3812
RUN-008737,0.0375,0,MISSING_PART,0.1301
RUN-008738,0.008,0,SCRATCH,0.1213
RUN-008739,0.032,0,SOLDER_VOID,0.0968
RUN-008740,0.005,0,CONTAMINATION,0.1275
RUN-008741,0.032,0,SURFACE_DENT,0.0752
RUN-008742,0.02,0,SOLDER_VOID,0.0636
RUN-008743,0.02,0,MISSING_PART,0.0855
RUN-008744,0.0125,0,NONE,0.0801
RUN-008745,0.03,0,SOLDER_VOID,0.1016
RUN-008746,0.024,0,SOLDER_VOID,0.0554
RUN-008747,0.024,0,SOLDER_VOID,0.0866
RUN-008748,0.025,0,DIMENSION,0.1061
RUN-008749,0.0,0,NONE,0.0337
RUN-008750,0.0,0,NONE,0.0484
RUN-008751,0.08,1,DIMENSION,0.5089
RUN-008752,0.08,1,SURFACE_DENT,0.5837
RUN-008753,0.02,0,SCRATCH,0.1998
RUN-008754,0.0,0,NONE,0.0801
RUN-008755,0.05,0,SOLDER_VOID,0.3799
RUN-008756,0.056,1,SOLDER_VOID,0.4001
RUN-008757,0.016,0,DIMENSION,0.2669
RUN-008758,0.064,1,NONE,0.3471
RUN-008759,0.0125,0,SCRATCH,0.0966
RUN-008760,0.04,0,SURFACE_DENT,0.0811
RUN-008761,0.0375,0,SCRATCH,0.1975
RUN-008762,0.02,0,MISSING_PART,0.1829
RUN-008763,0.0125,0,NONE,0.039
RUN-008764,0.015,0,SCRATCH,0.0408
RUN-008765,0.015,0,DIMENSION,0.0897
RUN-008766,0.02,0,SOLDER_VOID,0.0985
RUN-008767,0.0,0,NONE,0.0827
RUN-008768,0.02,0,MISSING_PART,0.0858
RUN-008769,0.03,0,MISSING_PART,0.0791
RUN-008770,0.02,0,SURFACE_DENT,0.0863
RUN-008771,0.0,0,NONE,0.0311
RUN-008772,0.032,0,CONTAMINATION,0.0642
RUN-008773,0.04,0,CONTAMINATION,0.0664
RUN-008774,0.04,0,SURFACE_DENT,0.0809
RUN-008775,0.065,1,SOLDER_VOID,0.4083
RUN-008776,0.08,1,NONE,0.4729
RUN-008777,0.1,1,MISSING_PART,0.6046
RUN-008778,0.1,1,CONTAMINATION,0.5623
RUN-008779,0.095,1,SOLDER_VOID,0.5608
RUN-008780,0.04,0,SCRATCH,0.4098
RUN-008781,0.06,1,SOLDER_VOID,0.4569
RUN-008782,0.065,1,SCRATCH,0.4669
RUN-008783,0.06,1,MISSING_PART,0.3551
RUN-008784,0.08,1,CONTAMINATION,0.455
RUN-008785,0.08,1,DIMENSION,0.4871
RUN-008786,0.0875,1,SOLDER_VOID,0.5046
RUN-008787,0.025,0,SCRATCH,0.1001
RUN-008788,0.025,0,DIMENSION,0.1116
RUN-008789,0.056,1,CONTAMINATION,0.4286
RUN-008790,0.1,1,CONTAMINATION,0.6297
RUN-008791,0.01,0,SCRATCH,0.1539
RUN-008792,0.024,0,SOLDER_VOID,0.2665
RUN-008793,0.08,1,SCRATCH,0.3804
RUN-008794,0.08,1,SURFACE_DENT,0.4621
RUN-008795,0.05,0,SURFACE_DENT,0.1818
RUN-008796,0.0125,0,SURFACE_DENT,0.1748
RUN-008797,0.04,0,SOLDER_VOID,0.2173
RUN-008798,0.025,0,DIMENSION,0.2325
RUN-008799,0.005,0,NONE,0.0126
RUN-008800,0.0,0,NONE,0.041
RUN-008801,0.065,1,SCRATCH,0.3559
RUN-008802,0.08,1,CONTAMINATION,0.3156
RUN-008803,0.0875,1,SOLDER_VOID,0.434
RUN-008804,0.04,0,CONTAMINATION,0.2908
RUN-008805,0.02,0,DIMENSION,0.0836
RUN-008806,0.04,0,SCRATCH,0.1372
RUN-008807,0.1,1,DIMENSION,0.5132
RUN-008808,0.1,1,DIMENSION,0.5331
RUN-008809,0.03,0,DIMENSION,0.1483
RUN-008810,0.015,0,SCRATCH,0.1039
RUN-008811,0.05,0,SCRATCH,0.2385
RUN-008812,0.05,0,SCRATCH,0.2385
RUN-008813,0.02,0,CONTAMINATION,0.1977
RUN-008814,0.05,0,DIMENSION,0.2174
RUN-008815,0.008,0,DIMENSION,0.158
RUN-008816,0.025,0,SURFACE_DENT,0.1417
RUN-008817,0.02,0,SOLDER_VOID,0.1725
RUN-008818,0.0125,0,NONE,0.1831
RUN-008819,0.01,0,CONTAMINATION,0.2099
RUN-008820,0.06,1,DIMENSION,0.2773
RUN-008821,0.09,1,SOLDER_VOID,0.5586
RUN-008822,0.05,0,DIMENSION,0.3526
RUN-008823,0.032,0,CONTAMINATION,0.1278
RUN-008824,0.02,0,MISSING_PART,0.1837
RUN-008825,0.1,1,MISSING_PART,0.6666
RUN-008826,0.1,1,SCRATCH,0.7335
RUN-008827,0.0125,0,SURFACE_DENT,0.261
RUN-008828,0.03,0,MISSING_PART,0.0938
RUN-008829,0.03,0,SOLDER_VOID,0.2212
RUN-008830,0.02,0,SCRATCH,0.1309
RUN-008831,0.03,0,SURFACE_DENT,0.204
RUN-008832,0.04,0,SOLDER_VOID,0.1922
RUN-008833,0.1,1,MISSING_PART,0.5169
RUN-008834,0.08,1,SCRATCH,0.5428
RUN-008835,0.055,1,CONTAMINATION,0.3012
RUN-008836,0.04,0,SCRATCH,0.1601
RUN-008837,0.035,0,SCRATCH,0.1922
RUN-008838,0.04,0,SURFACE_DENT,0.1861
RUN-008839,0.05,0,DIMENSION,0.3508
RUN-008840,0.0625,1,SURFACE_DENT,0.2765
RUN-008841,0.06,1,SCRATCH,0.3847
RUN-008842,0.064,1,SCRATCH,0.398
RUN-008843,0.02,0,SCRATCH,0.0481
RUN-008844,0.008,0,SURFACE_DENT,0.0466
RUN-008845,0.04,0,NONE,0.2726
RUN-008846,0.056,1,SOLDER_VOID,0.3538
RUN-008847,0.05,1,DIMENSION,0.2473
RUN-008848,0.03,0,MISSING_PART,0.2334
RUN-008849,0.025,0,SCRATCH,0.1313
RUN-008850,0.0,0,NONE,0.0649
RUN-008851,0.0125,0,SURFACE_DENT,0.0966
RUN-008852,0.04,0,SOLDER_VOID,0.0985
RUN-008853,0.1,1,SCRATCH,0.5282
RUN-008854,0.08,1,NONE,0.5968
RUN-008855,0.025,0,CONTAMINATION,0.0896
RUN-008856,0.04,0,SURFACE_DENT,0.0918
RUN-008857,0.04,0,SCRATCH,0.0737
RUN-008858,0.02,0,SCRATCH,0.13
RUN-008859,0.04,0,DIMENSION,0.1989
RUN-008860,0.02,0,SCRATCH,0.0989
RUN-008861,0.03,0,CONTAMINATION,0.0693
RUN-008862,0.032,0,SURFACE_DENT,0.1216
RUN-008863,0.1,1,SURFACE_DENT,0.6944
RUN-008864,0.1,1,NONE,0.6994
RUN-008865,0.1,1,CONTAMINATION,0.5763
RUN-008866,0.0875,1,SOLDER_VOID,0.5438
RUN-008867,0.095,1,SCRATCH,0.4852
RUN-008868,0.09,1,CONTAMINATION,0.6769
RUN-008869,0.07,1,MISSING_PART,0.5506
RUN-008870,0.06,1,MISSING_PART,0.5301
RUN-008871,0.0375,0,SOLDER_VOID,0.1402
RUN-008872,0.04,0,DIMENSION,0.1945
RUN-008873,0.05,0,MISSING_PART,0.3053
RUN-008874,0.08,1,CONTAMINATION,0.3447
RUN-008875,0.064,1,CONTAMINATION,0.308
RUN-008876,0.0625,1,SOLDER_VOID,0.2702
RUN-008877,0.065,1,CONTAMINATION,0.2674
RUN-008878,0.04,0,DIMENSION,0.1995
RUN-008879,0.02,0,CONTAMINATION,0.1227
RUN-008880,0.05,0,CONTAMINATION,0.0942
RUN-008881,0.06,1,DIMENSION,0.2624
RUN-008882,0.05,0,MISSING_PART,0.1436
RUN-008883,0.05,0,CONTAMINATION,0.2961
RUN-008884,0.06,1,SURFACE_DENT,0.2376
RUN-008885,0.02,0,CONTAMINATION,0.1204
RUN-008886,0.04,0,CONTAMINATION,0.2022
RUN-008887,0.024,0,SURFACE_DENT,0.2317
RUN-008888,0.024,0,SURFACE_DENT,0.109
RUN-008889,0.0875,1,SURFACE_DENT,0.5207
RUN-008890,0.08,1,SCRATCH,0.5387
RUN-008891,0.04,0,SURFACE_DENT,0.273
RUN-008892,0.045,0,SOLDER_VOID,0.2559
RUN-008893,0.05,0,SOLDER_VOID,0.1781
RUN-008894,0.025,0,NONE,0.1776
RUN-008895,0.06,1,DIMENSION,0.2458
RUN-008896,0.035,0,SURFACE_DENT,0.1004
RUN-008897,0.0,0,NONE,0.1606
RUN-008898,0.03,0,DIMENSION,0.1708
RUN-008899,0.04,0,SOLDER_VOID,0.1776
RUN-008900,0.01,0,SURFACE_DENT,0.0728
RUN-008901,0.02,0,NONE,0.2046
RUN-008902,0.0375,0,SURFACE_DENT,0.2348
RUN-008903,0.0,0,NONE,0.0635
RUN-008904,0.02,0,CONTAMINATION,0.0635
RUN-008905,0.08,1,CONTAMINATION,0.4704
RUN-008906,0.056,1,MISSING_PART,0.3897
RUN-008907,0.1125,1,MISSING_PART,0.7192
RUN-008908,0.12,1,SCRATCH,0.6961
RUN-008909,0.11,1,SOLDER_VOID,0.7144
RUN-008910,0.12,1,SURFACE_DENT,0.7127
RUN-008911,0.0,0,NONE,0.0489
RUN-008912,0.02,0,SOLDER_VOID,0.0528
RUN-008913,0.024,1,SOLDER_VOID,0.0508
RUN-008914,0.0,0,NONE,0.0299
RUN-008915,0.05,0,CONTAMINATION,0.199
RUN-008916,0.02,0,SOLDER_VOID,0.1151
RUN-008917,0.02,0,SCRATCH,0.0691
RUN-008918,0.035,0,DIMENSION,0.0637
RUN-008919,0.025,0,SOLDER_VOID,0.1385
RUN-008920,0.005,0,SOLDER_VOID,0.1714
RUN-008921,0.032,0,SURFACE_DENT,0.1446
RUN-008922,0.02,0,MISSING_PART,0.1375
RUN-008923,0.048,0,SOLDER_VOID,0.1987
RUN-008924,0.064,1,MISSING_PART,0.3181
RUN-008925,0.06,1,SOLDER_VOID,0.3393
RUN-008926,0.06,1,DIMENSION,0.3357
RUN-008927,0.008,0,CONTAMINATION,0.1008
RUN-008928,0.04,0,SCRATCH,0.1741
RUN-008929,0.06,1,DIMENSION,0.2857
RUN-008930,0.1,1,SOLDER_VOID,0.4949
RUN-008931,0.08,1,MISSING_PART,0.3641
RUN-008932,0.09,1,NONE,0.4846
RUN-008933,0.05,0,SOLDER_VOID,0.2516
RUN-008934,0.008,0,DIMENSION,0.0803
RUN-008935,0.02,0,SCRATCH,0.1848
RUN-008936,0.02,0,SOLDER_VOID,0.1516
RUN-008937,0.075,1,CONTAMINATION,0.3866
RUN-008938,0.12,1,CONTAMINATION,0.6794
RUN-008939,0.04,0,SCRATCH,0.2055
RUN-008940,0.05,0,NONE,0.2529
RUN-008941,0.016,0,MISSING_PART,0.0434
RUN-008942,0.0,0,NONE,0.0293
RUN-008943,0.0125,0,SURFACE_DENT,0.0255
RUN-008944,0.01,0,SCRATCH,0.0388
RUN-008945,0.0,0,NONE,0.0264
RUN-008946,0.0,0,NONE,0.0327
RUN-008947,0.02,0,SURFACE_DENT,0.0344
RUN-008948,0.008,0,SURFACE_DENT,0.0497
RUN-008949,0.032,0,SOLDER_VOID,0.1485
RUN-008950,0.05,0,SURFACE_DENT,0.1276
RUN-008951,0.01,0,DIMENSION,0.1369
RUN-008952,0.0,0,NONE,0.0658
RUN-008953,0.12,1,SOLDER_VOID,0.5915
RUN-008954,0.1,1,DIMENSION,0.6305
RUN-008955,0.04,0,CONTAMINATION,0.3228
RUN-008956,0.05,0,MISSING_PART,0.3804
RUN-008957,0.08,1,DIMENSION,0.474
RUN-008958,0.0875,1,CONTAMINATION,0.488
RUN-008959,0.04,0,SCRATCH,0.3039
RUN-008960,0.06,1,SURFACE_DENT,0.3614
RUN-008961,0.08,1,MISSING_PART,0.4352
RUN-008962,0.07,1,DIMENSION,0.3887
RUN-008963,0.035,0,SOLDER_VOID,0.1714
RUN-008964,0.04,0,SCRATCH,0.1748
RUN-008965,0.06,1,SOLDER_VOID,0.2495
RUN-008966,0.0625,1,DIMENSION,0.2773
RUN-008967,0.032,0,MISSING_PART,0.0471
RUN-008968,0.0,0,NONE,0.0199
RUN-008969,0.01,0,MISSING_PART,0.0477
RUN-008970,0.005,0,DIMENSION,0.0457
RUN-008971,0.04,0,SOLDER_VOID,0.1565
RUN-008972,0.032,0,SOLDER_VOID,0.1835
RUN-008973,0.104,1,DIMENSION,0.6983
RUN-008974,0.055,1,SURFACE_DENT,0.4473
RUN-008975,0.02,0,DIMENSION,0.1016
RUN-008976,0.016,0,SOLDER_VOID,0.0918
RUN-008977,0.0,0,NONE,0.1026
RUN-008978,0.03,0,DIMENSION,0.2415
RUN-008979,0.1,1,MISSING_PART,0.6863
RUN-008980,0.075,1,SURFACE_DENT,0.5194
RUN-008981,0.02,0,SURFACE_DENT,0.0905
RUN-008982,0.008,0,CONTAMINATION,0.0714
RUN-008983,0.04,0,SOLDER_VOID,0.2978
RUN-008984,0.04,0,SCRATCH,0.2749
RUN-008985,0.05,0,SOLDER_VOID,0.2798
RUN-008986,0.03,0,SCRATCH,0.0996
RUN-008987,0.06,1,SOLDER_VOID,0.2718
RUN-008988,0.04,0,DIMENSION,0.2948
RUN-008989,0.015,1,SCRATCH,0.0901
RUN-008990,0.02,0,SCRATCH,0.1989
RUN-008991,0.025,0,SOLDER_VOID,0.2367
RUN-008992,0.02,0,SURFACE_DENT,0.1781
RUN-008993,0.032,0,MISSING_PART,0.1524
RUN-008994,0.06,1,CONTAMINATION,0.1861
RUN-008995,0.008,0,DIMENSION,0.1482
RUN-008996,0.02,0,CONTAMINATION,0.1872
RUN-008997,0.02,0,MISSING_PART,0.1651
RUN-008998,0.06,1,NONE,0.2058
RUN-008999,0.0,0,NONE,0.1008
RUN-009000,0.04,0,DIMENSION,0.1707
RUN-009001,0.0375,0,SURFACE_DENT,0.2867
RUN-009002,0.056,1,SCRATCH,0.2459
RUN-009003,0.032,0,SCRATCH,0.2225
RUN-009004,0.048,0,SURFACE_DENT,0.2202
RUN-009005,0.0,0,NONE,0.1095
RUN-009006,0.02,0,SOLDER_VOID,0.2094
RUN-009007,0.048,0,CONTAMINATION,0.259
RUN-009008,0.06,1,DIMENSION,0.3959
RUN-009009,0.072,1,SOLDER_VOID,0.4434
RUN-009010,0.055,1,SOLDER_VOID,0.3919
RUN-009011,0.0375,0,CONTAMINATION,0.2693
RUN-009012,0.06,1,CONTAMINATION,0.3591
RUN-009013,0.06,1,CONTAMINATION,0.2524
RUN-009014,0.05,0,SURFACE_DENT,0.2538
