date,plant_id,line_id,planned_quantity,good_quantity,scrap_quantity,rework_quantity,runtime_minutes,downtime_minutes,energy_kwh,availability,performance,quality,oee,energy_intensity_kwh_per_good_unit
2026-05-05,P02,L03,42177,37707,969,409,1271.26,94.9,3037.94,0.9113,0.894,0.9749,0.7943,0.08057
2026-05-05,P02,L04,23018,20228,871,337,1263.89,96.31,2594.34,0.906,0.8788,0.9587,0.7633,0.12826
2026-05-05,P03,L05,35253,31711,1056,543,1229.76,105.8,4203.07,0.8815,0.8995,0.9678,0.7674,0.13254
2026-05-05,P03,L06,55836,52628,1253,395,1271.53,93.71,5859.75,0.9115,0.9425,0.9767,0.8391,0.11134
2026-05-06,P01,L01,30562,29297,941,381,1255.39,109.9,4021.66,0.8999,0.9586,0.9689,0.8358,0.13727
2026-05-06,P01,L02,52729,46967,1460,679,1183.16,166.31,6283.27,0.8481,0.8907,0.9699,0.7327,0.13378
2026-05-06,P02,L03,34819,30193,1207,439,1214.85,118.34,3646.09,0.8709,0.8671,0.9616,0.7261,0.12076
2026-05-06,P02,L04,23559,21135,731,242,1250.4,105.26,2767.52,0.8963,0.8971,0.9666,0.7772,0.13095
2026-05-06,P03,L05,39601,37423,855,315,1274.69,79.18,4136.57,0.9138,0.945,0.9777,0.8442,0.11054
2026-05-06,P03,L06,66693,63960,1635,666,1220.11,146.35,7235.22,0.8746,0.959,0.9751,0.8179,0.11312
2026-05-07,P01,L01,40201,38768,1146,484,1235.86,92.62,3738.79,0.8859,0.9644,0.9713,0.8298,0.09644
2026-05-07,P01,L02,63575,58221,1687,665,1207.27,148.78,6438.3,0.8654,0.9158,0.9718,0.7702,0.11058
2026-05-07,P02,L03,37723,34796,1284,384,1230.56,107.28,4787.53,0.8821,0.9224,0.9644,0.7847,0.13759
2026-05-07,P02,L04,28927,25712,1032,434,1209.43,135.4,3388.76,0.867,0.8889,0.9614,0.7409,0.1318
2026-05-07,P03,L05,27318,25600,1235,494,1223.84,153.79,2772.14,0.8773,0.9371,0.954,0.7843,0.10829
2026-05-07,P03,L06,53416,50306,2049,955,1306.38,42.99,5719.56,0.9365,0.9418,0.9609,0.8474,0.1137
2026-05-08,P01,L01,53315,50590,1884,604,1257.89,123.2,6825.62,0.9017,0.9489,0.9641,0.8249,0.13492
2026-05-08,P01,L02,64584,55769,2471,870,1211.15,144.62,8752.47,0.8682,0.8635,0.9576,0.7179,0.15694
2026-05-08,P02,L03,31311,28434,1031,305,1303.64,49.54,4158.74,0.9345,0.9081,0.965,0.8189,0.14626
2026-05-08,P02,L04,18692,17693,349,104,1287.64,50.62,1474.51,0.923,0.9466,0.9807,0.8568,0.08334
2026-05-08,P03,L05,36290,32870,750,379,1199.25,154.47,3826.28,0.8597,0.9058,0.9777,0.7613,0.11641
2026-05-08,P03,L06,53280,47293,1650,575,1249.05,107.22,5236.46,0.8954,0.8876,0.9663,0.768,0.11072
2026-05-09,P01,L01,18431,16333,526,251,846.78,63.52,1886.95,0.607,0.8862,0.9688,0.5211,0.11553
2026-05-09,P01,L02,30467,27597,751,285,801.05,102.13,2683.14,0.5742,0.9058,0.9735,0.5064,0.09723
2026-05-09,P02,L03,9655,9665,214,55,432.75,32.25,1486.43,0.3102,1.001,0.9783,0.3038,0.1538
2026-05-09,P03,L05,14244,12683,364,111,796.87,105.14,1718.46,0.5712,0.8904,0.9721,0.4944,0.13549
2026-05-09,P03,L06,29448,25468,692,256,832.38,67.45,3837.81,0.5967,0.8648,0.9735,0.5024,0.15069
2026-05-10,P01,L01,19751,17420,736,164,808.57,99.94,2065.28,0.5796,0.882,0.9595,0.4905,0.11856
2026-05-10,P01,L02,10652,10266,298,104,412.07,42.38,1626.01,0.2954,0.9638,0.9718,0.2767,0.15839
2026-05-10,P02,L04,15366,13935,558,247,1220.97,135.83,1806.39,0.8752,0.9069,0.9615,0.7632,0.12963
2026-05-10,P03,L05,10848,9406,569,209,381.01,46.39,1501.72,0.2731,0.8671,0.943,0.2233,0.15966
2026-05-10,P03,L06,13358,12137,214,80,395.96,47.45,956.93,0.2838,0.9086,0.9827,0.2534,0.07884
2026-05-11,P01,L01,39644,36956,869,345,1286.02,94.52,3379.52,0.9219,0.9322,0.977,0.8396,0.09145
2026-05-11,P01,L02,56527,51508,1669,764,1226.69,143.31,6875.17,0.8793,0.9112,0.9686,0.7761,0.13348
2026-05-11,P02,L03,35598,33156,1241,412,1252.28,92.95,3520.61,0.8977,0.9314,0.9639,0.8059,0.10618
2026-05-11,P02,L04,21915,20952,649,218,1245.94,107.85,3294.68,0.8931,0.9561,0.97,0.8282,0.15725
2026-05-11,P03,L05,31134,29135,935,320,1241.55,125.37,3294.68,0.89,0.9358,0.9689,0.807,0.11308
2026-05-11,P03,L06,60565,56546,2007,803,1189.5,198.24,6143.71,0.8527,0.9336,0.9657,0.7688,0.10865
2026-05-12,P01,L01,45697,41144,1160,289,1335.26,19.61,5317.38,0.9572,0.9004,0.9726,0.8382,0.12924
2026-05-12,P01,L02,56324,53963,1833,496,1202.42,133.99,5545.64,0.862,0.9581,0.9671,0.7987,0.10277
2026-05-12,P02,L03,36632,34304,1080,226,1269.33,93.01,4259.72,0.9099,0.9364,0.9695,0.8261,0.12418
2026-05-12,P02,L04,20729,18929,542,174,1332.36,22.99,2232.07,0.9551,0.9132,0.9722,0.8479,0.11792
2026-05-12,P03,L05,38654,36842,1325,546,1129.87,237.61,5680.82,0.8099,0.9531,0.9653,0.7452,0.15419
2026-05-12,P03,L06,51687,45030,1196,434,1266.44,69.22,3856.29,0.9078,0.8712,0.9741,0.7705,0.08564
2026-05-13,P01,L01,36032,32275,1358,525,1185.98,157.97,3104.16,0.8502,0.8957,0.9596,0.7308,0.09618
2026-05-13,P01,L02,67407,61747,1074,353,1260.04,92.17,6380.06,0.9033,0.916,0.9829,0.8133,0.10333
2026-05-13,P02,L03,43214,38474,1336,453,1241.21,127.18,6500.35,0.8898,0.8903,0.9664,0.7656,0.16895
2026-05-13,P02,L04,24089,21623,874,413,1239.91,119.8,2704.82,0.8888,0.8976,0.9612,0.7668,0.12509
2026-05-13,P03,L05,31552,28954,879,322,1210.71,157.33,2827.21,0.8679,0.9177,0.9705,0.773,0.09764
2026-05-13,P03,L06,50568,44271,1237,531,1293.53,59.84,4304.19,0.9273,0.8755,0.9728,0.7897,0.09722
2026-05-14,P01,L01,38885,36108,1492,634,1146.63,206.98,4170.96,0.822,0.9286,0.9603,0.733,0.11551
2026-05-14,P01,L02,53631,47747,1830,518,1196.68,165.38,6192.62,0.8578,0.8903,0.9631,0.7355,0.1297
2026-05-14,P02,L03,29454,26147,946,291,1207.1,170.81,2609.74,0.8653,0.8877,0.9651,0.7413,0.09981
2026-05-14,P02,L04,22045,19958,803,322,1229.51,123.17,2778.94,0.8814,0.9053,0.9613,0.7671,0.13924
2026-05-14,P03,L05,33073,30664,1086,457,1270.1,50.95,3142.08,0.9105,0.9272,0.9658,0.8153,0.10247
2026-05-14,P03,L06,68145,64714,1739,740,1194.9,146.15,7866.4,0.8566,0.9497,0.9738,0.7921,0.12156
2026-05-15,P01,L01,43602,41477,1628,449,1263.02,93.29,4796.11,0.9054,0.9513,0.9622,0.8287,0.11563
2026-05-15,P01,L02,52767,46997,2048,564,1183.89,166.01,5783.86,0.8487,0.8907,0.9582,0.7243,0.12307
2026-05-15,P02,L03,31486,29918,960,463,1261.32,96.82,3755.1,0.9042,0.9502,0.9689,0.8324,0.12551
2026-05-15,P02,L04,27151,24827,852,386,1189.49,184.36,3922.83,0.8527,0.9144,0.9668,0.7538,0.15801
2026-05-15,P03,L05,32869,30051,628,140,1293.45,67.04,3984.51,0.9272,0.9143,0.9795,0.8304,0.13259
2026-05-15,P03,L06,53760,49587,2152,652,1144.28,197.16,6161.49,0.8203,0.9224,0.9584,0.7251,0.12426
2026-05-16,P01,L01,11653,10735,385,207,430.76,34.24,1067.28,0.3088,0.9212,0.9654,0.2746,0.09942
2026-05-16,P01,L02,34826,31076,1021,407,1288.54,79.35,3954.22,0.9237,0.8923,0.9682,0.798,0.12724
2026-05-16,P02,L03,28106,25998,609,225,1281.07,93.5,3931.0,0.9183,0.925,0.9771,0.83,0.1512
2026-05-16,P02,L04,7575,7082,42,19,372.87,74.4,778.72,0.2673,0.9349,0.9941,0.2484,0.10996
2026-05-16,P03,L05,21881,18834,377,113,1214.22,139.4,1622.12,0.8704,0.8607,0.9804,0.7345,0.08613
2026-05-16,P03,L06,18773,18800,0,0,448.02,0.0,1601.83,0.3212,1.0014,1.0,0.3216,0.0852
2026-05-17,P01,L01,13679,11625,288,110,444.23,16.37,1661.94,0.3184,0.8498,0.9758,0.2641,0.14296
2026-05-17,P01,L02,18168,18125,648,136,437.59,27.41,2713.35,0.3137,0.9976,0.9655,0.3021,0.1497
2026-05-17,P02,L03,9854,9159,351,121,392.8,66.89,847.97,0.2816,0.9295,0.9631,0.2521,0.09258
2026-05-17,P02,L04,9980,9002,248,68,835.43,55.65,1104.34,0.5989,0.902,0.9732,0.5257,0.12268
2026-05-17,P03,L05,13212,12005,166,73,883.22,18.62,1192.14,0.6331,0.9086,0.9864,0.5674,0.0993
2026-05-18,P01,L01,46442,42081,1520,481,1262.76,75.48,5173.32,0.9052,0.9061,0.9651,0.7916,0.12294
2026-05-18,P01,L02,55687,49238,1058,402,1191.3,152.37,6386.51,0.854,0.8842,0.979,0.7392,0.12971
2026-05-18,P02,L03,39069,35882,875,379,1216.91,163.4,2759.43,0.8723,0.9184,0.9762,0.7821,0.0769
2026-05-18,P02,L04,28009,25942,915,226,1198.04,139.07,3357.1,0.8588,0.9262,0.9659,0.7683,0.12941
2026-05-18,P03,L05,30715,26967,1184,478,1192.37,162.68,3827.54,0.8547,0.878,0.9579,0.7189,0.14193
2026-05-18,P03,L06,65913,58720,1350,396,1307.57,50.69,6001.86,0.9373,0.8909,0.9775,0.8163,0.10221
2026-05-19,P01,L01,40401,39534,1278,376,1206.36,119.99,4168.23,0.8648,0.9785,0.9687,0.8197,0.10543
2026-05-19,P01,L02,59656,55052,1611,767,1276.96,77.03,6832.6,0.9154,0.9228,0.9716,0.8207,0.12411
2026-05-19,P02,L03,34412,32470,737,334,1280.97,66.89,3673.51,0.9183,0.9436,0.9778,0.8472,0.11314
2026-05-19,P02,L04,24136,23149,873,286,1190.64,176.77,3109.07,0.8535,0.9591,0.9637,0.7889,0.13431
2026-05-19,P03,L05,28826,26173,1050,297,1224.66,128.33,3152.83,0.8779,0.908,0.9614,0.7664,0.12046
2026-05-19,P03,L06,48282,45317,1356,436,1203.47,144.53,5308.69,0.8627,0.9386,0.9709,0.7862,0.11715
2026-05-20,P01,L01,32820,28869,674,182,1256.18,99.05,3104.9,0.9005,0.8796,0.9772,0.774,0.10755
2026-05-20,P01,L02,64859,60074,2214,632,1197.98,147.32,8553.97,0.8588,0.9262,0.9645,0.7671,0.14239
2026-05-20,P02,L03,38810,33789,961,362,1286.89,92.82,3181.86,0.9225,0.8706,0.9723,0.7809,0.09417
2026-05-20,P02,L04,26646,24432,796,197,1251.19,123.49,2950.26,0.8969,0.9169,0.9684,0.7964,0.12075
2026-05-20,P03,L05,30884,29442,726,238,1199.44,135.11,2955.21,0.8598,0.9533,0.9759,0.7999,0.10037
2026-05-20,P03,L06,58865,57235,1829,624,1306.91,52.13,6546.29,0.9369,0.9723,0.969,0.8827,0.11438
2026-05-21,P01,L01,43283,41883,1012,252,1179.62,179.98,4057.71,0.8456,0.9677,0.9764,0.7989,0.09688
2026-05-21,P01,L02,50180,48186,1448,513,1209.92,148.73,5722.84,0.8673,0.9603,0.9708,0.8086,0.11877
2026-05-21,P02,L03,35112,33336,1117,488,1234.65,126.46,4268.22,0.8851,0.9494,0.9676,0.813,0.12804
2026-05-21,P02,L04,27057,26382,430,173,1173.7,170.46,2641.86,0.8414,0.9751,0.984,0.8072,0.10014
2026-05-21,P03,L05,27941,25723,718,307,1335.95,45.87,3033.65,0.9577,0.9206,0.9728,0.8577,0.11794
2026-05-21,P03,L06,54655,50594,1998,1021,1209.28,153.34,4968.63,0.8669,0.9257,0.962,0.772,0.09821
2026-05-22,P01,L01,44525,42329,1245,567,1276.28,75.12,5044.28,0.9149,0.9507,0.9714,0.8449,0.11917
2026-05-22,P01,L02,61741,58551,1701,646,1211.8,119.24,7915.71,0.8687,0.9483,0.9718,0.8005,0.13519
2026-05-22,P02,L03,45215,41542,1792,776,1194.77,147.18,5968.28,0.8565,0.9188,0.9586,0.7543,0.14367
2026-05-22,P02,L04,30131,28538,918,370,1215.58,155.18,3770.48,0.8714,0.9471,0.9688,0.7996,0.13212
2026-05-22,P03,L05,33387,31201,860,258,1248.13,118.22,3559.69,0.8947,0.9345,0.9732,0.8137,0.11409
2026-05-22,P03,L06,62684,57874,2143,547,1207.4,148.68,6164.75,0.8655,0.9233,0.9643,0.7706,0.10652
2026-05-23,P01,L01,7130,5968,230,102,457.01,0.0,620.53,0.3276,0.837,0.9629,0.264,0.10398
2026-05-23,P01,L02,54041,50419,1717,851,1292.39,64.85,7067.29,0.9264,0.933,0.9671,0.8359,0.14017
2026-05-23,P02,L03,9626,8019,296,68,453.34,0.0,720.72,0.325,0.8331,0.9644,0.2611,0.08988
2026-05-23,P02,L04,9083,8019,261,98,790.46,103.61,1121.88,0.5666,0.8829,0.9685,0.4845,0.1399
2026-05-23,P03,L05,8626,8466,234,69,439.69,19.6,832.08,0.3152,0.9815,0.9731,0.301,0.09828
2026-05-23,P03,L06,33676,28793,1032,352,858.79,42.81,3149.68,0.6156,0.855,0.9654,0.5081,0.10939
2026-05-24,P01,L01,20882,19692,754,292,867.85,43.72,2410.58,0.6221,0.943,0.9631,0.565,0.12241
2026-05-24,P01,L02,33274,29243,862,343,860.1,33.25,4505.17,0.6166,0.8789,0.9714,0.5263,0.15406
2026-05-24,P02,L03,19083,16579,522,222,758.16,126.12,1965.77,0.5435,0.8688,0.9695,0.4578,0.11857
2026-05-24,P02,L04,14297,13157,605,288,838.3,80.61,2240.37,0.6009,0.9203,0.956,0.5287,0.17028
2026-05-24,P03,L06,11327,10627,477,154,445.39,13.72,1812.59,0.3193,0.9382,0.957,0.2867,0.17056
2026-05-25,P01,L01,41042,36406,1227,521,1200.13,169.11,3926.61,0.8603,0.887,0.9674,0.7382,0.10786
2026-05-25,P01,L02,56345,53298,1502,649,1130.91,191.5,7233.25,0.8107,0.9459,0.9726,0.7458,0.13571
2026-05-25,P02,L03,45594,41930,1074,451,1303.36,64.48,5118.16,0.9343,0.9196,0.975,0.8378,0.12206
2026-05-25,P02,L04,26142,25214,1079,373,1224.76,115.85,3052.28,0.878,0.9645,0.959,0.812,0.12105
2026-05-25,P03,L05,31986,30061,978,263,1248.03,102.06,3431.49,0.8946,0.9398,0.9685,0.8143,0.11415
2026-05-25,P03,L06,51761,47615,2069,655,1257.74,90.37,6690.45,0.9016,0.9199,0.9584,0.7948,0.14051
2026-05-26,P01,L01,37460,34258,843,323,1228.0,148.01,4288.64,0.8803,0.9145,0.976,0.7857,0.12519
2026-05-26,P01,L02,49133,46220,1028,306,1304.75,67.09,5612.25,0.9353,0.9407,0.9782,0.8607,0.12142
2026-05-26,P02,L03,36099,33386,994,361,1167.56,177.14,4197.98,0.837,0.9248,0.9711,0.7517,0.12574
2026-05-26,P02,L04,26499,24367,917,283,1188.91,154.18,3007.3,0.8523,0.9195,0.9637,0.7553,0.12342
2026-05-26,P03,L05,29316,25889,1164,508,1278.1,101.7,4061.36,0.9162,0.8831,0.957,0.7743,0.15688
2026-05-26,P03,L06,66431,60108,2749,860,1272.44,81.88,10026.88,0.9121,0.9048,0.9563,0.7892,0.16681
2026-05-27,P01,L01,41603,38801,1311,623,1196.32,162.69,5015.68,0.8576,0.9326,0.9673,0.7737,0.12927
2026-05-27,P01,L02,60858,56464,2376,946,1258.69,111.4,8430.11,0.9023,0.9278,0.9596,0.8033,0.1493
2026-05-27,P02,L03,36849,33491,723,254,1215.71,131.59,3228.51,0.8715,0.9089,0.9789,0.7753,0.0964
2026-05-27,P02,L04,30890,29090,1245,466,1224.82,137.23,3533.06,0.878,0.9417,0.959,0.7929,0.12145
2026-05-27,P03,L05,35014,31916,1120,456,1292.42,75.34,4920.56,0.9265,0.9115,0.9661,0.8159,0.15417
2026-05-27,P03,L06,58670,52656,1006,327,1280.61,62.2,4042.04,0.918,0.8975,0.9813,0.8085,0.07676
2026-05-28,P01,L01,49817,49422,1576,515,1284.94,61.11,7739.84,0.9211,0.9921,0.9691,0.8856,0.15661
2026-05-28,P01,L02,68846,60879,2682,877,1219.18,142.83,7131.38,0.874,0.8843,0.9578,0.7402,0.11714
2026-05-28,P02,L03,41420,35983,1292,507,1266.78,78.67,3785.9,0.9081,0.8687,0.9653,0.7615,0.10521
2026-05-28,P02,L04,23026,21136,713,288,1241.15,133.78,1994.17,0.8897,0.9179,0.9674,0.79,0.09435
2026-05-28,P03,L05,28965,28448,721,230,1216.26,119.41,2814.52,0.8719,0.9822,0.9753,0.8351,0.09894
2026-05-28,P03,L06,59299,54434,1474,653,1214.47,104.22,5282.36,0.8706,0.918,0.9736,0.7781,0.09704
2026-05-29,P01,L01,39203,38590,609,140,1343.65,16.52,4662.15,0.9632,0.9844,0.9845,0.9334,0.12081
2026-05-29,P01,L02,49998,46714,1432,564,1207.42,136.99,6799.38,0.8655,0.9343,0.9703,0.7846,0.14555
2026-05-29,P02,L03,41844,36702,782,352,1294.56,57.44,4598.2,0.928,0.8771,0.9791,0.797,0.12528
2026-05-29,P02,L04,22775,21640,529,208,1263.48,57.1,2059.49,0.9057,0.9502,0.9761,0.84,0.09517
2026-05-29,P03,L05,39527,37266,1136,450,1242.46,104.22,3737.19,0.8907,0.9428,0.9704,0.8149,0.10028
2026-05-29,P03,L06,54900,52293,1489,391,1309.99,75.83,7630.36,0.9391,0.9525,0.9723,0.8697,0.14592
2026-05-30,P01,L02,15403,12657,646,156,433.08,31.92,2146.02,0.3105,0.8217,0.9514,0.2427,0.16955
2026-05-30,P02,L03,23900,21631,627,221,1289.75,94.93,2300.07,0.9246,0.9051,0.9718,0.8132,0.10633
2026-05-30,P02,L04,15370,13999,373,102,845.14,60.58,1492.15,0.6058,0.9108,0.974,0.5375,0.10659
2026-05-30,P03,L05,11796,9965,542,240,802.75,91.23,1914.36,0.5754,0.8448,0.9484,0.4611,0.19211
2026-05-30,P03,L06,28198,27022,848,231,799.46,105.24,3127.87,0.5731,0.9583,0.9696,0.5325,0.11575
2026-05-31,P01,L01,24999,22719,1007,392,854.18,45.03,2992.77,0.6123,0.9088,0.9576,0.5329,0.13173
2026-05-31,P01,L02,28749,25005,998,413,800.15,121.82,2864.77,0.5736,0.8698,0.9616,0.4797,0.11457
2026-05-31,P02,L03,10116,10268,214,55,447.41,17.59,1527.23,0.3207,1.015,0.9796,0.3189,0.14874
2026-05-31,P02,L04,6972,5783,242,77,401.76,52.75,810.66,0.288,0.8295,0.9598,0.2293,0.14018
2026-05-31,P03,L05,7572,7341,146,62,436.96,7.83,1169.11,0.3132,0.9695,0.9805,0.2978,0.15926
2026-05-31,P03,L06,27839,27456,860,184,859.49,54.46,3374.14,0.6161,0.9862,0.9696,0.5892,0.12289
2026-06-01,P01,L01,44644,40436,1133,521,1276.29,84.62,3738.95,0.9149,0.9057,0.9727,0.8061,0.09247
2026-06-01,P01,L02,63268,63190,1989,590,1227.62,160.29,6639.6,0.88,0.9988,0.9695,0.8521,0.10507
2026-06-01,P02,L03,37007,35420,927,343,1172.49,163.27,4700.06,0.8405,0.9571,0.9745,0.7839,0.1327
2026-06-01,P02,L04,23515,21335,712,281,1273.38,71.67,2624.3,0.9128,0.9073,0.9677,0.8014,0.123
2026-06-01,P03,L05,26294,24747,1213,491,1267.62,74.42,4125.37,0.9087,0.9412,0.9533,0.8153,0.1667
2026-06-01,P03,L06,76240,65659,4377,1587,1218.86,151.3,11052.35,0.8737,0.8612,0.9375,0.7054,0.16833
2026-06-02,P01,L01,50931,47331,1311,452,1144.65,199.27,6382.94,0.8205,0.9293,0.973,0.742,0.13486
2026-06-02,P01,L02,53849,50742,2450,1123,1264.92,118.67,8374.53,0.9068,0.9423,0.9539,0.8151,0.16504
2026-06-02,P02,L03,37583,35227,1087,347,1270.99,77.18,4634.78,0.9111,0.9373,0.9701,0.8284,0.13157
2026-06-02,P02,L04,22888,20991,710,370,1236.18,135.22,2666.56,0.8862,0.9171,0.9673,0.7861,0.12703
2026-06-02,P03,L05,34412,32543,1476,688,1199.03,133.52,3676.92,0.8595,0.9457,0.9566,0.7776,0.11299
2026-06-02,P03,L06,56286,50811,1615,460,1333.77,50.39,7101.23,0.9561,0.9027,0.9692,0.8365,0.13976
2026-06-03,P01,L01,44900,40126,1127,517,1110.67,235.33,5629.44,0.7962,0.8937,0.9727,0.6921,0.14029
2026-06-03,P01,L02,58802,52490,1924,770,1139.14,169.17,7340.0,0.8166,0.8927,0.9646,0.7032,0.13984
2026-06-03,P02,L03,33093,28389,396,90,1236.25,118.48,2596.79,0.8862,0.8579,0.9862,0.7498,0.09147
2026-06-03,P02,L04,27661,26000,952,266,1220.66,125.66,4070.3,0.875,0.94,0.9647,0.7934,0.15655
2026-06-03,P03,L05,39801,36224,1674,804,1109.49,252.67,6183.82,0.7953,0.9101,0.9558,0.6919,0.17071
2026-06-03,P03,L06,66992,63999,1745,562,1255.52,121.76,6313.83,0.9,0.9553,0.9735,0.837,0.09866
2026-06-04,P01,L01,39146,35692,868,387,1263.96,100.03,4758.35,0.9061,0.9118,0.9763,0.8065,0.13332
2026-06-04,P01,L02,65105,56777,1580,647,1098.95,258.28,5954.61,0.7878,0.8721,0.9729,0.6684,0.10488
2026-06-04,P02,L03,39946,38649,1020,337,1198.33,127.05,4945.0,0.859,0.9675,0.9743,0.8098,0.12795
2026-06-04,P02,L04,21621,20751,666,314,1268.64,101.35,3513.41,0.9094,0.9598,0.9689,0.8457,0.16931
2026-06-04,P03,L05,29449,26272,713,317,1272.53,83.6,2669.92,0.9122,0.8921,0.9736,0.7923,0.10163
2026-06-04,P03,L06,61642,58925,960,400,1267.38,90.4,4910.66,0.9085,0.9559,0.984,0.8545,0.08334
2026-06-05,P01,L01,43840,40908,1116,541,1295.53,62.28,4290.86,0.9287,0.9331,0.9734,0.8436,0.10489
2026-06-05,P01,L02,64280,59157,2745,1195,1260.58,108.84,9346.03,0.9036,0.9203,0.9557,0.7947,0.15799
2026-06-05,P02,L03,42159,42059,971,310,1276.7,77.53,4559.23,0.9152,0.9976,0.9774,0.8924,0.1084
2026-06-05,P02,L04,21508,19830,1053,490,1251.93,84.2,2874.4,0.8974,0.922,0.9496,0.7857,0.14495
2026-06-05,P03,L05,32374,29947,788,369,1276.29,80.43,3739.96,0.9149,0.925,0.9744,0.8246,0.12489
2026-06-05,P03,L06,63393,60300,2480,1101,1255.11,114.09,6850.7,0.8997,0.9512,0.9605,0.822,0.11361
2026-06-06,P01,L01,36271,34029,816,216,1272.06,97.32,3291.58,0.9119,0.9382,0.9766,0.8355,0.09673
2026-06-06,P01,L02,41820,39306,1591,513,1275.87,89.66,6416.34,0.9146,0.9399,0.9611,0.8262,0.16324
2026-06-06,P02,L03,18421,16769,663,327,849.85,59.25,2229.49,0.6092,0.9103,0.962,0.5335,0.13295
2026-06-06,P02,L04,21267,20415,487,210,1331.51,38.09,2181.41,0.9545,0.9599,0.9767,0.8949,0.10685
2026-06-06,P03,L05,8114,7659,198,80,446.43,0.0,746.53,0.32,0.9439,0.9748,0.2945,0.09747
2026-06-06,P03,L06,47405,44306,1577,533,1200.84,149.31,4313.48,0.8608,0.9346,0.9656,0.7769,0.09736
2026-06-07,P01,L01,7569,7217,230,60,418.05,23.32,1139.68,0.2997,0.9535,0.9691,0.2769,0.15792
2026-06-07,P01,L02,28581,26869,566,145,843.28,67.24,2138.42,0.6045,0.9401,0.9794,0.5566,0.07959
2026-06-07,P02,L03,9102,8784,172,49,408.76,42.86,593.15,0.293,0.9651,0.9808,0.2773,0.06753
2026-06-07,P02,L04,16794,15224,630,318,819.12,60.1,1632.37,0.5872,0.9065,0.9603,0.5111,0.10722
2026-06-07,P03,L05,9213,8554,330,176,443.63,21.37,1200.31,0.318,0.9285,0.9629,0.2843,0.14032
2026-06-07,P03,L06,36922,34937,871,369,806.95,91.69,3902.9,0.5785,0.9462,0.9757,0.534,0.11171
2026-06-08,P01,L01,45681,44014,1456,563,1216.57,127.62,4220.71,0.8721,0.9635,0.968,0.8134,0.09589
2026-06-08,P01,L02,66003,59290,2418,950,1208.68,161.42,5490.22,0.8664,0.8983,0.9608,0.7478,0.0926
2026-06-08,P02,L03,36151,32984,562,164,1249.53,93.51,3519.45,0.8957,0.9124,0.9832,0.8036,0.1067
2026-06-08,P02,L04,27803,24931,901,341,1275.18,104.4,3504.27,0.9141,0.8967,0.9651,0.7911,0.14056
2026-06-08,P03,L05,35021,31078,1308,673,1172.3,162.85,3056.3,0.8404,0.8874,0.9596,0.7156,0.09834
2026-06-08,P03,L06,73543,70904,1431,334,1192.57,168.41,8371.29,0.8549,0.9641,0.9802,0.8079,0.11807
2026-06-09,P01,L01,46754,44613,1235,392,1233.86,102.56,5721.61,0.8845,0.9542,0.9731,0.8213,0.12825
2026-06-09,P01,L02,69797,63817,2535,934,1232.99,120.74,7280.28,0.8839,0.9143,0.9618,0.7773,0.11408
2026-06-09,P02,L03,43795,40630,1026,363,1252.67,113.47,4405.77,0.898,0.9277,0.9754,0.8126,0.10844
2026-06-09,P02,L04,28355,25529,718,300,1211.08,122.69,3148.5,0.8682,0.9003,0.9726,0.7603,0.12333
2026-06-09,P03,L05,28359,25677,1131,465,1211.93,139.57,3416.66,0.8688,0.9054,0.9578,0.7534,0.13306
2026-06-09,P03,L06,63544,58147,2103,803,1252.45,104.49,7036.77,0.8978,0.9151,0.9651,0.7929,0.12102
2026-06-10,P01,L01,42656,37793,1501,653,1195.39,176.73,4368.86,0.8569,0.886,0.9618,0.7302,0.1156
2026-06-10,P01,L02,55849,54828,1969,692,1216.57,141.38,6726.9,0.8721,0.9817,0.9653,0.8265,0.12269
2026-06-10,P02,L03,35848,34007,1187,433,1228.51,120.12,4605.81,0.8807,0.9486,0.9663,0.8073,0.13544
2026-06-10,P02,L04,19406,17450,703,288,1238.74,123.25,2832.42,0.888,0.8992,0.9613,0.7676,0.16232
2026-06-10,P03,L05,30830,28161,928,333,1272.61,80.43,3851.77,0.9123,0.9134,0.9681,0.8067,0.13678
2026-06-10,P03,L06,67205,59675,2409,715,1211.12,140.94,9325.02,0.8682,0.888,0.9612,0.741,0.15626
2026-06-11,P01,L01,41151,37663,1443,519,1134.12,205.81,4911.77,0.813,0.9152,0.9631,0.7166,0.13041
2026-06-11,P01,L02,72658,67943,2134,999,1236.93,139.26,8853.8,0.8867,0.9351,0.9695,0.8039,0.13031
2026-06-11,P02,L03,42948,38907,1276,466,1212.38,161.33,5342.59,0.8691,0.9059,0.9682,0.7623,0.13732
2026-06-11,P02,L04,22514,20844,794,366,1267.99,88.41,2601.37,0.909,0.9258,0.9633,0.8107,0.1248
2026-06-11,P03,L05,35555,30918,880,350,1226.82,110.47,4275.19,0.8794,0.8696,0.9723,0.7436,0.13828
2026-06-11,P03,L06,65934,60116,1070,361,1225.1,144.01,6958.58,0.8782,0.9118,0.9825,0.7867,0.11575
2026-06-12,P01,L01,42590,37908,1524,406,1170.72,181.78,4319.64,0.8392,0.8901,0.9614,0.7181,0.11395
2026-06-12,P01,L02,66582,63814,2332,685,1272.45,84.83,9274.25,0.9122,0.9584,0.9647,0.8434,0.14533
2026-06-12,P02,L03,40604,35183,1490,437,1232.96,142.07,5085.3,0.8838,0.8665,0.9594,0.7347,0.14454
