shift_record_id,production_date,plant_id,line_id,shift_id,planned_output,good_output,scrap_quantity,rework_quantity,runtime_minutes,downtime_minutes,labor_hours,energy_kwh,oee_estimate,supervisor_id,source_system
SHIFT-20260610-L03-B_Evening,2026-06-10,P02,L03,B_Evening,14770,13921,510,184,405.22,57.32,45.71,1720.82,0.8214,SUPV-018,MES_SHIFT
SHIFT-20260610-L03-C_Night,2026-06-10,P02,L03,C_Night,10806,10634,402,111,392.71,62.79,38.13,1493.04,0.8311,SUPV-005,MES_SHIFT
SHIFT-20260610-L04-A_Day,2026-06-10,P02,L04,A_Day,7704,6689,199,106,396.16,45.0,41.38,1136.52,0.7397,SUPV-005,MES_SHIFT
SHIFT-20260610-L04-B_Evening,2026-06-10,P02,L04,B_Evening,5708,4947,98,22,422.64,42.36,40.65,540.23,0.7877,SUPV-013,MES_SHIFT
SHIFT-20260610-L04-C_Night,2026-06-10,P02,L04,C_Night,5994,5814,406,160,419.93,35.9,42.83,1155.67,0.876,SUPV-007,MES_SHIFT
SHIFT-20260610-L05-A_Day,2026-06-10,P03,L05,A_Day,10717,10164,266,65,449.32,3.04,43.19,1239.85,0.9164,SUPV-017,MES_SHIFT
SHIFT-20260610-L05-B_Evening,2026-06-10,P03,L05,B_Evening,10682,9482,289,74,400.15,45.07,47.81,1680.4,0.7639,SUPV-016,MES_SHIFT
SHIFT-20260610-L05-C_Night,2026-06-10,P03,L05,C_Night,9431,8515,373,194,423.14,32.32,45.54,931.51,0.8216,SUPV-003,MES_SHIFT
SHIFT-20260610-L06-A_Day,2026-06-10,P03,L06,A_Day,21127,20758,571,152,400.6,47.32,41.76,3153.96,0.8465,SUPV-007,MES_SHIFT
SHIFT-20260610-L06-B_Evening,2026-06-10,P03,L06,B_Evening,18635,16276,593,156,426.2,26.64,47.61,2996.15,0.8005,SUPV-003,MES_SHIFT
SHIFT-20260610-L06-C_Night,2026-06-10,P03,L06,C_Night,27443,22641,1245,407,384.31,66.98,44.84,3174.91,0.6819,SUPV-013,MES_SHIFT
SHIFT-20260611-L01-A_Day,2026-06-11,P01,L01,A_Day,12136,11520,490,113,396.36,51.77,38.28,1046.4,0.8091,SUPV-009,MES_SHIFT
SHIFT-20260611-L01-B_Evening,2026-06-11,P01,L01,B_Evening,14882,13895,340,184,374.4,76.42,40.27,1902.98,0.7518,SUPV-016,MES_SHIFT
SHIFT-20260611-L01-C_Night,2026-06-11,P01,L01,C_Night,14133,12248,613,222,363.35,77.62,42.76,1962.4,0.6772,SUPV-006,MES_SHIFT
SHIFT-20260611-L02-A_Day,2026-06-11,P01,L02,A_Day,26913,24320,442,161,426.97,25.59,39.05,2514.77,0.8298,SUPV-003,MES_SHIFT
SHIFT-20260611-L02-B_Evening,2026-06-11,P01,L02,B_Evening,25888,25260,891,430,380.7,81.11,44.98,4091.63,0.7988,SUPV-018,MES_SHIFT
SHIFT-20260611-L02-C_Night,2026-06-11,P01,L02,C_Night,19857,18363,801,408,429.26,32.57,41.45,2247.4,0.8537,SUPV-015,MES_SHIFT
SHIFT-20260611-L03-A_Day,2026-06-11,P02,L03,A_Day,14805,13253,323,165,387.06,77.0,47.05,2119.49,0.7451,SUPV-014,MES_SHIFT
SHIFT-20260611-L03-B_Evening,2026-06-11,P02,L03,B_Evening,15722,14916,576,152,385.61,63.35,38.33,1895.78,0.7868,SUPV-008,MES_SHIFT
SHIFT-20260611-L03-C_Night,2026-06-11,P02,L03,C_Night,12421,10738,377,149,439.71,20.98,41.32,1327.33,0.8175,SUPV-012,MES_SHIFT
SHIFT-20260611-L04-A_Day,2026-06-11,P02,L04,A_Day,8991,8934,221,111,421.65,43.35,46.26,1044.25,0.901,SUPV-010,MES_SHIFT
SHIFT-20260611-L04-B_Evening,2026-06-11,P02,L04,B_Evening,5870,4817,242,106,427.12,35.7,38.05,604.74,0.7538,SUPV-002,MES_SHIFT
SHIFT-20260611-L04-C_Night,2026-06-11,P02,L04,C_Night,7653,7093,331,149,419.22,9.36,47.4,952.38,0.8356,SUPV-012,MES_SHIFT
SHIFT-20260611-L05-A_Day,2026-06-11,P03,L05,A_Day,11424,9703,300,95,399.05,40.47,45.03,1894.18,0.7289,SUPV-013,MES_SHIFT
SHIFT-20260611-L05-B_Evening,2026-06-11,P03,L05,B_Evening,11440,10775,84,34,441.41,23.59,41.26,1132.92,0.8941,SUPV-002,MES_SHIFT
SHIFT-20260611-L05-C_Night,2026-06-11,P03,L05,C_Night,12691,10440,496,221,386.36,46.41,44.11,1248.09,0.6835,SUPV-007,MES_SHIFT
SHIFT-20260611-L06-A_Day,2026-06-11,P03,L06,A_Day,22172,21234,331,85,399.94,43.48,47.39,2422.32,0.8237,SUPV-017,MES_SHIFT
SHIFT-20260611-L06-B_Evening,2026-06-11,P03,L06,B_Evening,18964,17151,284,114,397.46,63.23,39.38,1765.02,0.773,SUPV-013,MES_SHIFT
SHIFT-20260611-L06-C_Night,2026-06-11,P03,L06,C_Night,24798,21731,455,162,427.7,37.3,43.74,2771.24,0.806,SUPV-018,MES_SHIFT
SHIFT-20260612-L01-A_Day,2026-06-12,P01,L01,A_Day,13724,12145,412,97,399.8,56.35,43.04,1463.5,0.7609,SUPV-003,MES_SHIFT
SHIFT-20260612-L01-B_Evening,2026-06-12,P01,L01,B_Evening,13596,11344,465,160,371.2,66.33,39.29,1487.32,0.6661,SUPV-010,MES_SHIFT
SHIFT-20260612-L01-C_Night,2026-06-12,P01,L01,C_Night,15270,14419,647,149,399.72,59.1,44.11,1368.82,0.8117,SUPV-018,MES_SHIFT
SHIFT-20260612-L02-A_Day,2026-06-12,P01,L02,A_Day,22667,21844,941,272,426.97,33.35,46.97,3881.7,0.8849,SUPV-018,MES_SHIFT
SHIFT-20260612-L02-B_Evening,2026-06-12,P01,L02,B_Evening,24707,23766,752,203,410.73,51.48,41.79,3294.24,0.8497,SUPV-003,MES_SHIFT
SHIFT-20260612-L02-C_Night,2026-06-12,P01,L02,C_Night,19208,18204,639,210,434.75,0,44.69,2098.31,0.8861,SUPV-011,MES_SHIFT
SHIFT-20260612-L03-A_Day,2026-06-12,P02,L03,A_Day,13444,11315,533,111,436.73,28.23,41.77,1610.5,0.7905,SUPV-017,MES_SHIFT
SHIFT-20260612-L03-B_Evening,2026-06-12,P02,L03,B_Evening,15347,13457,531,159,404.47,40.6,42.48,1936.31,0.7627,SUPV-013,MES_SHIFT
SHIFT-20260612-L03-C_Night,2026-06-12,P02,L03,C_Night,11813,10411,426,167,391.76,73.24,44.61,1538.49,0.7425,SUPV-014,MES_SHIFT
SHIFT-20260612-L04-A_Day,2026-06-12,P02,L04,A_Day,10126,8875,287,131,403.59,47.83,46.78,1108.13,0.7607,SUPV-008,MES_SHIFT
SHIFT-20260612-L04-B_Evening,2026-06-12,P02,L04,B_Evening,11548,11418,535,219,383.93,68.6,46.07,1374.46,0.8164,SUPV-015,MES_SHIFT
SHIFT-20260612-L04-C_Night,2026-06-12,P02,L04,C_Night,9455,8067,405,138,379.01,51.3,47.35,952.77,0.6954,SUPV-004,MES_SHIFT
SHIFT-20260612-L05-A_Day,2026-06-12,P03,L05,A_Day,9384,8739,455,125,397.69,46.89,41.93,1213.03,0.7965,SUPV-003,MES_SHIFT
SHIFT-20260612-L05-B_Evening,2026-06-12,P03,L05,B_Evening,10870,9847,387,194,460.13,0,42.33,1472.7,0.8964,SUPV-002,MES_SHIFT
SHIFT-20260612-L05-C_Night,2026-06-12,P03,L05,C_Night,13728,13489,646,315,408.18,42.09,47.49,1860.27,0.8625,SUPV-011,MES_SHIFT
SHIFT-20260612-L06-A_Day,2026-06-12,P03,L06,A_Day,21242,19473,218,69,373.98,75.24,42.15,1437.28,0.7373,SUPV-006,MES_SHIFT
SHIFT-20260612-L06-B_Evening,2026-06-12,P03,L06,B_Evening,20953,21231,196,94,386.1,67.99,38.45,1472.97,0.8413,SUPV-016,MES_SHIFT
SHIFT-20260612-L06-C_Night,2026-06-12,P03,L06,C_Night,20504,17775,256,56,418.3,35.79,42.8,1479.7,0.7798,SUPV-015,MES_SHIFT
SHIFT-20260613-L01-A_Day,2026-06-13,P01,L01,A_Day,11736,11592,429,156,405.55,56.17,39.51,1906.96,0.8614,SUPV-013,MES_SHIFT
SHIFT-20260613-L01-C_Night,2026-06-13,P01,L01,C_Night,10857,9336,257,57,417.67,18.8,42.19,1590.94,0.7724,SUPV-015,MES_SHIFT
SHIFT-20260613-L03-A_Day,2026-06-13,P02,L03,A_Day,10506,9759,47,22,410.0,46.28,38.64,932.02,0.819,SUPV-015,MES_SHIFT
SHIFT-20260613-L03-B_Evening,2026-06-13,P02,L03,B_Evening,12002,9996,443,192,424.92,35.73,39.0,1227.48,0.7611,SUPV-017,MES_SHIFT
SHIFT-20260613-L04-A_Day,2026-06-13,P02,L04,A_Day,6776,6335,247,51,405.52,39.29,46.57,1200.09,0.8153,SUPV-005,MES_SHIFT
SHIFT-20260613-L04-C_Night,2026-06-13,P02,L04,C_Night,6058,5140,409,138,427.62,30.95,47.54,1069.39,0.7803,SUPV-010,MES_SHIFT
SHIFT-20260613-L05-B_Evening,2026-06-13,P03,L05,B_Evening,6559,5682,310,79,419.12,30.08,45.63,825.41,0.7808,SUPV-003,MES_SHIFT
SHIFT-20260614-L01-A_Day,2026-06-14,P01,L01,A_Day,12330,11129,502,170,446.43,10.12,47.2,1037.0,0.8666,SUPV-018,MES_SHIFT
SHIFT-20260614-L01-B_Evening,2026-06-14,P01,L01,B_Evening,11896,10322,431,118,407.68,52.65,38.33,942.73,0.7607,SUPV-016,MES_SHIFT
SHIFT-20260614-L02-A_Day,2026-06-14,P01,L02,A_Day,19683,16894,827,393,389.0,50.78,39.34,1924.38,0.718,SUPV-018,MES_SHIFT
SHIFT-20260614-L04-B_Evening,2026-06-14,P02,L04,B_Evening,7570,7182,396,150,427.84,29.78,38.98,1096.1,0.8729,SUPV-002,MES_SHIFT
SHIFT-20260614-L05-A_Day,2026-06-14,P03,L05,A_Day,9926,9090,368,126,411.61,29.89,46.62,1305.18,0.8106,SUPV-001,MES_SHIFT
SHIFT-20260615-L01-A_Day,2026-06-15,P01,L01,A_Day,15612,14218,156,56,465,0,47.0,1472.85,0.9107,SUPV-002,MES_SHIFT
SHIFT-20260615-L01-B_Evening,2026-06-15,P01,L01,B_Evening,16177,14821,303,128,420.56,44.44,43.45,1403.27,0.8286,SUPV-008,MES_SHIFT
SHIFT-20260615-L01-C_Night,2026-06-15,P01,L01,C_Night,13217,11144,265,63,410.22,41.18,43.06,1440.0,0.7438,SUPV-006,MES_SHIFT
SHIFT-20260615-L02-A_Day,2026-06-15,P01,L02,A_Day,16379,15916,368,105,359.03,90.73,40.13,2024.04,0.7503,SUPV-016,MES_SHIFT
SHIFT-20260615-L02-B_Evening,2026-06-15,P01,L02,B_Evening,16432,14847,466,237,359.32,79.23,45.42,1793.76,0.6982,SUPV-003,MES_SHIFT
SHIFT-20260615-L02-C_Night,2026-06-15,P01,L02,C_Night,19034,18125,1008,453,390.98,57.09,46.97,2365.99,0.8007,SUPV-014,MES_SHIFT
SHIFT-20260615-L03-A_Day,2026-06-15,P02,L03,A_Day,14558,12908,757,368,386.47,65.57,44.41,1602.0,0.7369,SUPV-006,MES_SHIFT
SHIFT-20260615-L03-B_Evening,2026-06-15,P02,L03,B_Evening,13315,13184,312,86,429.38,29.2,42.76,1608.66,0.9143,SUPV-010,MES_SHIFT
SHIFT-20260615-L03-C_Night,2026-06-15,P02,L03,C_Night,13765,12873,895,338,423.61,15.75,43.55,1735.7,0.852,SUPV-003,MES_SHIFT
SHIFT-20260615-L04-A_Day,2026-06-15,P02,L04,A_Day,6335,5422,184,39,418.52,29.73,43.98,817.25,0.7703,SUPV-018,MES_SHIFT
SHIFT-20260615-L04-B_Evening,2026-06-15,P02,L04,B_Evening,6069,6176,130,36,391.13,73.72,44.21,975.96,0.856,SUPV-017,MES_SHIFT
SHIFT-20260615-L04-C_Night,2026-06-15,P02,L04,C_Night,8917,8746,341,155,425.41,29.12,47.89,1388.59,0.8973,SUPV-012,MES_SHIFT
SHIFT-20260615-L05-A_Day,2026-06-15,P03,L05,A_Day,11409,10744,223,59,441.52,23.48,41.43,1123.75,0.8942,SUPV-016,MES_SHIFT
SHIFT-20260615-L05-B_Evening,2026-06-15,P03,L05,B_Evening,12254,11797,343,133,406.42,56.73,44.05,1720.75,0.8414,SUPV-010,MES_SHIFT
SHIFT-20260615-L05-C_Night,2026-06-15,P03,L05,C_Night,13419,11681,379,109,416.07,22.17,39.7,1314.76,0.7789,SUPV-005,MES_SHIFT
SHIFT-20260615-L06-A_Day,2026-06-15,P03,L06,A_Day,21108,17921,442,99,435.22,19.77,46.57,2238.91,0.7946,SUPV-013,MES_SHIFT
SHIFT-20260615-L06-B_Evening,2026-06-15,P03,L06,B_Evening,18623,18785,62,23,432.65,3.6,45.54,2495.27,0.9385,SUPV-018,MES_SHIFT
SHIFT-20260615-L06-C_Night,2026-06-15,P03,L06,C_Night,17030,16249,271,144,400.87,47.86,40.52,2015.58,0.8226,SUPV-018,MES_SHIFT
SHIFT-20260616-L01-A_Day,2026-06-16,P01,L01,A_Day,15694,14482,370,192,456.92,0,41.33,1561.6,0.9067,SUPV-012,MES_SHIFT
SHIFT-20260616-L01-B_Evening,2026-06-16,P01,L01,B_Evening,17454,15370,446,225,404.9,55.3,45.76,2217.82,0.7668,SUPV-012,MES_SHIFT
SHIFT-20260616-L01-C_Night,2026-06-16,P01,L01,C_Night,19200,18645,428,102,411.36,40.02,39.41,2141.24,0.8591,SUPV-008,MES_SHIFT
SHIFT-20260616-L02-A_Day,2026-06-16,P01,L02,A_Day,25274,21631,995,422,365.32,66.39,45.08,2662.96,0.6724,SUPV-011,MES_SHIFT
SHIFT-20260616-L02-B_Evening,2026-06-16,P01,L02,B_Evening,21883,20473,487,238,407.36,39.21,44.61,2057.84,0.8196,SUPV-017,MES_SHIFT
SHIFT-20260616-L02-C_Night,2026-06-16,P01,L02,C_Night,17355,17183,394,164,407.89,32.86,47.66,2424.37,0.8685,SUPV-004,MES_SHIFT
SHIFT-20260616-L03-A_Day,2026-06-16,P02,L03,A_Day,16841,15869,564,145,385.94,56.7,42.45,2066.39,0.7821,SUPV-015,MES_SHIFT
SHIFT-20260616-L03-B_Evening,2026-06-16,P02,L03,B_Evening,16898,15088,496,226,300.84,145.29,46.57,1979.56,0.5777,SUPV-008,MES_SHIFT
SHIFT-20260616-L03-C_Night,2026-06-16,P02,L03,C_Night,16111,13618,591,171,388.74,61.95,43.79,1761.85,0.7066,SUPV-011,MES_SHIFT
SHIFT-20260616-L04-A_Day,2026-06-16,P02,L04,A_Day,8636,8213,324,141,438.41,20.59,38.99,1255.77,0.8966,SUPV-010,MES_SHIFT
SHIFT-20260616-L04-B_Evening,2026-06-16,P02,L04,B_Evening,10907,9929,542,244,416.5,44.28,41.5,1278.26,0.8154,SUPV-012,MES_SHIFT
SHIFT-20260616-L04-C_Night,2026-06-16,P02,L04,C_Night,8299,8001,515,125,449.76,0,47.72,1364.26,0.9325,SUPV-008,MES_SHIFT
SHIFT-20260616-L05-A_Day,2026-06-16,P03,L05,A_Day,9409,7869,357,146,438.03,20.02,43.0,984.54,0.7878,SUPV-007,MES_SHIFT
SHIFT-20260616-L05-B_Evening,2026-06-16,P03,L05,B_Evening,13415,12906,577,218,377.7,69.4,46.93,2293.74,0.7814,SUPV-012,MES_SHIFT
SHIFT-20260616-L05-C_Night,2026-06-16,P03,L05,C_Night,13405,11820,307,135,389.44,65.15,47.4,1176.51,0.7385,SUPV-016,MES_SHIFT
SHIFT-20260616-L06-A_Day,2026-06-16,P03,L06,A_Day,18220,16404,0,0,392.21,47.17,39.26,1784.52,0.7594,SUPV-018,MES_SHIFT
SHIFT-20260616-L06-B_Evening,2026-06-16,P03,L06,B_Evening,25772,25964,441,151,432.03,22.39,40.68,2623.2,0.936,SUPV-002,MES_SHIFT
SHIFT-20260616-L06-C_Night,2026-06-16,P03,L06,C_Night,27471,23500,471,137,360.41,78.64,41.02,2864.56,0.663,SUPV-001,MES_SHIFT
SHIFT-20260617-L01-A_Day,2026-06-17,P01,L01,A_Day,10907,9200,270,124,432.06,26.52,47.69,1101.48,0.7838,SUPV-017,MES_SHIFT
SHIFT-20260617-L01-B_Evening,2026-06-17,P01,L01,B_Evening,11349,11012,302,75,379.12,70.1,47.63,1188.61,0.7911,SUPV-015,MES_SHIFT
SHIFT-20260617-L01-C_Night,2026-06-17,P01,L01,C_Night,15921,14488,502,225,396.25,47.98,45.49,1560.71,0.7754,SUPV-001,MES_SHIFT
SHIFT-20260617-L02-A_Day,2026-06-17,P01,L02,A_Day,19197,19016,808,356,409.58,36.51,43.18,2718.06,0.8725,SUPV-014,MES_SHIFT
SHIFT-20260617-L02-B_Evening,2026-06-17,P01,L02,B_Evening,28418,26774,1432,555,386.33,69.56,39.82,2985.77,0.7827,SUPV-016,MES_SHIFT
SHIFT-20260617-L02-C_Night,2026-06-17,P01,L02,C_Night,18681,17123,977,436,398.69,46.19,38.6,1928.03,0.7859,SUPV-008,MES_SHIFT
SHIFT-20260617-L03-A_Day,2026-06-17,P02,L03,A_Day,11331,9772,30,11,414.55,50.13,44.29,1119.79,0.7688,SUPV-011,MES_SHIFT
SHIFT-20260617-L03-B_Evening,2026-06-17,P02,L03,B_Evening,11298,9285,402,129,374.51,90.49,39.32,1601.29,0.6619,SUPV-004,MES_SHIFT
SHIFT-20260617-L03-C_Night,2026-06-17,P02,L03,C_Night,13121,12904,525,133,422.2,34.96,46.27,1452.41,0.8929,SUPV-004,MES_SHIFT
SHIFT-20260617-L04-A_Day,2026-06-17,P02,L04,A_Day,8744,8116,121,27,371.81,67.53,46.77,687.58,0.7422,SUPV-008,MES_SHIFT
SHIFT-20260617-L04-B_Evening,2026-06-17,P02,L04,B_Evening,8011,7562,166,39,416.37,45.98,46.58,786.46,0.8452,SUPV-004,MES_SHIFT
SHIFT-20260617-L04-C_Night,2026-06-17,P02,L04,C_Night,9084,7921,117,55,446.08,0,45.18,668.92,0.8365,SUPV-011,MES_SHIFT
SHIFT-20260617-L05-A_Day,2026-06-17,P03,L05,A_Day,10485,9267,201,70,416.68,36.65,39.56,774.7,0.792,SUPV-002,MES_SHIFT
SHIFT-20260617-L05-B_Evening,2026-06-17,P03,L05,B_Evening,10995,10741,350,139,433.93,4.13,39.73,1513.81,0.9116,SUPV-009,MES_SHIFT
SHIFT-20260617-L05-C_Night,2026-06-17,P03,L05,C_Night,11937,10919,111,56,453.38,8.57,46.88,1281.59,0.8919,SUPV-017,MES_SHIFT
SHIFT-20260617-L06-A_Day,2026-06-17,P03,L06,A_Day,22611,23027,319,69,412.03,40.26,41.81,2066.41,0.9024,SUPV-006,MES_SHIFT
SHIFT-20260617-L06-B_Evening,2026-06-17,P03,L06,B_Evening,18368,17274,426,94,436.18,28.82,41.15,1554.11,0.8822,SUPV-007,MES_SHIFT
SHIFT-20260617-L06-C_Night,2026-06-17,P03,L06,C_Night,24286,21140,1030,323,446.22,0,39.63,3143.64,0.8353,SUPV-015,MES_SHIFT
SHIFT-20260618-L01-A_Day,2026-06-18,P01,L01,A_Day,13953,12152,416,103,423.16,34.96,38.21,1300.28,0.7926,SUPV-004,MES_SHIFT
SHIFT-20260618-L01-B_Evening,2026-06-18,P01,L01,B_Evening,12724,12894,327,85,414.9,43.24,38.08,1636.68,0.9042,SUPV-010,MES_SHIFT
SHIFT-20260618-L01-C_Night,2026-06-18,P01,L01,C_Night,14028,13717,631,168,412.28,36.57,42.79,1727.49,0.867,SUPV-009,MES_SHIFT
SHIFT-20260618-L02-A_Day,2026-06-18,P01,L02,A_Day,26870,26165,775,353,352.53,112.14,46.34,3637.9,0.7382,SUPV-015,MES_SHIFT
SHIFT-20260618-L02-B_Evening,2026-06-18,P01,L02,B_Evening,25869,23188,819,276,416.75,36.04,41.64,2302.93,0.8034,SUPV-012,MES_SHIFT
SHIFT-20260618-L02-C_Night,2026-06-18,P01,L02,C_Night,22527,20152,559,197,413.63,31.86,44.47,2177.28,0.7957,SUPV-011,MES_SHIFT
SHIFT-20260618-L03-A_Day,2026-06-18,P02,L03,A_Day,17717,17413,609,234,411.02,39.95,47.34,2631.95,0.8687,SUPV-007,MES_SHIFT
SHIFT-20260618-L03-B_Evening,2026-06-18,P02,L03,B_Evening,16998,16597,692,337,430.07,32.65,41.87,2167.63,0.9031,SUPV-004,MES_SHIFT
SHIFT-20260618-L03-C_Night,2026-06-18,P02,L03,C_Night,18397,15923,267,78,432.87,32.13,47.32,2152.5,0.8057,SUPV-017,MES_SHIFT
SHIFT-20260618-L04-A_Day,2026-06-18,P02,L04,A_Day,8431,8434,126,27,454.64,10.36,42.44,1070.91,0.9781,SUPV-008,MES_SHIFT
SHIFT-20260618-L04-B_Evening,2026-06-18,P02,L04,B_Evening,9564,8386,316,117,444.62,0,42.09,627.44,0.8384,SUPV-018,MES_SHIFT
SHIFT-20260618-L04-C_Night,2026-06-18,P02,L04,C_Night,11249,10433,432,236,411.62,37.11,46.57,964.36,0.821,SUPV-009,MES_SHIFT
SHIFT-20260618-L05-A_Day,2026-06-18,P03,L05,A_Day,10655,9101,352,95,382.47,73.55,39.65,1685.16,0.7026,SUPV-008,MES_SHIFT
SHIFT-20260618-L05-B_Evening,2026-06-18,P03,L05,B_Evening,13208,12046,401,146,363.85,91.22,39.61,1904.97,0.7136,SUPV-001,MES_SHIFT
SHIFT-20260618-L05-C_Night,2026-06-18,P03,L05,C_Night,11780,9484,654,229,374.44,77.89,38.26,1527.53,0.6483,SUPV-015,MES_SHIFT
SHIFT-20260618-L06-A_Day,2026-06-18,P03,L06,A_Day,26433,26392,898,215,389.1,75.9,39.27,4875.87,0.8355,SUPV-002,MES_SHIFT
SHIFT-20260618-L06-B_Evening,2026-06-18,P03,L06,B_Evening,18741,17319,313,107,394.0,50.67,43.38,1035.19,0.783,SUPV-009,MES_SHIFT
SHIFT-20260618-L06-C_Night,2026-06-18,P03,L06,C_Night,19252,18358,841,321,375.83,62.51,38.57,2801.33,0.7707,SUPV-009,MES_SHIFT
SHIFT-20260619-L01-A_Day,2026-06-19,P01,L01,A_Day,11144,11162,329,168,453.92,10.77,46.85,1069.65,0.9778,SUPV-009,MES_SHIFT
SHIFT-20260619-L01-B_Evening,2026-06-19,P01,L01,B_Evening,12808,12352,457,123,442.0,16.57,43.73,1374.62,0.9167,SUPV-005,MES_SHIFT
SHIFT-20260619-L01-C_Night,2026-06-19,P01,L01,C_Night,13440,13346,468,231,415.64,49.36,46.32,1182.62,0.8876,SUPV-005,MES_SHIFT
SHIFT-20260619-L02-A_Day,2026-06-19,P01,L02,A_Day,19048,17145,660,226,411.75,40.32,43.94,2526.46,0.797,SUPV-008,MES_SHIFT
SHIFT-20260619-L02-B_Evening,2026-06-19,P01,L02,B_Evening,20349,18048,705,275,431.26,33.74,47.07,2835.85,0.8226,SUPV-013,MES_SHIFT
SHIFT-20260619-L02-C_Night,2026-06-19,P01,L02,C_Night,26174,21917,820,276,456.0,9.0,40.77,3548.08,0.8211,SUPV-017,MES_SHIFT
SHIFT-20260619-L03-A_Day,2026-06-19,P02,L03,A_Day,12497,11577,196,87,425.66,22.83,41.88,1442.49,0.848,SUPV-002,MES_SHIFT
SHIFT-20260619-L03-B_Evening,2026-06-19,P02,L03,B_Evening,11119,10328,294,128,430.13,27.29,46.43,1068.99,0.8592,SUPV-007,MES_SHIFT
SHIFT-20260619-L03-C_Night,2026-06-19,P02,L03,C_Night,16731,14649,484,107,426.45,24.34,45.27,1726.37,0.803,SUPV-003,MES_SHIFT
SHIFT-20260619-L04-A_Day,2026-06-19,P02,L04,A_Day,10189,9176,364,175,449.28,1.89,43.24,1855.65,0.8701,SUPV-007,MES_SHIFT
SHIFT-20260619-L04-B_Evening,2026-06-19,P02,L04,B_Evening,8488,7288,344,87,428.77,23.16,38.86,1361.54,0.7917,SUPV-006,MES_SHIFT
SHIFT-20260619-L04-C_Night,2026-06-19,P02,L04,C_Night,9689,8924,394,187,403.24,61.76,38.03,1693.31,0.7987,SUPV-015,MES_SHIFT
SHIFT-20260619-L05-A_Day,2026-06-19,P03,L05,A_Day,10369,8631,394,187,399.6,44.4,46.32,1557.63,0.7153,SUPV-015,MES_SHIFT
SHIFT-20260619-L05-B_Evening,2026-06-19,P03,L05,B_Evening,11374,10586,203,58,392.08,49.74,40.06,1158.91,0.7848,SUPV-012,MES_SHIFT
SHIFT-20260619-L05-C_Night,2026-06-19,P03,L05,C_Night,10855,10238,298,85,454.77,6.41,40.53,1348.12,0.9224,SUPV-008,MES_SHIFT
SHIFT-20260619-L06-A_Day,2026-06-19,P03,L06,A_Day,17451,17279,677,169,408.67,37.42,41.21,1470.09,0.8702,SUPV-011,MES_SHIFT
SHIFT-20260619-L06-B_Evening,2026-06-19,P03,L06,B_Evening,19751,17014,724,146,423.21,41.05,47.72,1820.02,0.784,SUPV-006,MES_SHIFT
SHIFT-20260619-L06-C_Night,2026-06-19,P03,L06,C_Night,15941,15569,573,194,385.76,74.93,44.99,1971.09,0.8102,SUPV-008,MES_SHIFT
SHIFT-20260620-L01-A_Day,2026-06-20,P01,L01,A_Day,9970,9018,338,72,394.32,48.76,44.59,1314.46,0.767,SUPV-002,MES_SHIFT
SHIFT-20260620-L02-A_Day,2026-06-20,P01,L02,A_Day,15899,15489,271,60,460.01,0,41.04,2081.64,0.9637,SUPV-001,MES_SHIFT
SHIFT-20260620-L02-B_Evening,2026-06-20,P01,L02,B_Evening,19114,16481,554,170,399.78,53.85,40.1,2076.17,0.7413,SUPV-016,MES_SHIFT
SHIFT-20260620-L02-C_Night,2026-06-20,P01,L02,C_Night,13998,12178,415,122,464.66,0,40.31,1388.96,0.8693,SUPV-018,MES_SHIFT
SHIFT-20260620-L03-A_Day,2026-06-20,P02,L03,A_Day,8353,7369,276,81,397.15,36.49,44.43,908.75,0.7535,SUPV-017,MES_SHIFT
SHIFT-20260620-L03-B_Evening,2026-06-20,P02,L03,B_Evening,10066,9991,345,110,435.11,4.01,40.75,1251.52,0.9287,SUPV-017,MES_SHIFT
SHIFT-20260620-L04-A_Day,2026-06-20,P02,L04,A_Day,8707,8399,332,159,379.18,73.28,45.95,1017.07,0.7866,SUPV-010,MES_SHIFT
SHIFT-20260620-L04-B_Evening,2026-06-20,P02,L04,B_Evening,7276,6180,213,94,403.45,33.6,47.15,812.8,0.7369,SUPV-002,MES_SHIFT
SHIFT-20260620-L04-C_Night,2026-06-20,P02,L04,C_Night,6288,5871,292,99,415.73,43.97,42.33,840.28,0.8348,SUPV-017,MES_SHIFT
SHIFT-20260620-L05-A_Day,2026-06-20,P03,L05,A_Day,8828,8395,6,2,396.25,59.43,39.1,861.33,0.8104,SUPV-014,MES_SHIFT
SHIFT-20260620-L05-C_Night,2026-06-20,P03,L05,C_Night,8466,7801,215,49,403.27,39.26,41.45,931.65,0.7991,SUPV-008,MES_SHIFT
SHIFT-20260620-L06-C_Night,2026-06-20,P03,L06,C_Night,13953,14086,410,116,437.13,18.75,43.47,1554.96,0.949,SUPV-002,MES_SHIFT
SHIFT-20260621-L02-A_Day,2026-06-21,P01,L02,A_Day,18461,17911,607,170,465,0,42.48,2660.54,0.9702,SUPV-007,MES_SHIFT
SHIFT-20260621-L02-B_Evening,2026-06-21,P01,L02,B_Evening,16772,16204,562,261,437.05,0,45.84,2199.12,0.9081,SUPV-011,MES_SHIFT
SHIFT-20260621-L02-C_Night,2026-06-21,P01,L02,C_Night,16120,15902,399,188,422.26,22.28,47.46,2411.52,0.8958,SUPV-008,MES_SHIFT
SHIFT-20260621-L04-A_Day,2026-06-21,P02,L04,A_Day,7905,6726,172,77,413.24,50.29,47.33,815.97,0.7561,SUPV-016,MES_SHIFT
