run_id,work_order_id,machine_id,batch_id,run_start_datetime,run_end_datetime,input_quantity,output_quantity,scrap_quantity,rework_quantity,setup_minutes,runtime_minutes,idle_minutes,speed_actual_ppm,speed_standard_ppm,operator_id,material_lot_id,run_status,source_system
RUN-011076,WO-005538,MCH-020,BATCH-005538,2026-07-21 09:46:54,2026-07-21 13:43:48,5946,5617,156,37,13.83,236.9,9.45,1.771,1.509,OP-0067,LOT-SUP-015-20260721-15,completed,MES
RUN-011077,WO-005539,MCH-029,BATCH-005538,2026-07-21 10:52:00,2026-07-21 14:36:27,7052,6420,158,66,15.9,224.46,4.33,1.401,1.21,OP-0050,LOT-SUP-013-20260721-10,completed,MES
RUN-011078,WO-005539,MCH-030,BATCH-005539,2026-07-21 14:47:27,2026-07-21 18:33:55,6770,6306,144,75,20.9,226.46,4.33,1.253,1.21,,LOT-SUP-013-20260721-11,completed,MES
RUN-011079,WO-005540,MCH-026,BATCH-005539,2026-07-21 18:45:00,2026-07-21 22:29:29,4838,4463,143,74,20.53,224.48,7.95,1.299,1.511,OP-0046,LOT-SUP-018-20260721-02,completed,MES
RUN-011080,WO-005540,MCH-029,BATCH-005540,2026-07-21 22:27:29,2026-07-22 01:53:58,4772,4336,125,46,20.88,206.48,7.95,1.77,1.511,OP-0072,LOT-SUP-018-20260721-14,completed,MES
RUN-011081,WO-005541,MCH-029,BATCH-005540,2026-07-21 02:28:00,2026-07-21 05:57:35,5119,5037,302,161,39.06,209.58,1.59,1.543,1.511,OP-0059,LOT-SUP-018-20260721-14,completed,MES
RUN-011082,WO-005541,MCH-025,BATCH-005541,2026-07-21 05:56:35,2026-07-21 09:15:10,4913,4791,189,41,37.89,198.58,1.59,1.304,1.511,OP-0012,LOT-SUP-018-20260721-02,completed,MES
RUN-011083,WO-005542,MCH-034,BATCH-005541,2026-07-21 13:56:00,2026-07-21 17:44:14,12492,12339,355,99,26.76,228.24,0.0,1.773,1.56,OP-0060,LOT-SUP-005-20260721-13,completed,MES
RUN-011084,WO-005542,MCH-036,BATCH-005542,2026-07-21 17:44:14,2026-07-21 21:29:29,12025,10841,434,221,22.28,225.24,0.0,1.723,1.56,OP-0058,LOT-SUP-005-20260721-15,completed,MES
RUN-011085,WO-005543,MCH-032,BATCH-005542,2026-07-21 16:56:00,2026-07-21 20:35:01,11337,10421,475,200,22.72,219.02,2.8,1.739,1.56,OP-0009,LOT-SUP-005-20260721-09,completed,MES
RUN-011086,WO-005543,MCH-034,BATCH-005543,2026-07-21 20:40:01,2026-07-22 00:10:02,10899,10674,423,228,27.48,210.02,2.8,1.619,1.56,OP-0008,LOT-SUP-005-20260721-03,completed,MES
RUN-011087,WO-005544,MCH-034,BATCH-005543,2026-07-21 02:47:00,2026-07-21 06:31:53,13093,12119,450,220,34.57,224.9,9.98,1.443,1.56,OP-0040,LOT-SUP-005-20260721-06,completed,MES
RUN-011088,WO-005544,MCH-032,BATCH-005544,2026-07-21 06:29:53,2026-07-21 10:09:47,11311,10235,421,118,34.36,219.9,9.98,1.574,1.56,OP-0065,LOT-SUP-005-20260721-12,completed,MES
RUN-011089,WO-005545,MCH-003,BATCH-005544,2026-07-22 14:05:00,2026-07-22 17:52:20,5886,5842,118,35,17.87,227.34,0.0,2.019,2.115,OP-0023,LOT-SUP-016-20260722-06,completed,MES
RUN-011090,WO-005545,MCH-005,BATCH-005545,2026-07-22 18:00:20,2026-07-22 21:49:41,6349,6079,80,12,13.64,229.34,0.0,2.124,2.115,OP-0068,LOT-SUP-016-20260722-07,completed,MES
RUN-011091,WO-005546,MCH-005,BATCH-005545,2026-07-22 18:25:00,2026-07-22 21:57:25,7295,6666,138,49,27.56,212.42,6.23,2.131,2.115,OP-0030,LOT-SUP-016-20260722-10,completed,MES
RUN-011092,WO-005546,MCH-006,BATCH-005546,2026-07-22 22:01:25,2026-07-23 01:25:50,6430,5860,52,19,20.29,204.42,6.23,2.427,2.115,OP-0004,LOT-SUP-016-20260722-03,completed,MES
RUN-011093,WO-005547,MCH-006,BATCH-005546,2026-07-22 04:41:00,2026-07-22 08:21:52,8751,8255,195,100,22.89,220.87,3.79,2.389,2.115,OP-0037,LOT-SUP-016-20260722-10,completed,MES
RUN-011094,WO-005547,MCH-002,BATCH-005547,2026-07-22 08:27:52,2026-07-22 11:59:44,7544,7474,222,84,23.58,211.87,3.79,2.031,2.115,OP-0037,LOT-SUP-016-20260722-03,completed,MES
RUN-011095,WO-005548,MCH-011,BATCH-005547,2026-07-22 06:56:00,2026-07-22 10:47:21,11650,11412,407,79,22.82,231.36,5.16,1.039,1.256,OP-0067,LOT-SUP-004-20260722-11,completed,MES
RUN-011096,WO-005548,MCH-009,BATCH-005548,2026-07-22 10:55:21,2026-07-22 14:55:42,11733,11626,458,94,26.24,240.36,5.16,1.23,1.256,OP-0044,LOT-SUP-004-20260722-08,completed,MES
RUN-011097,WO-005549,MCH-008,BATCH-005548,2026-07-22 19:44:00,2026-07-22 23:42:19,10865,10287,521,235,27.5,238.32,1.33,1.289,1.256,OP-0029,LOT-SUP-004-20260722-03,completed,MES
RUN-011098,WO-005549,MCH-011,BATCH-005549,2026-07-22 23:42:19,2026-07-23 03:44:38,10182,10070,483,191,27.62,242.32,1.33,1.433,1.256,OP-0025,LOT-SUP-004-20260722-07,completed,MES
RUN-011099,WO-005550,MCH-010,BATCH-005549,2026-07-21 23:45:00,2026-07-22 03:13:34,14179,13584,590,232,29.27,208.57,4.01,1.128,1.256,OP-0009,LOT-SUP-004-20260722-01,completed,MES
RUN-011100,WO-005550,MCH-008,BATCH-005550,2026-07-22 03:10:34,2026-07-22 06:34:08,12701,12124,656,249,31.98,203.57,4.01,1.223,1.256,OP-0011,LOT-SUP-004-20260722-10,completed,MES
RUN-011101,WO-005551,MCH-018,BATCH-005550,2026-07-22 09:15:00,2026-07-22 12:42:07,7095,7054,204,71,26.78,207.12,3.97,1.636,1.59,OP-0036,LOT-SUP-011-20260722-05,completed,MES
RUN-011102,WO-005551,MCH-014,BATCH-005551,2026-07-22 12:55:07,2026-07-22 16:27:14,6909,6440,188,85,27.96,212.12,3.97,1.534,1.59,OP-0036,LOT-SUP-011-20260722-05,completed,MES
RUN-011103,WO-005552,MCH-016,BATCH-005551,2026-07-22 21:37:00,2026-07-23 01:08:59,8146,8096,127,49,21.86,212.0,5.47,1.993,2.289,OP-0064,LOT-SUP-010-20260722-12,completed,MES
RUN-011104,WO-005552,MCH-018,BATCH-005552,2026-07-23 01:18:59,2026-07-23 04:55:59,8422,7997,143,62,20.2,217.0,5.47,2.313,2.289,OP-0013,LOT-SUP-010-20260722-16,completed,MES
RUN-011105,WO-005553,MCH-015,BATCH-005552,2026-07-22 02:45:00,2026-07-22 06:14:51,6866,6839,246,101,29.36,209.86,0.0,1.294,1.187,OP-0017,LOT-SUP-005-20260722-02,completed,MES
RUN-011106,WO-005553,MCH-017,BATCH-005553,2026-07-22 06:19:51,2026-07-22 09:58:42,6759,6523,229,75,31.44,218.86,0.0,1.274,1.187,OP-0015,LOT-SUP-005-20260722-02,completed,MES
RUN-011107,WO-005554,MCH-024,BATCH-005553,2026-07-22 12:30:00,2026-07-22 16:20:08,5884,5604,186,59,20.5,230.14,0.0,1.524,1.293,OP-0042,LOT-SUP-005-20260722-10,completed,MES
RUN-011108,WO-005554,MCH-020,BATCH-005554,2026-07-22 16:22:08,2026-07-22 19:59:16,5189,5051,195,99,23.31,217.14,0.0,1.522,1.293,OP-0015,LOT-SUP-005-20260722-06,completed,MES
RUN-011109,WO-005555,MCH-022,BATCH-005554,2026-07-22 15:23:00,2026-07-22 18:56:55,4959,4938,139,54,17.29,213.93,0.0,1.445,1.293,OP-0052,LOT-SUP-005-20260722-08,completed,MES
RUN-011110,WO-005555,MCH-019,BATCH-005555,2026-07-22 19:11:55,2026-07-22 22:46:51,4308,4044,136,43,22.53,214.93,0.0,1.127,1.293,OP-0005,LOT-SUP-005-20260722-02,completed,MES
RUN-011111,WO-005556,MCH-024,BATCH-005555,2026-07-22 04:05:00,2026-07-22 07:20:36,6330,5975,215,46,29.25,195.6,0.0,1.725,2.084,OP-0032,LOT-SUP-003-20260722-13,completed,MES
RUN-011112,WO-005556,MCH-019,BATCH-005556,2026-07-22 07:33:36,2026-07-22 11:01:12,5654,5318,208,94,26.06,207.6,0.0,1.785,2.084,OP-0056,LOT-SUP-003-20260722-01,completed,MES
RUN-011113,WO-005557,MCH-029,BATCH-005556,2026-07-22 12:05:00,2026-07-22 15:50:23,7293,7002,256,47,28.83,225.39,7.02,1.259,1.258,OP-0069,LOT-SUP-006-20260722-02,completed,MES
RUN-011114,WO-005557,MCH-028,BATCH-005557,2026-07-22 16:00:23,2026-07-22 19:54:46,6910,6856,290,156,32.47,234.39,7.02,1.178,1.258,OP-0069,LOT-SUP-006-20260722-06,completed,MES
RUN-011115,WO-005558,MCH-029,BATCH-005557,2026-07-22 21:55:00,2026-07-23 01:37:51,7090,6522,209,79,30.22,222.86,4.9,1.429,1.258,OP-0044,LOT-SUP-006-20260722-09,completed,MES
RUN-011116,WO-005558,MCH-027,BATCH-005558,2026-07-23 01:42:51,2026-07-23 05:26:42,6382,5910,293,125,35.25,223.86,4.9,1.162,1.258,OP-0045,LOT-SUP-006-20260722-08,completed,MES
RUN-011117,WO-005559,MCH-029,BATCH-005558,2026-07-22 01:45:00,2026-07-22 05:29:08,5582,5467,190,52,23.29,224.15,8.81,1.598,1.778,OP-0047,LOT-SUP-016-20260722-05,completed,MES
RUN-011118,WO-005559,MCH-025,BATCH-005559,2026-07-22 05:39:08,2026-07-22 09:28:17,5227,4819,213,35,28.66,229.15,8.81,1.572,1.778,,LOT-SUP-016-20260722-03,completed,MES
RUN-011119,WO-005560,MCH-032,BATCH-005559,2026-07-22 11:26:00,2026-07-22 15:22:49,9699,8836,261,122,22.75,236.82,1.58,1.053,1.0,OP-0056,LOT-SUP-005-20260722-02,completed,MES
RUN-011120,WO-005560,MCH-031,BATCH-005560,2026-07-22 15:19:49,2026-07-22 19:04:38,9154,8976,223,119,26.55,224.82,1.58,0.82,1.0,OP-0059,LOT-SUP-005-20260722-09,completed,MES
RUN-011121,WO-005561,MCH-036,BATCH-005560,2026-07-22 21:32:00,2026-07-23 01:18:26,12809,12264,361,72,15.14,226.45,2.16,1.026,1.0,OP-0027,LOT-SUP-005-20260722-01,completed,MES
RUN-011122,WO-005561,MCH-032,BATCH-005561,2026-07-23 01:20:26,2026-07-23 05:04:53,12058,11377,276,139,13.98,224.45,2.16,0.94,1.0,OP-0006,LOT-SUP-005-20260722-14,completed,MES
RUN-011123,WO-005562,MCH-036,BATCH-005561,2026-07-22 22:45:00,2026-07-23 02:07:46,11035,10996,370,83,25.8,202.77,0.0,1.206,1.0,OP-0047,LOT-SUP-005-20260722-07,completed,MES
RUN-011124,WO-005562,MCH-031,BATCH-005562,2026-07-23 02:11:46,2026-07-23 05:37:32,10387,10033,344,80,20.79,205.77,0.0,1.02,1.0,OP-0019,LOT-SUP-005-20260722-13,completed,MES
RUN-011125,WO-005563,MCH-001,BATCH-005562,2026-07-23 07:13:00,2026-07-23 11:03:12,6917,6259,127,20,23.88,230.2,8.32,2.273,2.07,OP-0036,LOT-SUP-001-20260723-03,completed,MES
RUN-011126,WO-005563,MCH-004,BATCH-005563,2026-07-23 11:07:12,2026-07-23 14:50:24,6802,6641,168,70,23.46,223.2,8.32,1.875,2.07,OP-0058,LOT-SUP-001-20260723-12,completed,MES
RUN-011127,WO-005564,MCH-005,BATCH-005563,2026-07-23 14:45:00,2026-07-23 17:49:32,8375,8293,333,60,32.45,184.54,18.47,1.098,1.258,OP-0045,LOT-SUP-006-20260723-05,completed,MES
RUN-011128,WO-005564,MCH-004,BATCH-005564,2026-07-23 18:04:32,2026-07-23 21:11:05,8042,7706,310,86,26.56,186.54,18.47,1.408,1.258,OP-0071,LOT-SUP-006-20260723-13,completed,MES
RUN-011129,WO-005565,MCH-002,BATCH-005564,2026-07-23 00:12:00,2026-07-23 03:49:35,8047,7513,280,152,16.61,217.59,16.43,2.057,2.23,OP-0053,LOT-SUP-008-20260723-01,completed,MES
RUN-011130,WO-005565,MCH-006,BATCH-005565,2026-07-23 04:00:35,2026-07-23 07:37:10,8651,8295,284,142,12.31,216.59,16.43,2.412,2.23,OP-0029,LOT-SUP-008-20260723-07,completed,MES
RUN-011131,WO-005566,MCH-011,BATCH-005565,2026-07-23 12:45:00,2026-07-23 16:41:49,10371,10246,296,139,20.2,236.83,8.32,1.441,1.253,OP-0071,LOT-SUP-004-20260723-12,completed,MES
RUN-011132,WO-005566,MCH-010,BATCH-005566,2026-07-23 16:40:49,2026-07-23 20:23:39,10891,10822,346,148,19.3,222.83,8.32,1.057,1.253,OP-0069,LOT-SUP-004-20260723-08,completed,MES
RUN-011133,WO-005567,MCH-009,BATCH-005566,2026-07-23 17:45:00,2026-07-23 21:33:08,11801,11047,325,150,24.95,228.14,6.39,1.128,1.253,OP-0068,LOT-SUP-004-20260723-18,completed,MES
RUN-011134,WO-005567,MCH-007,BATCH-005567,2026-07-23 21:46:08,2026-07-24 01:32:17,11436,10372,282,153,22.89,226.14,6.39,1.036,1.253,OP-0069,LOT-SUP-004-20260723-14,completed,MES
RUN-011135,WO-005568,MCH-010,BATCH-005567,2026-07-23 00:54:00,2026-07-23 04:26:17,10176,10129,189,81,32.51,212.3,3.76,1.07,1.253,OP-0055,LOT-SUP-004-20260723-15,completed,MES
RUN-011136,WO-005568,MCH-012,BATCH-005568,2026-07-23 04:26:17,2026-07-23 07:58:35,10190,10168,387,188,31.14,212.3,3.76,1.462,1.253,OP-0010,LOT-SUP-004-20260723-14,completed,MES
RUN-011137,WO-005569,MCH-018,BATCH-005568,2026-07-23 13:02:00,2026-07-23 16:21:50,6385,6227,206,51,30.8,199.84,16.23,1.46,1.293,OP-0023,LOT-SUP-005-20260723-18,completed,MES
RUN-011138,WO-005569,MCH-014,BATCH-005569,2026-07-23 16:25:50,2026-07-23 19:35:40,6820,6705,283,100,25.16,189.84,16.23,1.48,1.293,OP-0021,LOT-SUP-005-20260723-12,completed,MES
RUN-011139,WO-005570,MCH-015,BATCH-005569,2026-07-23 16:04:00,2026-07-23 20:03:03,6320,5697,211,52,20.58,239.06,6.9,1.516,1.293,OP-0023,LOT-SUP-005-20260723-09,completed,MES
RUN-011140,WO-005570,MCH-017,BATCH-005570,2026-07-23 20:01:03,2026-07-23 23:55:07,5622,5503,252,56,22.81,234.06,6.9,1.225,1.293,OP-0067,LOT-SUP-005-20260723-14,completed,MES
RUN-011141,WO-005571,MCH-016,BATCH-005570,2026-07-23 00:16:00,2026-07-23 03:57:16,7167,6880,163,81,8.55,221.27,6.73,1.837,2.03,OP-0067,LOT-SUP-002-20260723-06,completed,MES
RUN-011142,WO-005571,MCH-014,BATCH-005571,2026-07-23 04:09:16,2026-07-23 07:59:32,6240,6117,156,42,6.72,230.27,6.73,2.311,2.03,OP-0021,LOT-SUP-002-20260723-05,completed,MES
RUN-011143,WO-005572,MCH-020,BATCH-005571,2026-07-23 14:17:00,2026-07-23 17:50:21,4788,4564,97,49,36.53,213.35,8.72,0.895,0.97,OP-0038,LOT-SUP-013-20260723-04,completed,MES
RUN-011144,WO-005572,MCH-019,BATCH-005572,2026-07-23 17:56:21,2026-07-23 21:21:42,4779,4476,127,62,38.65,205.35,8.72,0.859,0.97,OP-0039,LOT-SUP-013-20260723-03,completed,MES
RUN-011145,WO-005573,MCH-024,BATCH-005572,2026-07-23 18:18:00,2026-07-23 21:30:44,4916,4873,173,49,25.39,192.75,3.54,1.753,1.584,OP-0007,LOT-SUP-015-20260723-18,completed,MES
RUN-011146,WO-005573,MCH-023,BATCH-005573,2026-07-23 21:41:44,2026-07-24 00:50:29,4831,4363,161,77,29.76,188.75,3.54,1.636,1.584,OP-0059,LOT-SUP-015-20260723-12,completed,MES
RUN-011147,WO-005574,MCH-024,BATCH-005573,2026-07-23 04:56:00,2026-07-23 08:28:47,3621,3422,143,71,18.89,212.79,7.61,1.577,1.584,OP-0035,LOT-SUP-015-20260723-01,completed,MES
RUN-011148,WO-005574,MCH-022,BATCH-005574,2026-07-23 08:34:47,2026-07-23 12:10:35,3385,3381,155,37,26.37,215.79,7.61,1.764,1.584,OP-0012,LOT-SUP-015-20260723-10,completed,MES
RUN-011149,WO-005575,MCH-025,BATCH-005574,2026-07-23 11:01:00,2026-07-23 14:24:45,6589,6587,173,30,22.69,203.76,0.23,1.724,2.043,OP-0008,LOT-SUP-008-20260723-08,completed,MES
RUN-011150,WO-005575,MCH-027,BATCH-005575,2026-07-23 14:27:45,2026-07-23 17:48:31,6452,5837,225,97,29.03,200.76,0.23,1.953,2.043,OP-0058,LOT-SUP-008-20260723-09,completed,MES
RUN-011151,WO-005576,MCH-025,BATCH-005575,2026-07-23 19:45:00,2026-07-23 23:33:07,6864,6567,114,52,26.13,228.13,8.33,1.967,2.043,OP-0064,LOT-SUP-008-20260723-15,completed,MES
RUN-011152,WO-005576,MCH-030,BATCH-005576,2026-07-23 23:41:07,2026-07-24 03:30:15,7261,6727,269,70,28.84,229.13,8.33,1.914,2.043,OP-0065,LOT-SUP-008-20260723-18,completed,MES
RUN-011153,WO-005577,MCH-028,BATCH-005576,2026-07-23 03:04:00,2026-07-23 06:50:39,5874,5622,209,73,18.69,226.66,11.39,2.295,2.043,OP-0064,LOT-SUP-008-20260723-04,completed,MES
RUN-011154,WO-005577,MCH-029,BATCH-005577,2026-07-23 06:50:39,2026-07-23 10:30:18,5041,4983,178,94,13.83,219.66,11.39,1.998,2.043,OP-0016,LOT-SUP-008-20260723-06,completed,MES
RUN-011155,WO-005578,MCH-034,BATCH-005577,2026-07-23 06:45:00,2026-07-23 10:22:53,9827,9260,263,142,30.22,217.89,0.0,1.575,1.665,OP-0013,LOT-SUP-015-20260723-05,completed,MES
RUN-011156,WO-005578,MCH-035,BATCH-005578,2026-07-23 10:22:53,2026-07-23 14:02:47,8413,7718,268,108,26.98,219.89,0.0,1.686,1.665,OP-0039,LOT-SUP-015-20260723-03,completed,MES
RUN-011157,WO-005579,MCH-031,BATCH-005578,2026-07-23 16:14:00,2026-07-23 19:57:46,10114,9843,130,66,12.24,223.77,1.66,2.361,2.289,OP-0042,LOT-SUP-010-20260723-17,completed,MES
RUN-011158,WO-005579,MCH-036,BATCH-005579,2026-07-23 19:58:46,2026-07-23 23:30:32,9949,9638,113,25,11.18,211.77,1.66,1.982,2.289,OP-0042,LOT-SUP-010-20260723-04,completed,MES
RUN-011159,WO-005580,MCH-036,BATCH-005579,2026-07-23 02:45:00,2026-07-23 06:16:14,10478,9655,222,82,19.84,211.24,0.0,2.38,2.289,OP-0035,LOT-SUP-010-20260723-02,completed,MES
RUN-011160,WO-005580,MCH-031,BATCH-005580,2026-07-23 06:32:14,2026-07-23 10:22:28,9969,9683,306,128,22.96,230.24,0.0,2.309,2.289,OP-0007,LOT-SUP-010-20260723-10,completed,MES
RUN-011161,WO-005581,MCH-002,BATCH-005580,2026-07-24 10:45:00,2026-07-24 14:29:49,8186,7424,251,92,24.37,224.82,3.68,1.685,1.895,OP-0012,LOT-SUP-003-20260724-11,completed,MES
RUN-011162,WO-005581,MCH-005,BATCH-005581,2026-07-24 14:43:49,2026-07-24 18:37:38,7782,7448,321,55,19.55,233.82,3.68,2.088,1.895,OP-0034,LOT-SUP-003-20260724-18,completed,MES
RUN-011163,WO-005582,MCH-001,BATCH-005581,2026-07-24 21:26:00,2026-07-25 00:52:10,8508,8170,279,82,29.31,206.18,3.05,1.763,1.895,OP-0063,LOT-SUP-003-20260724-17,completed,MES
RUN-011164,WO-005582,MCH-006,BATCH-005582,2026-07-25 01:02:10,2026-07-25 04:32:21,7236,6567,181,71,29.87,210.18,3.05,1.964,1.895,OP-0038,LOT-SUP-003-20260724-15,completed,MES
RUN-011165,WO-005583,MCH-006,BATCH-005582,2026-07-24 06:16:00,2026-07-24 09:49:23,6852,6673,271,117,22.77,213.4,4.22,2.095,1.895,OP-0014,LOT-SUP-003-20260724-12,completed,MES
RUN-011166,WO-005583,MCH-002,BATCH-005583,2026-07-24 09:56:23,2026-07-24 13:21:47,6143,6113,255,87,23.83,205.4,4.22,1.664,1.895,OP-0039,LOT-SUP-003-20260724-17,completed,MES
RUN-011167,WO-005584,MCH-012,BATCH-005583,2026-07-24 06:52:00,2026-07-24 10:34:00,15141,14836,583,166,23.56,222.01,3.41,1.549,1.395,OP-0058,LOT-SUP-009-20260724-03,completed,MES
RUN-011168,WO-005584,MCH-010,BATCH-005584,2026-07-24 10:46:00,2026-07-24 14:26:01,13852,13344,439,227,26.87,220.01,3.41,1.248,1.395,OP-0057,LOT-SUP-009-20260724-02,completed,MES
RUN-011169,WO-005585,MCH-007,BATCH-005584,2026-07-24 16:05:00,2026-07-24 20:02:40,12235,11172,330,154,21.37,237.68,7.88,1.527,1.395,OP-0019,LOT-SUP-009-20260724-07,completed,MES
RUN-011170,WO-005585,MCH-008,BATCH-005585,2026-07-24 20:03:40,2026-07-24 23:50:21,11561,10504,433,136,24.82,226.68,7.88,1.279,1.395,OP-0067,LOT-SUP-009-20260724-12,completed,MES
RUN-011171,WO-005586,MCH-007,BATCH-005585,2026-07-24 03:49:00,2026-07-24 07:47:44,13069,13023,414,200,24.21,238.74,7.95,1.615,1.395,OP-0001,LOT-SUP-009-20260724-18,completed,MES
RUN-011172,WO-005586,MCH-009,BATCH-005586,2026-07-24 07:48:44,2026-07-24 11:37:28,13337,13190,482,236,26.66,228.74,7.95,1.545,1.395,OP-0026,LOT-SUP-009-20260724-08,completed,MES
RUN-011173,WO-005587,MCH-013,BATCH-005586,2026-07-24 09:37:00,2026-07-24 13:18:38,7963,7614,200,34,26.91,221.65,0.0,1.852,1.59,OP-0019,LOT-SUP-011-20260724-04,completed,MES
RUN-011174,WO-005587,MCH-014,BATCH-005587,2026-07-24 13:30:38,2026-07-24 17:12:17,7211,6926,219,55,28.52,221.65,0.0,1.73,1.59,OP-0072,LOT-SUP-011-20260724-09,completed,MES
RUN-011175,WO-005588,MCH-013,BATCH-005587,2026-07-24 18:45:00,2026-07-24 22:23:39,7113,6757,133,30,24.26,218.66,8.77,1.33,1.59,OP-0012,LOT-SUP-011-20260724-04,completed,MES
RUN-011176,WO-005588,MCH-017,BATCH-005588,2026-07-24 22:38:39,2026-07-25 02:25:19,6228,6056,176,48,26.15,226.66,8.77,1.646,1.59,OP-0011,LOT-SUP-011-20260724-09,completed,MES
RUN-011177,WO-005589,MCH-013,BATCH-005588,2026-07-24 22:45:00,2026-07-25 02:11:58,7935,7709,330,80,22.43,206.97,17.03,1.921,1.59,OP-0024,LOT-SUP-011-20260724-03,completed,MES
RUN-011178,WO-005589,MCH-014,BATCH-005589,2026-07-25 02:14:58,2026-07-25 05:41:56,7412,7387,337,182,20.84,206.97,17.03,1.57,1.59,OP-0048,LOT-SUP-011-20260724-18,completed,MES
RUN-011179,WO-005590,MCH-019,BATCH-005589,2026-07-24 12:50:00,2026-07-24 16:31:00,3947,3703,64,31,30.98,221.01,1.17,1.317,1.221,OP-0051,LOT-SUP-003-20260724-16,completed,MES
RUN-011180,WO-005590,MCH-022,BATCH-005590,2026-07-24 16:35:00,2026-07-24 20:17:00,4174,4160,122,26,32.27,222.01,1.17,1.255,1.221,OP-0051,LOT-SUP-003-20260724-03,completed,MES
RUN-011181,WO-005591,MCH-019,BATCH-005590,2026-07-24 21:45:00,2026-07-25 01:09:06,6132,5627,184,43,28.03,204.1,8.42,1.278,1.253,OP-0042,LOT-SUP-004-20260724-01,completed,MES
RUN-011182,WO-005591,MCH-023,BATCH-005591,2026-07-25 01:07:06,2026-07-25 04:21:12,5998,5588,193,42,28.21,194.1,8.42,1.264,1.253,OP-0016,LOT-SUP-004-20260724-16,completed,MES
RUN-011183,WO-005592,MCH-022,BATCH-005591,2026-07-24 02:11:00,2026-07-24 05:36:02,4922,4847,208,102,41.32,205.03,9.18,1.429,1.253,OP-0055,LOT-SUP-004-20260724-02,completed,MES
RUN-011184,WO-005592,MCH-021,BATCH-005592,2026-07-24 05:32:02,2026-07-24 08:50:04,5319,5125,188,89,39.98,198.03,9.18,1.294,1.253,OP-0009,LOT-SUP-004-20260724-08,completed,MES
RUN-011185,WO-005593,MCH-025,BATCH-005592,2026-07-24 09:55:00,2026-07-24 13:43:30,5410,5294,169,51,27.27,228.51,6.73,3.151,2.771,OP-0051,LOT-SUP-002-20260724-06,completed,MES
RUN-011186,WO-005593,MCH-029,BATCH-005593,2026-07-24 13:39:30,2026-07-24 17:16:01,5660,5375,127,23,32.27,216.51,6.73,3.117,2.771,OP-0005,LOT-SUP-002-20260724-13,completed,MES
RUN-011187,WO-005594,MCH-026,BATCH-005593,2026-07-24 19:48:00,2026-07-24 23:24:22,7539,6884,254,80,25.88,216.37,5.66,1.351,1.411,OP-0030,LOT-SUP-008-20260724-16,completed,MES
RUN-011188,WO-005594,MCH-030,BATCH-005594,2026-07-24 23:33:22,2026-07-25 03:20:44,6516,6178,176,91,28.56,227.37,5.66,1.576,1.411,OP-0006,LOT-SUP-008-20260724-18,completed,MES
RUN-011189,WO-005595,MCH-029,BATCH-005594,2026-07-24 00:37:00,2026-07-24 04:23:44,6554,6455,168,46,21.2,226.73,7.68,1.251,1.5,OP-0008,LOT-SUP-007-20260724-17,completed,MES
RUN-011190,WO-005595,MCH-027,BATCH-005595,2026-07-24 04:20:44,2026-07-24 07:49:28,6391,6369,160,73,24.65,208.73,7.68,1.759,1.5,,LOT-SUP-007-20260724-03,completed,MES
RUN-011191,WO-005596,MCH-033,BATCH-005595,2026-07-24 10:26:00,2026-07-24 13:36:18,10144,9388,348,164,30.83,190.32,0.0,1.505,1.395,OP-0024,LOT-SUP-009-20260724-07,open,MES
RUN-011192,WO-005596,MCH-032,BATCH-005596,2026-07-24 13:44:18,2026-07-24 16:52:37,10203,9962,299,79,29.13,188.32,0.0,1.321,1.395,OP-0024,LOT-SUP-009-20260724-09,open,MES
RUN-011193,WO-005597,MCH-032,BATCH-005596,2026-07-24 20:00:00,2026-07-24 23:21:46,14714,14263,403,172,30.59,201.78,0.0,1.189,1.395,OP-0012,LOT-SUP-009-20260724-08,completed,MES
RUN-011194,WO-005597,MCH-033,BATCH-005597,2026-07-24 23:31:46,2026-07-25 02:47:33,13369,12821,422,102,28.52,195.78,0.0,1.256,1.395,OP-0033,LOT-SUP-009-20260724-04,completed,MES
RUN-011195,WO-005598,MCH-035,BATCH-005597,2026-07-24 04:17:00,2026-07-24 07:36:52,9269,9113,212,68,35.19,199.88,9.11,1.235,1.395,OP-0035,LOT-SUP-009-20260724-05,completed,MES
RUN-011196,WO-005598,MCH-036,BATCH-005598,2026-07-24 07:34:52,2026-07-24 10:36:45,9505,9504,249,116,39.79,181.88,9.11,1.357,1.395,OP-0057,LOT-SUP-009-20260724-17,completed,MES
RUN-011197,WO-005599,MCH-001,BATCH-005598,2026-07-25 06:00:00,2026-07-25 09:54:53,6260,5860,248,88,32.77,234.89,10.94,1.812,1.572,OP-0032,LOT-SUP-002-20260725-17,completed,MES
RUN-011198,WO-005599,MCH-003,BATCH-005599,2026-07-25 09:52:53,2026-07-25 13:43:46,5617,5239,253,43,27.94,230.89,10.94,1.777,1.572,OP-0011,LOT-SUP-002-20260725-06,completed,MES
RUN-011199,WO-005600,MCH-010,BATCH-005599,2026-07-25 07:27:00,2026-07-25 11:13:54,8901,8227,50,23,20.55,226.9,0.92,2.262,2.115,OP-0070,LOT-SUP-016-20260725-07,completed,MES
RUN-011200,WO-005600,MCH-009,BATCH-005600,2026-07-25 11:27:54,2026-07-25 15:28:48,8468,7640,75,18,26.83,240.9,0.92,2.458,2.115,OP-0069,LOT-SUP-016-20260725-16,completed,MES
