work_order_id,sales_order_id,plant_id,line_id,product_id,planned_start_datetime,planned_end_datetime,actual_start_datetime,actual_end_datetime,planned_quantity,actual_quantity,rejected_quantity,rework_quantity,work_order_status,priority_level,operator_team_id,source_system,load_timestamp
WO-005179,,P02,L03,PRD-022,2026-06-28 14:00:00,2026-06-28 21:45:00,2026-06-28 13:45:00,2026-06-28 23:16:00,9599,8791,216,117,completed,normal,TEAM-D,MES,2026-07-09 13:20:36
WO-005180,SO-003250,P02,L03,PRD-070,2026-06-28 06:00:00,2026-06-28 13:45:00,28/06/2026 06:07,2026-06-28 13:34:00,9636,8802,241,76,completed,normal,TEAM-D,MES,2026-07-09 13:20:36
WO-005181,SO-001161,P02,L04,PRD-048,2026-06-28 18:00:00,2026-06-29 01:45:00,2026-06-28 18:19:00,2026-06-29 02:12:00,6604,6705,170,58,completed,normal,TEAM-A,MES,2026-07-09 13:20:36
WO-005182,SO-000733,P02,L04,PRD-036,2026-06-28 23:00:00,2026-06-29 06:45:00,2026-06-28 23:21:00,2026-06-29 07:50:00,7146,7402,235,121,completed,normal,TEAM-A,MES,2026-07-09 13:20:36
WO-005183,,P03,L05,PRD-020,2026-06-28 09:00:00,2026-06-28 16:45:00,2026-06-28 08:45:00,2026-06-28 17:43:00,10608,11009,463,251,completed,normal,TEAM-B,MES,2026-07-09 13:20:36
WO-005184,,P03,L05,PRD-007,2026-06-28 06:00:00,2026-06-28 13:45:00,2026-06-28 06:09:00,2026-06-28 14:45:00,8640,8327,314,91,completed,normal,TEAM-B,MES,2026-07-09 13:20:36
WO-005185,SO-003753,P03,L06,PRD-006,2026-06-28 13:00:00,2026-06-28 20:45:00,2026-06-28 13:50:00,2026-06-28 21:51:00,13863,13779,671,157,completed,urgent,TEAM-A,MES,2026-07-09 13:20:36
WO-005186,SO-003253,P03,L06,PRD-006,2026-06-28 19:00:00,2026-06-29 02:45:00,2026-06-28 19:49:00,2026-06-29 04:01:00,14713,14359,365,125,completed,normal,TEAM-C,MES,2026-07-09 13:20:36
WO-005187,SO-004061,P03,L06,PRD-010,2026-06-28 00:00:00,2026-06-28 07:45:00,2026-06-28 00:38:00,2026-06-28 08:58:00,15730,16027,824,449,completed,normal,TEAM-D,MES,2026-07-09 13:20:36
WO-005188,SO-004048,P01,L01,PRD-025,2026-06-29 14:00:00,2026-06-29 21:45:00,2026-06-29 14:17:00,2026-06-29 22:49:00,15834,13798,70,14,completed,normal,TEAM-C,MES,2026-07-09 13:20:36
WO-005189,SO-003816,P01,L01,PRD-029,2026-06-29 21:00:00,2026-06-30 04:45:00,2026-06-29 22:36:00,2026-06-30 06:55:00,12714,11290,376,140,completed,urgent,TEAM-C,MES,2026-07-09 13:20:36
WO-005190,,P01,L01,PRD-061,2026-06-29 06:00:00,2026-06-29 13:45:00,2026-06-29 06:00:00,2026-06-29 13:35:00,15438,15347,509,252,completed,normal,TEAM-C,MES,2026-07-09 13:20:36
WO-005191,SO-003064,P01,L02,PRD-060,2026-06-29 10:00:00,2026-06-29 17:45:00,2026-06-29 09:45:00,2026-06-29 18:20:00,21561,20795,1027,417,completed,normal,TEAM-B,MES,2026-07-09 13:20:36
WO-005192,,P01,L02,PRD-060,2026-06-29 22:00:00,2026-06-30 05:45:00,29/06/2026 22:19,2026-06-30 07:13:00,23435,20316,654,334,completed,normal,TEAM-D,MES,2026-07-09 13:20:36
WO-005193,SO-001456,P01,L02,PRD-060,2026-06-29 06:00:00,2026-06-29 13:45:00,2026-06-29 06:06:00,2026-06-29 14:20:00,19696,17176,963,293,completed,normal,TEAM-C,MES,2026-07-09 13:20:36
WO-005194,SO-001548,P02,L03,PRD-040,2026-06-29 14:00:00,2026-06-29 21:45:00,2026-06-29 14:16:00,2026-06-29 22:42:00,13288,11547,675,309,completed,normal,TEAM-C,MES,2026-07-09 13:20:36
WO-005195,SO-001334,P02,L03,PRD-023,2026-06-29 18:00:00,2026-06-30 01:45:00,2026-06-29 17:45:00,2026-06-30 02:58:00,15829,14538,296,108,completed,normal,TEAM-D,MES,2026-07-09 13:20:36
WO-005196,,P02,L03,PRD-023,2026-06-29 23:00:00,2026-06-30 06:45:00,2026-06-29 23:19:00,2026-06-30 08:11:00,14082,12726,402,123,completed,normal,TEAM-D,MES,2026-07-09 13:20:36
WO-005197,SO-003803,P02,L04,PRD-005,2026-06-29 07:00:00,2026-06-29 14:45:00,2026-06-29 08:18:00,2026-06-29 17:20:00,9388,8828,292,121,completed,normal,TEAM-D,MES,2026-07-09 13:20:36
WO-005198,SO-002698,P02,L04,PRD-039,2026-06-29 18:00:00,2026-06-30 01:45:00,2026-06-29 17:48:00,2026-06-30 02:22:00,11034,9764,441,167,completed,normal,TEAM-D,MES,2026-07-09 13:20:36
WO-005199,,P02,L04,PRD-051,2026-06-29 03:00:00,2026-06-29 10:45:00,2026-06-29 03:09:00,2026-06-29 12:14:00,8710,8254,355,75,completed,normal,TEAM-D,MES,2026-07-09 13:20:36
WO-005200,SO-003247,P03,L05,PRD-040,2026-06-29 14:00:00,2026-06-29 21:45:00,2026-06-29 13:57:00,2026-06-29 22:32:00,12748,11871,861,453,completed,normal,TEAM-D,MES,2026-07-09 13:20:36
WO-005201,SO-000974,P03,L05,PRD-006,2026-06-29 21:00:00,2026-06-30 04:45:00,2026-06-29 21:34:00,2026-06-30 06:57:00,12087,11656,228,68,completed,normal,TEAM-A,MES,2026-07-09 13:20:36
WO-005202,SO-004764,P03,L05,PRD-040,2026-06-29 03:00:00,2026-06-29 10:45:00,2026-06-29 02:45:00,2026-06-29 12:19:00,12255,11607,681,365,completed,normal,TEAM-C,MES,2026-07-09 13:20:36
WO-005203,SO-004564,P03,L06,PRD-006,2026-06-29 11:00:00,2026-06-29 18:45:00,2026-06-29 10:45:00,2026-06-29 20:13:00,15377,15175,559,274,completed,normal,TEAM-D,MES,2026-07-09 13:20:36
WO-005204,SO-001533,P03,L06,PRD-080,2026-06-29 22:00:00,2026-06-30 05:45:00,2026-06-29 22:44:00,2026-06-30 06:54:00,15644,14103,742,372,completed,normal,TEAM-D,MES,2026-07-09 13:20:36
WO-005205,SO-002077,P03,L06,PRD-066,2026-06-29 03:00:00,2026-06-29 10:45:00,2026-06-29 03:32:00,2026-06-29 12:32:00,22156,19486,1259,339,completed,normal,TEAM-A,MES,2026-07-09 13:20:36
WO-005206,SO-003385,P01,L01,PRD-001,2026-06-30 11:00:00,2026-06-30 18:45:00,2026-06-30 11:36:00,2026-06-30 20:38:00,14312,14726,196,91,completed,normal,TEAM-A,MES,2026-07-09 13:20:36
WO-005207,SO-000685,P01,L01,PRD-001,2026-06-30 18:00:00,2026-07-01 01:45:00,2026-06-30 18:48:00,2026-07-01 03:32:00,13440,13088,351,163,completed,normal,TEAM-A,MES,2026-07-09 13:20:36
WO-005208,SO-000606,P01,L01,PRD-001,2026-06-30 06:00:00,2026-06-30 13:45:00,2026-06-30 06:51:00,2026-06-30 15:25:00,18245,18129,765,360,completed,normal,TEAM-C,MES,2026-07-09 13:20:36
WO-005209,,P01,L02,PRD-039,2026-06-30 11:00:00,2026-06-30 18:45:00,2026-06-30 11:00:00,2026-06-30 20:35:00,26518,26216,977,305,completed,normal,TEAM-B,MES,2026-07-09 13:20:36
WO-005210,SO-001098,P01,L02,PRD-052,2026-06-30 19:00:00,2026-07-01 02:45:00,2026-06-30 19:27:00,2026-07-01 05:06:00,20648,19753,764,244,completed,normal,TEAM-B,MES,2026-07-09 13:20:36
WO-005211,SO-002698,P01,L02,PRD-039,2026-06-30 03:00:00,2026-06-30 10:45:00,2026-06-30 03:36:00,2026-06-30 13:08:00,23990,23200,946,264,completed,normal,TEAM-D,MES,2026-07-09 13:20:36
WO-005212,SO-003226,P02,L03,PRD-044,2026-06-30 07:00:00,2026-06-30 14:45:00,2026-06-30 06:45:00,2026-06-30 15:11:00,16148,14643,259,58,completed,normal,TEAM-C,MES,2026-07-09 13:20:36
WO-005213,SO-003720,P02,L03,PRD-002,2026-06-30 18:00:00,2026-07-01 01:45:00,2026-06-30 17:50:00,2026-07-01 02:38:00,15785,15975,553,203,completed,normal,TEAM-B,MES,2026-07-09 13:20:36
WO-005214,SO-005097,P02,L03,PRD-058,2026-06-30 23:00:00,2026-07-01 06:45:00,2026-06-30 22:45:00,2026-07-01 07:13:00,17632,17020,747,243,completed,normal,TEAM-D,MES,2026-07-09 13:20:36
WO-005215,,P02,L04,PRD-003,2026-06-30 07:00:00,2026-06-30 14:45:00,2026-06-30 08:23:00,2026-06-30 16:44:00,7937,7796,249,66,completed,urgent,TEAM-B,MES,2026-07-09 13:20:36
WO-005216,SO-003592,P02,L04,PRD-003,2026-06-30 18:00:00,2026-07-01 01:45:00,2026-06-30 17:45:00,2026-07-01 02:21:00,9640,9840,287,130,completed,normal,TEAM-A,MES,2026-07-09 13:20:36
WO-005217,,P02,L04,PRD-003,2026-06-30 06:00:00,2026-06-30 13:45:00,2026-06-30 05:45:00,2026-06-30 13:57:00,9265,9426,194,99,completed,normal,TEAM-B,MES,2026-07-09 13:20:36
WO-005218,SO-000515,P03,L05,PRD-044,2026-06-30 12:00:00,2026-06-30 19:45:00,2026-06-30 11:45:00,2026-06-30 21:18:00,13475,12302,465,173,completed,urgent,TEAM-D,MES,2026-07-09 13:20:36
WO-005219,SO-004287,P03,L05,PRD-044,2026-06-30 18:00:00,2026-07-01 01:45:00,2026-06-30 17:59:00,2026-07-01 03:09:00,11376,11450,160,74,completed,normal,TEAM-A,MES,2026-07-09 13:20:36
WO-005220,SO-001953,P03,L05,PRD-044,2026-06-30 00:00:00,2026-06-30 07:45:00,2026-06-30 00:14:00,2026-06-30 09:05:00,11285,11511,482,174,completed,normal,TEAM-C,MES,2026-07-09 13:20:36
WO-005221,SO-002451,P03,L06,PRD-012,2026-06-30 11:00:00,2026-06-30 18:45:00,2026-06-30 11:24:00,2026-06-30 19:55:00,18926,16597,387,91,completed,normal,TEAM-A,MES,2026-07-09 13:20:36
WO-005222,SO-000623,P03,L06,PRD-015,2026-06-30 22:00:00,2026-07-01 05:45:00,2026-06-30 21:45:00,2026-07-01 06:42:00,20657,18877,466,184,completed,normal,TEAM-A,MES,2026-07-09 13:20:36
WO-005223,SO-001981,P03,L06,PRD-015,2026-06-30 02:00:00,2026-06-30 09:45:00,2026-06-30 01:45:00,2026-06-30 10:15:00,17726,17782,987,207,completed,normal,TEAM-D,MES,2026-07-09 13:20:36
WO-005224,SO-002935,P01,L01,PRD-066,2026-07-01 10:00:00,2026-07-01 17:45:00,2026-07-01 10:24:00,2026-07-01 19:40:00,13518,13824,363,113,completed,normal,TEAM-C,MES,2026-07-09 13:20:36
WO-005225,SO-002257,P01,L01,PRD-066,2026-07-01 22:00:00,2026-07-02 05:45:00,2026-07-01 21:45:00,2026-07-02 06:07:00,14772,13657,390,141,completed,normal,TEAM-D,MES,2026-07-09 13:20:36
WO-005226,SO-001776,P01,L01,PRD-066,2026-07-01 01:00:00,2026-07-01 08:45:00,2026-07-01 00:45:00,2026-07-01 09:29:00,10560,9218,482,170,completed,urgent,TEAM-D,MES,2026-07-09 13:20:36
WO-005227,,P01,L02,PRD-053,2026-07-01 09:00:00,2026-07-01 16:45:00,2026-07-01 08:50:00,2026-07-01 18:29:00,15026,13310,216,117,completed,normal,TEAM-B,MES,2026-07-09 13:20:36
WO-005228,SO-003287,P01,L02,PRD-079,2026-07-01 18:00:00,2026-07-02 01:45:00,2026-07-01 18:11:00,2026-07-02 02:25:00,17622,17779,672,159,completed,normal,TEAM-C,MES,2026-07-09 13:20:36
WO-005229,,P01,L02,PRD-053,2026-07-01 03:00:00,2026-07-01 10:45:00,2026-07-01 02:46:00,2026-07-01 11:04:00,23534,23745,1124,491,completed,normal,TEAM-C,MES,2026-07-09 13:20:36
WO-005230,,P02,L03,PRD-077,2026-07-01 12:00:00,2026-07-01 19:45:00,2026-07-01 12:14:00,2026-07-01 21:17:00,14044,12641,303,66,completed,normal,TEAM-B,MES,2026-07-09 13:20:36
WO-005231,,P02,L03,PRD-077,2026-07-01 21:00:00,2026-07-02 04:45:00,2026-07-01 21:58:00,2026-07-02 06:38:00,12081,11504,123,55,completed,normal,TEAM-B,MES,2026-07-09 13:20:36
WO-005232,SO-000988,P02,L03,PRD-077,2026-07-01 01:00:00,2026-07-01 08:45:00,2026-07-01 01:37:00,2026-07-01 10:32:00,14989,15106,236,66,completed,normal,TEAM-A,MES,2026-07-09 13:20:36
WO-005233,SO-002428,P02,L04,PRD-001,2026-07-01 10:00:00,2026-07-01 17:45:00,2026-07-01 10:31:00,2026-07-01 19:05:00,7192,6786,203,84,completed,normal,TEAM-D,MES,2026-07-09 13:20:36
WO-005234,,P02,L04,PRD-037,2026-07-01 21:00:00,2026-07-02 04:45:00,2026-07-01 20:58:00,2026-07-02 04:57:00,8250,8538,115,33,completed,normal,TEAM-D,MES,2026-07-09 13:20:36
WO-005235,SO-001095,P02,L04,PRD-001,2026-07-01 05:00:00,2026-07-01 12:45:00,2026-07-01 04:52:00,2026-07-01 13:37:00,10436,10174,317,160,completed,normal,TEAM-B,MES,2026-07-09 13:20:36
WO-005236,SO-004352,P03,L05,PRD-020,2026-07-01 10:00:00,2026-07-01 17:45:00,2026-07-01 10:10:00,2026-07-01 18:14:00,8836,9160,470,95,completed,normal,TEAM-C,MES,2026-07-09 13:20:36
WO-005237,SO-002862,P03,L05,PRD-015,2026-07-01 15:00:00,2026-07-01 22:45:00,2026-07-01 14:51:00,2026-07-01 23:57:00,12971,12538,464,199,completed,normal,TEAM-A,MES,2026-07-09 13:20:36
WO-005238,SO-003003,P03,L05,PRD-020,2026-07-01 00:00:00,2026-07-01 07:45:00,2026-06-30 23:45:00,2026-07-01 08:58:00,10874,9368,721,190,completed,normal,TEAM-B,MES,2026-07-09 13:20:36
WO-005239,SO-000980,P03,L06,PRD-064,2026-07-01 10:00:00,2026-07-01 17:45:00,2026-07-01 10:26:00,2026-07-01 19:58:00,21038,18424,641,265,completed,normal,TEAM-C,MES,2026-07-09 13:20:36
WO-005240,SO-000603,P03,L06,PRD-042,2026-07-01 22:00:00,2026-07-02 05:45:00,2026-07-01 21:57:00,2026-07-02 06:04:00,27169,25423,313,150,completed,normal,TEAM-A,MES,2026-07-09 13:20:36
WO-005241,SO-003235,P03,L06,PRD-064,2026-07-01 01:00:00,2026-07-01 08:45:00,2026-07-01 01:12:00,2026-07-01 09:58:00,23793,22438,437,135,completed,normal,TEAM-A,MES,2026-07-09 13:20:36
WO-005242,SO-002225,P01,L01,PRD-008,2026-07-02 09:00:00,2026-07-02 16:45:00,2026-07-02 09:43:00,2026-07-02 18:34:00,15723,13969,401,89,completed,normal,TEAM-B,MES,2026-07-09 13:20:36
WO-005243,SO-001810,P01,L01,PRD-016,2026-07-02 15:00:00,2026-07-02 22:45:00,2026-07-02 15:05:00,2026-07-02 23:12:00,14954,13464,298,110,completed,normal,TEAM-A,MES,2026-07-09 13:20:36
WO-005244,SO-001775,P01,L01,PRD-079,2026-07-02 04:00:00,2026-07-02 11:45:00,2026-07-02 04:50:00,2026-07-02 12:49:00,12180,12560,375,194,completed,normal,TEAM-B,MES,2026-07-09 13:20:36
WO-005245,,P01,L02,PRD-030,2026-07-02 10:00:00,2026-07-02 17:45:00,2026-07-02 10:06:00,2026-07-02 18:39:00,21453,20717,541,220,completed,normal,TEAM-C,MES,2026-07-09 13:20:36
WO-005246,SO-004587,P01,L02,PRD-030,2026-07-02 22:00:00,2026-07-03 05:45:00,2026-07-02 22:41:00,2026-07-03 07:17:00,23662,23073,560,176,completed,normal,TEAM-C,MES,2026-07-09 13:20:36
WO-005247,,P01,L02,PRD-030,2026-07-02 05:00:00,2026-07-02 12:45:00,2026-07-02 04:59:00,2026-07-02 14:07:00,21508,21273,741,172,completed,urgent,TEAM-C,MES,2026-07-09 13:20:36
WO-005248,,P02,L03,PRD-066,2026-07-02 13:00:00,2026-07-02 20:45:00,2026-07-02 12:45:00,2026-07-02 22:34:00,14402,14332,351,178,completed,normal,TEAM-B,MES,2026-07-09 13:20:36
WO-005249,SO-000686,P02,L03,PRD-066,2026-07-02 16:00:00,2026-07-02 23:45:00,2026-07-02 17:31:00,2026-07-03 02:32:00,13219,11608,533,116,completed,normal,TEAM-D,MES,2026-07-09 13:20:36
WO-005250,,P02,L03,PRD-066,2026-07-02 03:00:00,2026-07-02 10:45:00,2026-07-02 02:45:00,2026-07-02 10:46:00,17834,17681,709,372,completed,normal,TEAM-D,MES,2026-07-09 13:20:36
WO-005251,SO-004712,P02,L04,PRD-040,2026-07-02 10:00:00,2026-07-02 17:45:00,2026-07-02 10:31:00,2026-07-02 19:06:00,11475,10194,426,132,completed,normal,TEAM-B,MES,2026-07-09 13:20:36
WO-005252,SO-004340,P02,L04,PRD-040,2026-07-02 19:00:00,2026-07-03 02:45:00,2026-07-02 18:45:00,2026-07-03 03:54:00,10408,10417,426,196,completed,normal,TEAM-A,MES,2026-07-09 13:20:36
WO-005253,SO-002627,P02,L04,PRD-040,2026-07-02 01:00:00,2026-07-02 08:45:00,2026-07-02 00:45:00,2026-07-02 10:09:00,12447,12349,728,316,completed,normal,TEAM-A,MES,2026-07-09 13:20:36
WO-005254,SO-002728,P03,L05,PRD-006,2026-07-02 08:00:00,2026-07-02 15:45:00,2026-07-02 08:05:00,2026-07-02 16:23:00,8646,8525,208,84,completed,urgent,TEAM-C,MES,2026-07-09 13:20:36
WO-005255,,P03,L05,PRD-033,2026-07-02 19:00:00,2026-07-03 02:45:00,2026-07-02 18:48:00,2026-07-03 02:25:00,9545,8660,89,26,completed,urgent,TEAM-C,MES,2026-07-09 13:20:36
WO-005256,SO-004952,P03,L05,PRD-006,2026-07-02 02:00:00,2026-07-02 09:45:00,2026-07-02 02:07:00,2026-07-02 11:39:00,12134,12181,428,190,completed,normal,TEAM-B,MES,2026-07-09 13:20:36
WO-005257,,P03,L06,PRD-064,2026-07-02 09:00:00,2026-07-02 16:45:00,2026-07-02 09:09:00,2026-07-02 17:46:00,17929,17795,682,333,completed,normal,TEAM-C,MES,2026-07-09 13:20:36
WO-005258,SO-002132,P03,L06,PRD-035,2026-07-02 20:00:00,2026-07-03 03:45:00,2026-07-02 19:45:00,2026-07-03 04:15:00,24225,23679,797,339,completed,normal,TEAM-B,MES,2026-07-09 13:20:36
WO-005259,SO-004481,P03,L06,PRD-064,2026-07-02 05:00:00,2026-07-02 12:45:00,2026-07-02 06:01:00,2026-07-02 14:57:00,22915,20445,838,265,completed,urgent,TEAM-D,MES,2026-07-09 13:20:36
WO-005260,SO-004080,P01,L01,PRD-028,2026-07-03 11:00:00,2026-07-03 18:45:00,2026-07-03 10:52:00,2026-07-03 19:19:00,12242,11202,285,101,completed,urgent,TEAM-D,MES,2026-07-09 13:20:36
WO-005261,SO-000475,P01,L01,PRD-028,2026-07-03 21:00:00,2026-07-04 04:45:00,2026-07-03 21:32:00,2026-07-04 06:01:00,14107,13288,494,159,completed,normal,TEAM-A,MES,2026-07-09 13:20:36
WO-005262,SO-004080,P01,L01,PRD-028,2026-07-03 03:00:00,2026-07-03 10:45:00,2026-07-03 02:45:00,2026-07-03 11:36:00,11308,11063,471,237,completed,normal,TEAM-C,MES,2026-07-09 13:20:36
WO-005263,SO-003602,P01,L02,PRD-069,2026-07-03 14:00:00,2026-07-03 21:45:00,2026-07-03 14:18:00,2026-07-03 22:40:00,27144,27089,1231,497,completed,normal,TEAM-B,MES,2026-07-09 13:20:36
WO-005264,,P01,L02,PRD-069,2026-07-03 19:00:00,2026-07-04 02:45:00,2026-07-03 19:21:00,2026-07-04 04:15:00,19388,19328,620,252,completed,normal,TEAM-C,MES,2026-07-09 13:20:36
WO-005265,,P01,L02,PRD-069,2026-07-03 04:00:00,2026-07-03 11:45:00,2026-07-03 04:18:00,2026-07-03 13:00:00,23193,22887,836,444,completed,urgent,TEAM-A,MES,2026-07-09 13:20:36
WO-005266,SO-002419,P02,L03,PRD-037,2026-07-03 14:00:00,2026-07-03 21:45:00,2026-07-03 13:53:00,2026-07-03 22:18:00,9572,9506,209,49,completed,normal,TEAM-D,MES,2026-07-09 13:20:36
WO-005267,SO-001391,P02,L03,PRD-037,2026-07-03 19:00:00,2026-07-04 02:45:00,2026-07-03 18:57:00,2026-07-04 03:07:00,12287,12558,342,106,completed,normal,TEAM-A,MES,2026-07-09 13:20:36
WO-005268,SO-001673,P02,L03,PRD-027,2026-07-03 01:00:00,2026-07-03 08:45:00,2026-07-03 01:14:00,2026-07-03 09:42:00,10865,11093,376,152,completed,normal,TEAM-D,MES,2026-07-09 13:20:36
WO-005269,SO-001719,P02,L04,PRD-032,2026-07-03 07:00:00,2026-07-03 14:45:00,2026-07-03 07:14:00,2026-07-03 15:24:00,9266,8291,233,124,completed,normal,TEAM-C,MES,2026-07-09 13:20:36
WO-005270,SO-003497,P02,L04,PRD-024,2026-07-03 19:00:00,2026-07-04 02:45:00,2026-07-03 18:45:00,2026-07-04 03:15:00,8799,8378,359,156,completed,normal,TEAM-A,MES,2026-07-09 13:20:36
WO-005271,SO-003853,P02,L04,PRD-024,2026-07-03 06:00:00,2026-07-03 13:45:00,2026-07-03 06:20:00,2026-07-03 14:52:00,9983,9633,560,291,completed,normal,TEAM-D,MES,2026-07-09 13:20:36
WO-005272,SO-001634,P03,L05,PRD-015,2026-07-03 07:00:00,2026-07-03 14:45:00,2026-07-03 07:08:00,2026-07-03 16:43:00,10178,9583,325,99,completed,urgent,TEAM-D,MES,2026-07-09 13:20:36
WO-005273,,P03,L05,PRD-064,2026-07-03 15:00:00,2026-07-03 22:45:00,2026-07-03 14:45:00,2026-07-04 00:11:00,10122,8735,232,66,completed,normal,TEAM-C,MES,2026-07-09 13:20:36
WO-005274,,P03,L05,PRD-015,2026-07-03 03:00:00,2026-07-03 10:45:00,2026-07-03 02:56:00,2026-07-03 10:16:00,9250,8326,391,159,completed,normal,TEAM-C,MES,2026-07-09 13:20:36
WO-005275,,P03,L06,PRD-061,2026-07-03 14:00:00,2026-07-03 21:45:00,2026-07-03 14:27:00,2026-07-03 22:56:00,23608,22150,602,221,completed,urgent,TEAM-C,MES,2026-07-09 13:20:36
WO-005276,SO-000994,P03,L06,PRD-061,2026-07-03 20:00:00,2026-07-04 03:45:00,03/07/2026 20:42,2026-07-04 06:24:00,27340,23431,539,251,completed,urgent,TEAM-D,MES,2026-07-09 13:20:36
WO-005277,,P03,L06,PRD-061,2026-07-03 03:00:00,2026-07-03 10:45:00,2026-07-03 03:03:00,2026-07-03 11:55:00,19996,18349,824,298,completed,normal,TEAM-C,MES,2026-07-09 13:20:36
WO-005278,SO-003037,P01,L01,PRD-028,2026-07-04 13:00:00,2026-07-04 20:45:00,2026-07-04 13:11:00,2026-07-04 21:25:00,8874,8393,243,119,completed,normal,TEAM-D,MES,2026-07-09 13:20:36
WO-005279,,P01,L01,PRD-078,2026-07-04 17:00:00,2026-07-05 00:45:00,2026-07-04 16:45:00,2026-07-05 01:31:00,11407,9883,89,40,completed,normal,TEAM-D,MES,2026-07-09 13:20:36
WO-005280,,P01,L01,PRD-078,2026-07-04 23:00:00,2026-07-05 06:45:00,2026-07-05 00:22:00,2026-07-05 07:55:00,8732,7770,333,154,completed,urgent,TEAM-B,MES,2026-07-09 13:20:36
WO-005281,SO-000329,P01,L02,PRD-075,2026-07-04 15:00:00,2026-07-04 22:45:00,2026-07-04 15:21:00,2026-07-05 00:05:00,17042,15008,607,315,completed,normal,TEAM-D,MES,2026-07-09 13:20:36
WO-005282,SO-002020,P01,L02,PRD-075,2026-07-04 00:00:00,2026-07-04 07:45:00,2026-07-04 00:21:00,2026-07-04 08:50:00,21302,19924,706,200,completed,normal,TEAM-B,MES,2026-07-09 13:20:36
WO-005283,SO-000120,P02,L03,PRD-023,2026-07-04 04:00:00,2026-07-04 11:45:00,2026-07-04 04:32:00,2026-07-04 12:33:00,12073,11237,517,250,completed,normal,TEAM-B,MES,2026-07-09 13:20:36
WO-005284,,P02,L04,PRD-002,2026-07-04 13:00:00,2026-07-04 20:45:00,2026-07-04 13:18:00,2026-07-04 21:28:00,8940,8982,267,76,cancelled,urgent,TEAM-C,MES,2026-07-09 13:20:36
WO-005285,,P02,L04,PRD-002,2026-07-04 18:00:00,2026-07-05 01:45:00,2026-07-04 18:46:00,2026-07-05 03:08:00,7060,7142,178,71,completed,normal,TEAM-D,MES,2026-07-09 13:20:36
WO-005286,SO-003479,P03,L05,PRD-033,2026-07-04 14:00:00,2026-07-04 21:45:00,2026-07-04 15:30:00,2026-07-05 00:36:00,9980,8872,345,120,completed,normal,TEAM-B,MES,2026-07-09 13:20:36
WO-005287,SO-005188,P03,L06,PRD-069,2026-07-04 00:00:00,2026-07-04 07:45:00,2026-07-03 23:45:00,2026-07-04 08:40:00,11118,11050,483,97,completed,normal,TEAM-D,MES,2026-07-09 13:20:36
WO-005288,SO-002780,P01,L01,PRD-009,2026-07-05 07:00:00,2026-07-05 14:45:00,2026-07-05 07:07:00,2026-07-05 16:00:00,14828,14261,573,309,completed,normal,TEAM-A,MES,2026-07-09 13:20:36
WO-005289,,P01,L01,PRD-007,2026-07-05 02:00:00,2026-07-05 09:45:00,2026-07-05 02:14:00,2026-07-05 10:52:00,15615,16059,491,191,cancelled,normal,TEAM-A,MES,2026-07-09 13:20:36
WO-005290,SO-000067,P01,L02,PRD-053,2026-07-05 12:00:00,2026-07-05 19:45:00,2026-07-05 12:23:00,2026-07-05 20:22:00,15556,14643,555,249,completed,normal,TEAM-C,MES,2026-07-09 13:20:36
WO-005291,,P01,L02,PRD-053,2026-07-05 21:00:00,2026-07-06 04:45:00,2026-07-05 21:42:00,2026-07-06 05:54:00,12876,12918,368,100,completed,normal,TEAM-D,MES,2026-07-09 13:20:36
WO-005292,SO-001039,P02,L03,PRD-070,2026-07-05 16:00:00,2026-07-05 23:45:00,2026-07-05 16:06:00,2026-07-06 00:08:00,9484,9029,242,123,completed,normal,TEAM-C,MES,2026-07-09 13:20:36
WO-005293,SO-001637,P02,L03,PRD-022,2026-07-05 03:00:00,2026-07-05 10:45:00,2026-07-05 02:45:00,2026-07-05 11:56:00,10544,9388,388,209,completed,normal,TEAM-C,MES,2026-07-09 13:20:36
WO-005294,SO-002967,P02,L04,PRD-013,2026-07-05 02:00:00,2026-07-05 09:45:00,2026-07-05 01:45:00,2026-07-05 09:44:00,7476,6517,119,29,completed,urgent,TEAM-D,MES,2026-07-09 13:20:36
WO-005295,SO-001988,P03,L05,PRD-006,2026-07-05 22:00:00,2026-07-06 05:45:00,2026-07-05 22:54:00,2026-07-06 07:34:00,8325,8023,298,146,completed,normal,TEAM-C,MES,2026-07-09 13:20:36
WO-005296,SO-003982,P03,L06,PRD-009,2026-07-05 12:00:00,2026-07-05 19:45:00,2026-07-05 12:18:00,2026-07-05 20:31:00,17155,15010,557,194,completed,normal,TEAM-D,MES,2026-07-09 13:20:36
WO-005297,SO-004405,P03,L06,PRD-054,2026-07-05 15:00:00,2026-07-05 22:45:00,2026-07-05 15:20:00,2026-07-06 00:02:00,12676,11017,155,33,completed,urgent,TEAM-C,MES,2026-07-09 13:20:36
WO-005298,,P01,L01,PRD-029,2026-07-06 07:00:00,2026-07-06 14:45:00,2026-07-06 06:45:00,2026-07-06 15:40:00,13480,12491,260,93,completed,normal,TEAM-A,MES,2026-07-09 13:20:36
WO-005299,SO-003243,P01,L01,PRD-029,2026-07-06 17:00:00,2026-07-07 00:45:00,2026-07-06 16:45:00,2026-07-07 01:34:00,17502,17657,378,181,completed,normal,TEAM-A,MES,2026-07-09 13:20:36
