plan_id,plan_date,plant_id,line_id,product_id,planned_quantity,planned_capacity_units,capacity_utilization_plan,plan_version,planner_id,source_system
PLAN-20251209-L06,2025-12-09,P03,L06,PRD-034,76528,84438,0.906,v1,PLN-003,APS
PLAN-20251210-L01,2025-12-10,P01,L01,PRD-014,64963,58068,1.119,v1,PLN-008,APS
PLAN-20251210-L02,2025-12-10,P01,L02,PRD-029,78088,82062,0.952,v2,PLN-012,APS
PLAN-20251210-L03,2025-12-10,P02,L03,PRD-053,57659,52992,1.088,v3,PLN-001,APS
PLAN-20251210-L04,2025-12-10,P02,L04,PRD-037,32955,34380,0.959,v1,PLN-004,APS
PLAN-20251210-L05,2025-12-10,P03,L05,PRD-043,50628,44946,1.126,v1,PLN-001,APS
PLAN-20251210-L06,2025-12-10,P03,L06,PRD-069,97438,84438,1.154,v1,PLN-007,APS
PLAN-20251211-L01,2025-12-11,P01,L01,PRD-050,50234,58068,0.865,v3,PLN-012,APS
PLAN-20251211-L02,2025-12-11,P01,L02,PRD-030,70489,82062,0.859,v3,PLN-008,APS
PLAN-20251211-L03,2025-12-11,P02,L03,PRD-043,53259,52992,1.005,v3,PLN-007,APS
PLAN-20251211-L04,2025-12-11,P02,L04,PRD-078,35214,34380,1.024,v1,PLN-007,APS
PLAN-20251211-L05,2025-12-11,P03,L05,PRD-052,39003,44946,0.868,v3,PLN-003,APS
PLAN-20251211-L06,2025-12-11,P03,L06,PRD-061,75085,84438,0.889,v1,PLN-009,APS
PLAN-20251212-L01,2025-12-12,P01,L01,PRD-031,63279,58068,1.09,v1,PLN-010,APS
PLAN-20251212-L02,2025-12-12,P01,L02,PRD-031,81392,82062,0.992,v2,PLN-012,APS
PLAN-20251212-L03,2025-12-12,P02,L03,PRD-027,57521,52992,1.085,v2,PLN-003,APS
PLAN-20251212-L04,2025-12-12,P02,L04,PRD-051,33943,34380,0.987,v3,PLN-006,APS
PLAN-20251212-L05,2025-12-12,P03,L05,PRD-055,39518,44946,0.879,v2,PLN-002,APS
PLAN-20251212-L06,2025-12-12,P03,L06,PRD-006,92757,84438,1.099,v2,PLN-008,APS
PLAN-20251213-L01,2025-12-13,P01,L01,PRD-001,42583,58068,0.733,v2,PLN-010,APS
PLAN-20251213-L02,2025-12-13,P01,L02,PRD-012,52943,82062,0.645,v1,PLN-006,APS
PLAN-20251213-L03,2025-12-13,P02,L03,PRD-044,38574,52992,0.728,v1,PLN-003,APS
PLAN-20251213-L04,2025-12-13,P02,L04,PRD-048,22266,34380,0.648,v1,PLN-012,APS
PLAN-20251213-L05,2025-12-13,P03,L05,PRD-002,38824,44946,0.864,v1,PLN-004,APS
PLAN-20251213-L06,2025-12-13,P03,L06,PRD-051,69793,84438,0.827,v2,PLN-004,APS
PLAN-20251214-L01,2025-12-14,P01,L01,PRD-072,41346,58068,0.712,v1,PLN-009,APS
PLAN-20251214-L02,2025-12-14,P01,L02,PRD-007,63268,82062,0.771,v3,PLN-010,APS
PLAN-20251214-L03,2025-12-14,P02,L03,PRD-040,42916,52992,0.81,v2,PLN-012,APS
PLAN-20251214-L04,2025-12-14,P02,L04,PRD-059,24283,34380,0.706,v2,PLN-002,APS
PLAN-20251214-L05,2025-12-14,P03,L05,PRD-010,34183,44946,0.761,v2,PLN-012,APS
PLAN-20251214-L06,2025-12-14,P03,L06,PRD-066,71906,84438,0.852,v3,PLN-001,APS
PLAN-20251215-L01,2025-12-15,P01,L01,PRD-037,56423,58068,0.972,v1,PLN-004,APS
PLAN-20251215-L02,2025-12-15,P01,L02,PRD-007,88131,82062,1.074,v1,PLN-011,APS
PLAN-20251215-L03,2025-12-15,P02,L03,PRD-022,60009,52992,1.132,v1,PLN-005,APS
PLAN-20251215-L04,2025-12-15,P02,L04,PRD-032,31260,34380,0.909,v1,PLN-003,APS
PLAN-20251215-L05,2025-12-15,P03,L05,PRD-070,43341,44946,0.964,v2,PLN-009,APS
PLAN-20251215-L06,2025-12-15,P03,L06,PRD-069,92058,84438,1.09,v2,PLN-007,APS
PLAN-20251216-L01,2025-12-16,P01,L01,PRD-009,62022,58068,1.068,v3,PLN-004,APS
PLAN-20251216-L02,2025-12-16,P01,L02,PRD-039,93219,82062,1.136,v1,PLN-008,APS
PLAN-20251216-L03,2025-12-16,P02,L03,PRD-073,48367,52992,0.913,v3,PLN-007,APS
PLAN-20251216-L04,2025-12-16,P02,L04,PRD-066,29111,34380,0.847,v3,PLN-004,APS
PLAN-20251216-L05,2025-12-16,P03,L05,PRD-063,51556,44946,1.147,v3,PLN-010,APS
PLAN-20251216-L06,2025-12-16,P03,L06,PRD-034,91589,84438,1.085,v1,PLN-008,APS
PLAN-20251217-L01,2025-12-17,P01,L01,PRD-032,60625,58068,1.044,v3,PLN-006,APS
PLAN-20251217-L02,2025-12-17,P01,L02,PRD-039,87021,82062,1.06,v1,PLN-009,APS
PLAN-20251217-L03,2025-12-17,P02,L03,PRD-048,47338,52992,0.893,v2,PLN-001,APS
PLAN-20251217-L04,2025-12-17,P02,L04,PRD-059,34611,34380,1.007,v1,PLN-012,APS
PLAN-20251217-L05,2025-12-17,P03,L05,PRD-033,39454,44946,0.878,v1,PLN-001,APS
PLAN-20251217-L06,2025-12-17,P03,L06,PRD-006,92384,84438,1.094,v1,PLN-003,APS
PLAN-20251218-L01,2025-12-18,P01,L01,PRD-078,60281,58068,1.038,v1,PLN-003,APS
PLAN-20251218-L02,2025-12-18,P01,L02,PRD-052,78902,82062,0.961,v1,PLN-007,APS
PLAN-20251218-L03,2025-12-18,P02,L03,PRD-037,51260,52992,0.967,v3,PLN-002,APS
PLAN-20251218-L04,2025-12-18,P02,L04,PRD-072,39642,34380,1.153,v2,PLN-004,APS
PLAN-20251218-L05,2025-12-18,P03,L05,PRD-019,40319,44946,0.897,v1,PLN-009,APS
PLAN-20251218-L06,2025-12-18,P03,L06,PRD-034,77122,84438,0.913,v3,PLN-008,APS
PLAN-20251219-L01,2025-12-19,P01,L01,PRD-060,50490,58068,0.869,v3,PLN-007,APS
PLAN-20251219-L02,2025-12-19,P01,L02,PRD-063,74345,82062,0.906,v3,PLN-002,APS
PLAN-20251219-L03,2025-12-19,P02,L03,PRD-024,58830,52992,1.11,v1,PLN-008,APS
PLAN-20251219-L04,2025-12-19,P02,L04,PRD-039,32486,34380,0.945,v2,PLN-004,APS
PLAN-20251219-L05,2025-12-19,P03,L05,PRD-031,46498,44946,1.035,v3,PLN-001,APS
PLAN-20251219-L06,2025-12-19,P03,L06,PRD-062,86476,84438,1.024,v3,PLN-010,APS
PLAN-20251220-L01,2025-12-20,P01,L01,PRD-009,38336,58068,0.66,v3,PLN-001,APS
PLAN-20251220-L02,2025-12-20,P01,L02,PRD-045,53082,82062,0.647,v2,PLN-008,APS
PLAN-20251220-L03,2025-12-20,P02,L03,PRD-037,35436,52992,0.669,v3,PLN-012,APS
PLAN-20251220-L04,2025-12-20,P02,L04,PRD-059,25731,34380,0.748,v3,PLN-001,APS
PLAN-20251220-L05,2025-12-20,P03,L05,PRD-044,38157,44946,0.849,v3,PLN-008,APS
PLAN-20251220-L06,2025-12-20,P03,L06,PRD-015,63720,84438,0.755,v1,PLN-010,APS
PLAN-20251221-L01,2025-12-21,P01,L01,PRD-016,41954,58068,0.722,v2,PLN-004,APS
PLAN-20251221-L02,2025-12-21,P01,L02,PRD-011,61419,82062,0.748,v1,PLN-001,APS
PLAN-20251221-L03,2025-12-21,P02,L03,PRD-044,36654,52992,0.692,v2,PLN-004,APS
PLAN-20251221-L04,2025-12-21,P02,L04,PRD-021,23690,34380,0.689,v3,PLN-009,APS
PLAN-20251221-L05,2025-12-21,P03,L05,PRD-056,31284,44946,0.696,v1,PLN-006,APS
PLAN-20251221-L06,2025-12-21,P03,L06,PRD-012,68170,84438,0.807,v3,PLN-008,APS
PLAN-20251222-L01,2025-12-22,P01,L01,PRD-047,50626,58068,0.872,v2,PLN-012,APS
PLAN-20251222-L02,2025-12-22,P01,L02,PRD-064,77911,82062,0.949,v2,PLN-010,APS
PLAN-20251222-L03,2025-12-22,P02,L03,PRD-071,51046,52992,0.963,v1,PLN-010,APS
PLAN-20251222-L04,2025-12-22,P02,L04,PRD-005,37826,34380,1.1,v3,PLN-001,APS
PLAN-20251222-L05,2025-12-22,P03,L05,PRD-071,47409,44946,1.055,v1,PLN-005,APS
PLAN-20251222-L06,2025-12-22,P03,L06,PRD-071,80144,84438,0.949,v1,PLN-002,APS
PLAN-20251223-L01,2025-12-23,P01,L01,PRD-023,63025,58068,1.085,v3,PLN-005,APS
PLAN-20251223-L02,2025-12-23,P01,L02,PRD-069,83299,82062,1.015,v3,PLN-001,APS
PLAN-20251223-L03,2025-12-23,P02,L03,PRD-050,44824,52992,0.846,v3,PLN-004,APS
PLAN-20251223-L04,2025-12-23,P02,L04,PRD-001,29217,34380,0.85,v1,PLN-011,APS
PLAN-20251223-L05,2025-12-23,P03,L05,PRD-022,46925,44946,1.044,v1,PLN-011,APS
PLAN-20251223-L06,2025-12-23,P03,L06,PRD-071,89796,84438,1.063,v1,PLN-010,APS
PLAN-20251224-L01,2025-12-24,P01,L01,PRD-014,52278,58068,0.9,v3,PLN-009,APS
PLAN-20251224-L02,2025-12-24,P01,L02,PRD-060,93274,82062,1.137,v2,PLN-004,APS
PLAN-20251224-L03,2025-12-24,P02,L03,PRD-017,46892,52992,0.885,v3,PLN-011,APS
PLAN-20251224-L04,2025-12-24,P02,L04,PRD-067,35274,34380,1.026,v2,PLN-003,APS
PLAN-20251224-L05,2025-12-24,P03,L05,PRD-063,46701,44946,1.039,v3,PLN-005,APS
PLAN-20251224-L06,2025-12-24,P03,L06,PRD-022,82206,84438,0.974,v3,PLN-003,APS
PLAN-20251225-L01,2025-12-25,P01,L01,PRD-059,57557,58068,0.991,v2,PLN-008,APS
PLAN-20251225-L02,2025-12-25,P01,L02,PRD-029,75196,82062,0.916,v2,PLN-001,APS
PLAN-20251225-L03,2025-12-25,P02,L03,PRD-069,59764,52992,1.128,v1,PLN-011,APS
PLAN-20251225-L04,2025-12-25,P02,L04,PRD-011,38532,34380,1.121,v3,PLN-009,APS
PLAN-20251225-L05,2025-12-25,P03,L05,PRD-021,45503,44946,1.012,v2,PLN-010,APS
PLAN-20251225-L06,2025-12-25,P03,L06,PRD-040,90986,84438,1.078,v3,PLN-009,APS
PLAN-20251226-L01,2025-12-26,P01,L01,PRD-028,55945,58068,0.963,v1,PLN-012,APS
PLAN-20251226-L02,2025-12-26,P01,L02,PRD-007,84322,82062,1.028,v3,PLN-001,APS
PLAN-20251226-L03,2025-12-26,P02,L03,PRD-019,47739,52992,0.901,v1,PLN-008,APS
PLAN-20251226-L04,2025-12-26,P02,L04,PRD-051,31157,34380,0.906,v2,PLN-008,APS
PLAN-20251226-L05,2025-12-26,P03,L05,PRD-070,50234,44946,1.118,v3,PLN-012,APS
PLAN-20251226-L06,2025-12-26,P03,L06,PRD-048,79733,84438,0.944,v3,PLN-011,APS
PLAN-20251227-L01,2025-12-27,P01,L01,PRD-068,39721,58068,0.684,v3,PLN-006,APS
PLAN-20251227-L02,2025-12-27,P01,L02,PRD-007,62296,82062,0.759,v2,PLN-005,APS
PLAN-20251227-L03,2025-12-27,P02,L03,PRD-075,34129,52992,0.644,v1,PLN-004,APS
PLAN-20251227-L04,2025-12-27,P02,L04,PRD-041,21686,34380,0.631,v1,PLN-001,APS
PLAN-20251227-L05,2025-12-27,P03,L05,PRD-008,31215,44946,0.695,v1,PLN-007,APS
PLAN-20251227-L06,2025-12-27,P03,L06,PRD-034,60870,84438,0.721,v3,PLN-003,APS
PLAN-20251228-L01,2025-12-28,P01,L01,PRD-014,47018,58068,0.81,v3,PLN-002,APS
PLAN-20251228-L02,2025-12-28,P01,L02,PRD-005,54100,82062,0.659,v2,PLN-006,APS
PLAN-20251228-L03,2025-12-28,P02,L03,PRD-071,44078,52992,0.832,v3,PLN-002,APS
PLAN-20251228-L04,2025-12-28,P02,L04,PRD-032,27654,34380,0.804,v3,PLN-004,APS
PLAN-20251228-L05,2025-12-28,P03,L05,PRD-078,29148,44946,0.649,v2,PLN-002,APS
PLAN-20251228-L06,2025-12-28,P03,L06,PRD-017,66230,84438,0.784,v1,PLN-007,APS
PLAN-20251229-L01,2025-12-29,P01,L01,PRD-061,61207,58068,1.054,v1,PLN-008,APS
PLAN-20251229-L02,2025-12-29,P01,L02,PRD-017,75877,82062,0.925,v3,PLN-006,APS
PLAN-20251229-L03,2025-12-29,P02,L03,PRD-057,46317,52992,0.874,v3,PLN-007,APS
PLAN-20251229-L04,2025-12-29,P02,L04,PRD-059,38226,34380,1.112,v3,PLN-005,APS
PLAN-20251229-L05,2025-12-29,P03,L05,PRD-006,46981,44946,1.045,v1,PLN-012,APS
PLAN-20251229-L06,2025-12-29,P03,L06,PRD-078,86284,84438,1.022,v3,PLN-012,APS
PLAN-20251230-L01,2025-12-30,P01,L01,PRD-059,47966,58068,0.826,v3,PLN-008,APS
PLAN-20251230-L02,2025-12-30,P01,L02,PRD-017,89818,82062,1.095,v3,PLN-006,APS
PLAN-20251230-L03,2025-12-30,P02,L03,PRD-071,44961,52992,0.848,v1,PLN-012,APS
PLAN-20251230-L04,2025-12-30,P02,L04,PRD-066,28922,34380,0.841,v1,PLN-006,APS
PLAN-20251230-L05,2025-12-30,P03,L05,PRD-031,39322,44946,0.875,v3,PLN-003,APS
PLAN-20251230-L06,2025-12-30,P03,L06,PRD-043,73752,84438,0.873,v1,PLN-006,APS
PLAN-20251231-L01,2025-12-31,P01,L01,PRD-059,63605,58068,1.095,v2,PLN-010,APS
PLAN-20251231-L02,2025-12-31,P01,L02,PRD-029,76298,82062,0.93,v3,PLN-008,APS
PLAN-20251231-L03,2025-12-31,P02,L03,PRD-023,47033,52992,0.888,v2,PLN-011,APS
PLAN-20251231-L04,2025-12-31,P02,L04,PRD-078,32826,34380,0.955,v1,PLN-001,APS
PLAN-20251231-L05,2025-12-31,P03,L05,PRD-052,44176,44946,0.983,v2,PLN-011,APS
PLAN-20251231-L06,2025-12-31,P03,L06,PRD-042,93356,84438,1.106,v3,PLN-010,APS
PLAN-20260101-L01,2026-01-01,P01,L01,PRD-077,64212,58068,1.106,v2,PLN-009,APS
PLAN-20260101-L02,2026-01-01,P01,L02,PRD-048,89682,82062,1.093,v1,PLN-007,APS
PLAN-20260101-L03,2026-01-01,P02,L03,PRD-017,54379,52992,1.026,v2,PLN-007,APS
PLAN-20260101-L04,2026-01-01,P02,L04,PRD-037,31961,34380,0.93,v2,PLN-012,APS
PLAN-20260101-L05,2026-01-01,P03,L05,PRD-049,44922,44946,0.999,v2,PLN-003,APS
PLAN-20260101-L06,2026-01-01,P03,L06,PRD-048,88831,84438,1.052,v2,PLN-003,APS
PLAN-20260102-L01,2026-01-02,P01,L01,PRD-032,50343,58068,0.867,v1,PLN-002,APS
PLAN-20260102-L02,2026-01-02,P01,L02,PRD-017,79474,82062,0.968,v2,PLN-005,APS
PLAN-20260102-L03,2026-01-02,P02,L03,PRD-063,54756,52992,1.033,v2,PLN-009,APS
PLAN-20260102-L04,2026-01-02,P02,L04,PRD-077,37807,34380,1.1,v2,PLN-001,APS
PLAN-20260102-L05,2026-01-02,P03,L05,PRD-068,46868,44946,1.043,v1,PLN-009,APS
PLAN-20260102-L06,2026-01-02,P03,L06,PRD-058,85111,84438,1.008,v3,PLN-008,APS
PLAN-20260103-L01,2026-01-03,P01,L01,PRD-050,35694,58068,0.615,v3,PLN-009,APS
PLAN-20260103-L02,2026-01-03,P01,L02,PRD-031,61001,82062,0.743,v2,PLN-005,APS
PLAN-20260103-L03,2026-01-03,P02,L03,PRD-045,40607,52992,0.766,v3,PLN-002,APS
PLAN-20260103-L04,2026-01-03,P02,L04,PRD-048,24521,34380,0.713,v2,PLN-002,APS
PLAN-20260103-L05,2026-01-03,P03,L05,PRD-054,29066,44946,0.647,v3,PLN-004,APS
PLAN-20260103-L06,2026-01-03,P03,L06,PRD-048,67043,84438,0.794,v3,PLN-010,APS
PLAN-20260104-L01,2026-01-04,P01,L01,PRD-059,43835,58068,0.755,v1,PLN-009,APS
PLAN-20260104-L02,2026-01-04,P01,L02,PRD-024,62666,82062,0.764,v2,PLN-010,APS
PLAN-20260104-L03,2026-01-04,P02,L03,PRD-058,36578,52992,0.69,v3,PLN-007,APS
PLAN-20260104-L04,2026-01-04,P02,L04,PRD-072,27545,34380,0.801,v1,PLN-006,APS
PLAN-20260104-L05,2026-01-04,P03,L05,PRD-008,31899,44946,0.71,v3,PLN-011,APS
PLAN-20260104-L06,2026-01-04,P03,L06,PRD-010,53335,84438,0.632,v2,PLN-001,APS
PLAN-20260105-L01,2026-01-05,P01,L01,PRD-044,57425,58068,0.989,v1,PLN-011,APS
PLAN-20260105-L02,2026-01-05,P01,L02,PRD-048,76883,82062,0.937,v2,PLN-010,APS
PLAN-20260105-L03,2026-01-05,P02,L03,PRD-003,46526,52992,0.878,v3,PLN-008,APS
PLAN-20260105-L04,2026-01-05,P02,L04,PRD-046,34998,34380,1.018,v2,PLN-007,APS
PLAN-20260105-L05,2026-01-05,P03,L05,PRD-031,39931,44946,0.888,v1,PLN-011,APS
PLAN-20260105-L06,2026-01-05,P03,L06,PRD-038,85169,84438,1.009,v2,PLN-003,APS
PLAN-20260106-L01,2026-01-06,P01,L01,PRD-020,53452,58068,0.921,v1,PLN-004,APS
PLAN-20260106-L02,2026-01-06,P01,L02,PRD-061,85642,82062,1.044,v1,PLN-004,APS
PLAN-20260106-L03,2026-01-06,P02,L03,PRD-050,49309,52992,0.93,v1,PLN-001,APS
PLAN-20260106-L04,2026-01-06,P02,L04,PRD-004,36161,34380,1.052,v2,PLN-011,APS
PLAN-20260106-L05,2026-01-06,P03,L05,PRD-009,46146,44946,1.027,v2,PLN-004,APS
PLAN-20260106-L06,2026-01-06,P03,L06,PRD-058,90748,84438,1.075,v2,PLN-005,APS
PLAN-20260107-L01,2026-01-07,P01,L01,PRD-059,50033,58068,0.862,v3,PLN-011,APS
PLAN-20260107-L02,2026-01-07,P01,L02,PRD-036,70235,82062,0.856,v2,PLN-010,APS
PLAN-20260107-L03,2026-01-07,P02,L03,PRD-075,55704,52992,1.051,v1,PLN-011,APS
PLAN-20260107-L04,2026-01-07,P02,L04,PRD-042,32604,34380,0.948,v2,PLN-006,APS
PLAN-20260107-L05,2026-01-07,P03,L05,PRD-009,42405,44946,0.943,v1,PLN-002,APS
PLAN-20260107-L06,2026-01-07,P03,L06,PRD-051,72681,84438,0.861,v3,PLN-004,APS
PLAN-20260108-L01,2026-01-08,P01,L01,PRD-020,49537,58068,0.853,v1,PLN-009,APS
PLAN-20260108-L02,2026-01-08,P01,L02,PRD-035,80433,82062,0.98,v2,PLN-003,APS
PLAN-20260108-L03,2026-01-08,P02,L03,PRD-012,48627,52992,0.918,v3,PLN-004,APS
PLAN-20260108-L04,2026-01-08,P02,L04,PRD-052,29381,34380,0.855,v2,PLN-011,APS
PLAN-20260108-L05,2026-01-08,P03,L05,PRD-020,40051,44946,0.891,v2,PLN-011,APS
PLAN-20260108-L06,2026-01-08,P03,L06,PRD-038,76421,84438,0.905,v2,PLN-009,APS
PLAN-20260109-L01,2026-01-09,P01,L01,PRD-064,55751,58068,0.96,v1,PLN-006,APS
PLAN-20260109-L02,2026-01-09,P01,L02,PRD-022,73650,82062,0.897,v1,PLN-011,APS
PLAN-20260109-L03,2026-01-09,P02,L03,PRD-066,57918,52992,1.093,v2,PLN-010,APS
PLAN-20260109-L04,2026-01-09,P02,L04,PRD-062,35170,34380,1.023,v2,PLN-001,APS
PLAN-20260109-L05,2026-01-09,P03,L05,PRD-008,38009,44946,0.846,v1,PLN-010,APS
PLAN-20260109-L06,2026-01-09,P03,L06,PRD-006,74254,84438,0.879,v1,PLN-008,APS
PLAN-20260110-L01,2026-01-10,P01,L01,PRD-014,40804,58068,0.703,v2,PLN-004,APS
PLAN-20260110-L02,2026-01-10,P01,L02,PRD-008,52152,82062,0.636,v2,PLN-004,APS
PLAN-20260110-L03,2026-01-10,P02,L03,PRD-045,38913,52992,0.734,v2,PLN-002,APS
PLAN-20260110-L04,2026-01-10,P02,L04,PRD-035,26459,34380,0.77,v3,PLN-010,APS
PLAN-20260110-L05,2026-01-10,P03,L05,PRD-006,33674,44946,0.749,v1,PLN-007,APS
PLAN-20260110-L06,2026-01-10,P03,L06,PRD-045,62713,84438,0.743,v2,PLN-007,APS
PLAN-20260111-L01,2026-01-11,P01,L01,PRD-078,39234,58068,0.676,v3,PLN-008,APS
PLAN-20260111-L02,2026-01-11,P01,L02,PRD-029,55653,82062,0.678,v3,PLN-010,APS
PLAN-20260111-L03,2026-01-11,P02,L03,PRD-012,39267,52992,0.741,v2,PLN-012,APS
PLAN-20260111-L04,2026-01-11,P02,L04,PRD-059,20586,34380,0.599,v2,PLN-011,APS
PLAN-20260111-L05,2026-01-11,P03,L05,PRD-019,27483,44946,0.611,v2,PLN-001,APS
PLAN-20260111-L06,2026-01-11,P03,L06,PRD-003,64003,84438,0.758,v2,PLN-006,APS
PLAN-20260112-L01,2026-01-12,P01,L01,PRD-077,59082,58068,1.017,v2,PLN-003,APS
PLAN-20260112-L02,2026-01-12,P01,L02,PRD-035,70534,82062,0.86,v3,PLN-007,APS
PLAN-20260112-L03,2026-01-12,P02,L03,PRD-040,53470,52992,1.009,v1,PLN-003,APS
PLAN-20260112-L04,2026-01-12,P02,L04,PRD-024,27460,34380,0.799,v1,PLN-006,APS
PLAN-20260112-L05,2026-01-12,P03,L05,PRD-022,43196,44946,0.961,v2,PLN-009,APS
PLAN-20260112-L06,2026-01-12,P03,L06,PRD-073,75722,84438,0.897,v1,PLN-012,APS
PLAN-20260113-L01,2026-01-13,P01,L01,PRD-014,61567,58068,1.06,v1,PLN-012,APS
PLAN-20260113-L02,2026-01-13,P01,L02,PRD-017,66298,82062,0.808,v3,PLN-003,APS
PLAN-20260113-L03,2026-01-13,P02,L03,PRD-053,42675,52992,0.805,v2,PLN-010,APS
PLAN-20260113-L04,2026-01-13,P02,L04,PRD-029,33687,34380,0.98,v3,PLN-001,APS
PLAN-20260113-L05,2026-01-13,P03,L05,PRD-054,42285,44946,0.941,v1,PLN-008,APS
PLAN-20260113-L06,2026-01-13,P03,L06,PRD-056,78619,84438,0.931,v1,PLN-005,APS
PLAN-20260114-L01,2026-01-14,P01,L01,PRD-028,56917,58068,0.98,v3,PLN-011,APS
PLAN-20260114-L02,2026-01-14,P01,L02,PRD-064,74852,82062,0.912,v1,PLN-010,APS
PLAN-20260114-L03,2026-01-14,P02,L03,PRD-075,43629,52992,0.823,v3,PLN-011,APS
PLAN-20260114-L04,2026-01-14,P02,L04,PRD-051,37115,34380,1.08,v3,PLN-010,APS
PLAN-20260114-L05,2026-01-14,P03,L05,PRD-019,46225,44946,1.028,v3,PLN-007,APS
PLAN-20260114-L06,2026-01-14,P03,L06,PRD-048,86356,84438,1.023,v2,PLN-011,APS
PLAN-20260115-L01,2026-01-15,P01,L01,PRD-025,60862,58068,1.048,v1,PLN-001,APS
PLAN-20260115-L02,2026-01-15,P01,L02,PRD-002,67840,82062,0.827,v3,PLN-009,APS
PLAN-20260115-L03,2026-01-15,P02,L03,PRD-027,44986,52992,0.849,v2,PLN-007,APS
PLAN-20260115-L04,2026-01-15,P02,L04,PRD-077,36366,34380,1.058,v2,PLN-006,APS
PLAN-20260115-L05,2026-01-15,P03,L05,PRD-044,38203,44946,0.85,v1,PLN-005,APS
PLAN-20260115-L06,2026-01-15,P03,L06,PRD-080,79317,84438,0.939,v3,PLN-005,APS
PLAN-20260116-L01,2026-01-16,P01,L01,PRD-016,55550,58068,0.957,v1,PLN-011,APS
PLAN-20260116-L02,2026-01-16,P01,L02,PRD-015,82009,82062,0.999,v3,PLN-012,APS
PLAN-20260116-L03,2026-01-16,P02,L03,PRD-063,51058,52992,0.964,v3,PLN-004,APS
PLAN-20260116-L04,2026-01-16,P02,L04,PRD-051,33100,34380,0.963,v1,PLN-010,APS
PLAN-20260116-L05,2026-01-16,P03,L05,PRD-077,47751,44946,1.062,v3,PLN-009,APS
PLAN-20260116-L06,2026-01-16,P03,L06,PRD-040,86092,84438,1.02,v1,PLN-003,APS
PLAN-20260117-L01,2026-01-17,P01,L01,PRD-008,42431,58068,0.731,v2,PLN-011,APS
PLAN-20260117-L02,2026-01-17,P01,L02,PRD-061,59268,82062,0.722,v3,PLN-001,APS
PLAN-20260117-L03,2026-01-17,P02,L03,PRD-075,36755,52992,0.694,v3,PLN-005,APS
PLAN-20260117-L04,2026-01-17,P02,L04,PRD-037,20202,34380,0.588,v1,PLN-011,APS
PLAN-20260117-L05,2026-01-17,P03,L05,PRD-075,34255,44946,0.762,v2,PLN-006,APS
PLAN-20260117-L06,2026-01-17,P03,L06,PRD-051,56742,84438,0.672,v1,PLN-004,APS
PLAN-20260118-L01,2026-01-18,P01,L01,PRD-074,45174,58068,0.778,v3,PLN-006,APS
PLAN-20260118-L02,2026-01-18,P01,L02,PRD-001,64527,82062,0.786,v1,PLN-004,APS
PLAN-20260118-L03,2026-01-18,P02,L03,PRD-022,32340,52992,0.61,v2,PLN-001,APS
PLAN-20260118-L04,2026-01-18,P02,L04,PRD-049,21080,34380,0.613,v1,PLN-005,APS
PLAN-20260118-L05,2026-01-18,P03,L05,PRD-077,28600,44946,0.636,v3,PLN-001,APS
PLAN-20260118-L06,2026-01-18,P03,L06,PRD-058,59127,84438,0.7,v1,PLN-007,APS
PLAN-20260119-L01,2026-01-19,P01,L01,PRD-025,51462,58068,0.886,v1,PLN-002,APS
PLAN-20260119-L02,2026-01-19,P01,L02,PRD-052,75038,82062,0.914,v1,PLN-007,APS
PLAN-20260119-L03,2026-01-19,P02,L03,PRD-042,41175,52992,0.777,v3,PLN-009,APS
PLAN-20260119-L04,2026-01-19,P02,L04,PRD-005,29874,34380,0.869,v2,PLN-009,APS
PLAN-20260119-L05,2026-01-19,P03,L05,PRD-063,38566,44946,0.858,v3,PLN-010,APS
PLAN-20260119-L06,2026-01-19,P03,L06,PRD-013,87549,84438,1.037,v2,PLN-011,APS
PLAN-20260120-L01,2026-01-20,P01,L01,PRD-061,60510,58068,1.042,v3,PLN-009,APS
PLAN-20260120-L02,2026-01-20,P01,L02,PRD-012,82545,82062,1.006,v2,PLN-010,APS
PLAN-20260120-L03,2026-01-20,P02,L03,PRD-075,42207,52992,0.796,v1,PLN-009,APS
PLAN-20260120-L04,2026-01-20,P02,L04,PRD-002,35971,34380,1.046,v1,PLN-012,APS
PLAN-20260120-L05,2026-01-20,P03,L05,PRD-075,47423,44946,1.055,v1,PLN-003,APS
PLAN-20260120-L06,2026-01-20,P03,L06,PRD-042,80832,84438,0.957,v1,PLN-005,APS
PLAN-20260121-L01,2026-01-21,P01,L01,PRD-028,47723,58068,0.822,v1,PLN-009,APS
PLAN-20260121-L02,2026-01-21,P01,L02,PRD-012,67245,82062,0.819,v3,PLN-002,APS
PLAN-20260121-L03,2026-01-21,P02,L03,PRD-073,41427,52992,0.782,v1,PLN-003,APS
PLAN-20260121-L04,2026-01-21,P02,L04,PRD-078,31880,34380,0.927,v1,PLN-003,APS
PLAN-20260121-L05,2026-01-21,P03,L05,PRD-063,35961,44946,0.8,v1,PLN-005,APS
PLAN-20260121-L06,2026-01-21,P03,L06,PRD-040,66738,84438,0.79,v2,PLN-003,APS
PLAN-20260122-L01,2026-01-22,P01,L01,PRD-008,52352,58068,0.902,v1,PLN-009,APS
PLAN-20260122-L02,2026-01-22,P01,L02,PRD-001,72695,82062,0.886,v3,PLN-008,APS
PLAN-20260122-L03,2026-01-22,P02,L03,PRD-069,55498,52992,1.047,v1,PLN-002,APS
