case_id,run_id,operator_fairness_group,true_high_defect_risk,model_score_unmitigated,model_score_mitigated,prediction_threshold,human_review_required
FAIR-004895,RUN-007537,G3_junior,1,0.734,0.614,0.5,1
FAIR-004896,RUN-005737,G3_junior,1,0.7636,0.6436,0.5,1
FAIR-004897,RUN-005345,G3_junior,1,0.9952,0.8752,0.5,1
FAIR-004898,RUN-009378,G3_junior,1,0.5785,0.4585,0.5,0
FAIR-004899,RUN-009856,G3_junior,0,0.5003,0.3803,0.5,0
FAIR-004900,RUN-008781,G3_junior,1,0.4964,0.3764,0.5,0
FAIR-004901,RUN-000336,G3_junior,1,0.841,0.721,0.5,1
FAIR-004902,RUN-005305,G2_mid,0,0.0205,0.0205,0.5,0
FAIR-004903,RUN-001426,G3_junior,1,0.8763,0.7563,0.5,1
FAIR-004904,RUN-006383,G2_mid,1,0.6998,0.6998,0.5,1
FAIR-004905,RUN-006044,G3_junior,1,1,0.8876,0.5,1
FAIR-004906,RUN-003827,G3_junior,0,0.1561,0.0361,0.5,0
FAIR-004907,RUN-008265,G3_junior,1,0.6929,0.5729,0.5,1
FAIR-004908,RUN-004056,G3_junior,0,0.1608,0.0408,0.5,0
FAIR-004909,RUN-007864,G3_junior,0,0.3334,0.2134,0.5,0
FAIR-004910,RUN-002304,G3_junior,1,0.4471,0.3271,0.5,0
FAIR-004911,RUN-009005,G1_senior,0,0.114,0.154,0.5,0
FAIR-004912,RUN-010295,G2_mid,0,0,0,0.5,0
FAIR-004913,RUN-003680,G2_mid,0,0.2273,0.2273,0.5,0
FAIR-004914,RUN-007529,G1_senior,1,0.5214,0.5614,0.5,0
FAIR-004915,RUN-002022,G1_senior,0,0.3088,0.3488,0.5,0
FAIR-004916,RUN-004450,G2_mid,0,0.0302,0.0302,0.5,0
FAIR-004917,RUN-007043,G3_junior,1,0.5607,0.4407,0.5,0
FAIR-004918,RUN-003758,G2_mid,0,0.4119,0.4119,0.5,0
FAIR-004919,RUN-003634,G1_senior,1,0.7765,0.8165,0.5,1
FAIR-004920,RUN-005828,G2_mid,1,0.7032,0.7032,0.5,1
FAIR-004921,RUN-006696,G0_unknown,0,0.3018,0.3018,0.5,0
FAIR-004922,RUN-010207,G3_junior,0,0.2101,0.0901,0.5,0
FAIR-004923,RUN-010198,G3_junior,0,0.179,0.059,0.5,0
FAIR-004924,RUN-000049,G3_junior,1,0.6367,0.5167,0.5,0
FAIR-004925,RUN-010898,G3_junior,1,0.7754,0.6554,0.5,1
FAIR-004926,RUN-011295,G1_senior,0,0.0055,0.0455,0.5,0
FAIR-004927,RUN-009671,G3_junior,0,0.2335,0.1135,0.5,0
FAIR-004928,RUN-009083,G3_junior,1,0.682,0.562,0.5,1
FAIR-004929,RUN-002368,G3_junior,0,0.1696,0.0496,0.5,0
FAIR-004930,RUN-005189,G3_junior,1,0.7392,0.6192,0.5,1
FAIR-004931,RUN-004272,G0_unknown,1,0.851,0.851,0.5,1
FAIR-004932,RUN-004116,G2_mid,0,0.1062,0.1062,0.5,0
FAIR-004933,RUN-010670,G3_junior,0,0.2325,0.1125,0.5,0
FAIR-004934,RUN-003782,G3_junior,1,0.7527,0.6327,0.5,1
FAIR-004935,RUN-009015,G3_junior,0,0.3668,0.2468,0.5,0
FAIR-004936,RUN-009049,G3_junior,1,0.6886,0.5686,0.5,1
FAIR-004937,RUN-004528,G3_junior,0,0.428,0.308,0.5,0
FAIR-004938,RUN-003490,G2_mid,0,0.3254,0.3254,0.5,0
FAIR-004939,RUN-008027,G3_junior,1,0.8048,0.6848,0.5,1
FAIR-004940,RUN-002035,G3_junior,0,0.3346,0.2146,0.5,0
FAIR-004941,RUN-001070,G3_junior,1,0.7931,0.6731,0.5,1
FAIR-004942,RUN-004835,G1_senior,0,0.1538,0.1938,0.5,0
FAIR-004943,RUN-010933,G3_junior,0,0.5137,0.3937,0.5,0
FAIR-004944,RUN-011319,G3_junior,0,0.2532,0.1332,0.5,0
FAIR-004945,RUN-006539,G2_mid,0,0,0,0.5,0
FAIR-004946,RUN-003630,G1_senior,0,0.0869,0.1269,0.5,0
FAIR-004947,RUN-010043,G2_mid,0,0,0,0.5,0
FAIR-004948,RUN-009555,G3_junior,0,0.3644,0.2444,0.5,0
FAIR-004949,RUN-010058,G2_mid,1,0.7353,0.7353,0.5,1
FAIR-004950,RUN-001098,G3_junior,1,0.8735,0.7535,0.5,1
FAIR-004951,RUN-003693,G2_mid,1,0.8784,0.8784,0.5,1
FAIR-004952,RUN-009951,G3_junior,1,0.7692,0.6492,0.5,1
FAIR-004953,RUN-007798,G1_senior,0,0.3368,0.3768,0.5,0
FAIR-004954,RUN-009416,G3_junior,0,0.2593,0.1393,0.5,0
FAIR-004955,RUN-004376,G3_junior,0,0.1552,0.0352,0.5,0
FAIR-004956,RUN-003176,G3_junior,0,0.262,0.142,0.5,0
FAIR-004957,RUN-009355,G2_mid,0,0.0373,0.0373,0.5,0
FAIR-004958,RUN-008188,G3_junior,1,1,0.9553,0.5,1
FAIR-004959,RUN-005354,G1_senior,0,0.1288,0.1688,0.5,0
FAIR-004960,RUN-010718,G3_junior,1,0.5998,0.4798,0.5,0
FAIR-004961,RUN-010859,G3_junior,0,0.548,0.428,0.5,0
FAIR-004962,RUN-010317,G3_junior,0,0.3031,0.1831,0.5,0
FAIR-004963,RUN-003752,G3_junior,0,0.2383,0.1183,0.5,0
FAIR-004964,RUN-002088,G3_junior,1,0.8999,0.7799,0.5,1
FAIR-004965,RUN-002386,G2_mid,0,0.298,0.298,0.5,0
FAIR-004966,RUN-006777,G3_junior,0,0.2561,0.1361,0.5,0
FAIR-004967,RUN-009756,G3_junior,1,0.6847,0.5647,0.5,1
FAIR-004968,RUN-008487,G3_junior,0,0.2057,0.0857,0.5,0
FAIR-004969,RUN-008764,G1_senior,0,0.4694,0.5094,0.5,0
FAIR-004970,RUN-008611,G3_junior,1,0.6725,0.5525,0.5,1
FAIR-004971,RUN-001363,G3_junior,0,0.12,0,0.5,0
FAIR-004972,RUN-008474,G3_junior,0,0.3483,0.2283,0.5,0
FAIR-004973,RUN-003028,G2_mid,0,0.1316,0.1316,0.5,0
FAIR-004974,RUN-003356,G3_junior,1,0.755,0.635,0.5,1
FAIR-004975,RUN-008991,G3_junior,0,0.2859,0.1659,0.5,0
FAIR-004976,RUN-008131,G3_junior,1,0.9308,0.8108,0.5,1
FAIR-004977,RUN-004320,G3_junior,0,0.1744,0.0544,0.5,0
FAIR-004978,RUN-006947,G3_junior,1,0.7413,0.6213,0.5,1
FAIR-004979,RUN-001435,G3_junior,0,0.5009,0.3809,0.5,0
FAIR-004980,RUN-010594,G3_junior,1,0.6495,0.5295,0.5,0
FAIR-004981,RUN-009085,G3_junior,1,0.7207,0.6007,0.5,1
FAIR-004982,RUN-002781,G2_mid,0,0.0647,0.0647,0.5,0
FAIR-004983,RUN-001780,G2_mid,0,0.3137,0.3137,0.5,0
FAIR-004984,RUN-002108,G3_junior,1,0.7263,0.6063,0.5,1
FAIR-004985,RUN-007464,G1_senior,0,0.1493,0.1893,0.5,0
FAIR-004986,RUN-006406,G3_junior,0,0.12,0,0.5,0
FAIR-004987,RUN-001157,G3_junior,1,0.739,0.619,0.5,1
FAIR-004988,RUN-005498,G3_junior,1,0.8465,0.7265,0.5,1
FAIR-004989,RUN-003488,G2_mid,1,0.6103,0.6103,0.5,0
FAIR-004990,RUN-005135,G0_unknown,1,0.8068,0.8068,0.5,1
FAIR-004991,RUN-001401,G2_mid,0,0.1265,0.1265,0.5,0
FAIR-004992,RUN-001019,G3_junior,1,0.7204,0.6004,0.5,1
FAIR-004993,RUN-009482,G2_mid,0,0.2544,0.2544,0.5,0
FAIR-004994,RUN-008984,G3_junior,0,0.12,0,0.5,0
FAIR-004995,RUN-000489,G2_mid,1,0.7012,0.7012,0.5,1
FAIR-004996,RUN-009169,G3_junior,1,0.6232,0.5032,0.5,0
FAIR-004997,RUN-007085,G3_junior,1,0.5458,0.4258,0.5,0
FAIR-004998,RUN-011094,G2_mid,0,0.3438,0.3438,0.5,0
FAIR-004999,RUN-008739,G1_senior,0,0.3506,0.3906,0.5,0
FAIR-005000,RUN-000427,G1_senior,0,0.0826,0.1226,0.5,0
FAIR-005001,RUN-010302,G3_junior,1,0.63,0.51,0.5,0
FAIR-005002,RUN-006264,G2_mid,0,0,0,0.5,0
FAIR-005003,RUN-011307,G3_junior,0,0.4637,0.3437,0.5,0
FAIR-005004,RUN-009721,G1_senior,0,0.1371,0.1771,0.5,0
FAIR-005005,RUN-001862,G3_junior,1,1,1,0.5,1
FAIR-005006,RUN-007276,G3_junior,0,0.4154,0.2954,0.5,0
FAIR-005007,RUN-011153,G1_senior,0,0.1265,0.1665,0.5,0
FAIR-005008,RUN-007572,G2_mid,1,0.8938,0.8938,0.5,1
FAIR-005009,RUN-000305,G0_unknown,1,0.7921,0.7921,0.5,1
FAIR-005010,RUN-006757,G1_senior,0,0.2771,0.3171,0.5,0
FAIR-005011,RUN-007740,G2_mid,1,0.7636,0.7636,0.5,1
FAIR-005012,RUN-010528,G3_junior,1,0.7314,0.6114,0.5,1
FAIR-005013,RUN-007829,G2_mid,1,0.5976,0.5976,0.5,0
FAIR-005014,RUN-003954,G2_mid,0,0.051,0.051,0.5,0
FAIR-005015,RUN-006417,G3_junior,1,0.8564,0.7364,0.5,1
FAIR-005016,RUN-001491,G3_junior,0,0.479,0.359,0.5,0
FAIR-005017,RUN-008129,G3_junior,1,0.5512,0.4312,0.5,0
FAIR-005018,RUN-005664,G3_junior,1,0.7765,0.6565,0.5,1
FAIR-005019,RUN-000184,G2_mid,0,0.4243,0.4243,0.5,0
FAIR-005020,RUN-007203,G2_mid,0,0.2318,0.2318,0.5,0
FAIR-005021,RUN-003110,G3_junior,0,0.3798,0.2598,0.5,0
FAIR-005022,RUN-006612,G3_junior,0,0.515,0.395,0.5,0
FAIR-005023,RUN-010117,G2_mid,0,0.1093,0.1093,0.5,0
FAIR-005024,RUN-002222,G3_junior,0,0.512,0.392,0.5,0
FAIR-005025,RUN-001100,G2_mid,0,0.2311,0.2311,0.5,0
FAIR-005026,RUN-002182,G2_mid,1,0.694,0.694,0.5,1
FAIR-005027,RUN-003389,G3_junior,0,0.2893,0.1693,0.5,0
FAIR-005028,RUN-002680,G3_junior,0,0.4917,0.3717,0.5,0
FAIR-005029,RUN-009580,G3_junior,0,0.5995,0.4795,0.5,0
FAIR-005030,RUN-002594,G2_mid,0,0.2587,0.2587,0.5,0
FAIR-005031,RUN-006424,G3_junior,1,0.847,0.727,0.5,1
FAIR-005032,RUN-002813,G3_junior,0,0.2709,0.1509,0.5,0
FAIR-005033,RUN-001986,G3_junior,0,0.3544,0.2344,0.5,0
FAIR-005034,RUN-007865,G2_mid,0,0,0,0.5,0
FAIR-005035,RUN-010678,G2_mid,0,0.2304,0.2304,0.5,0
FAIR-005036,RUN-008057,G3_junior,1,0.9001,0.7801,0.5,1
FAIR-005037,RUN-006017,G3_junior,0,0.12,0,0.5,0
FAIR-005038,RUN-008873,G2_mid,0,0.0607,0.0607,0.5,0
FAIR-005039,RUN-004399,G3_junior,1,0.9983,0.8783,0.5,1
FAIR-005040,RUN-004101,G3_junior,0,0.5641,0.4441,0.5,0
FAIR-005041,RUN-002783,G3_junior,0,0.2278,0.1078,0.5,0
FAIR-005042,RUN-004007,G0_unknown,0,0,0,0.5,0
FAIR-005043,RUN-001883,G2_mid,1,0.5064,0.5064,0.5,0
FAIR-005044,RUN-004874,G2_mid,1,0.7423,0.7423,0.5,1
FAIR-005045,RUN-007703,G3_junior,1,0.6149,0.4949,0.5,0
FAIR-005046,RUN-010909,G2_mid,0,0.1951,0.1951,0.5,0
FAIR-005047,RUN-002517,G0_unknown,0,0.0889,0.0889,0.5,0
FAIR-005048,RUN-006523,G1_senior,1,0.6716,0.7116,0.5,1
FAIR-005049,RUN-005934,G3_junior,0,0.2478,0.1278,0.5,0
FAIR-005050,RUN-007215,G3_junior,1,0.7238,0.6038,0.5,1
FAIR-005051,RUN-006937,G3_junior,1,0.6364,0.5164,0.5,0
FAIR-005052,RUN-002624,G2_mid,0,0.0972,0.0972,0.5,0
FAIR-005053,RUN-008446,G2_mid,0,0.2422,0.2422,0.5,0
FAIR-005054,RUN-010097,G1_senior,1,0.4361,0.4761,0.5,0
FAIR-005055,RUN-000333,G1_senior,1,0.5073,0.5473,0.5,0
FAIR-005056,RUN-001101,G3_junior,0,0.3943,0.2743,0.5,0
FAIR-005057,RUN-005574,G2_mid,0,0.2342,0.2342,0.5,0
FAIR-005058,RUN-008840,G2_mid,1,0.4316,0.4316,0.5,0
FAIR-005059,RUN-001045,G1_senior,1,0.4791,0.5191,0.5,0
FAIR-005060,RUN-002058,G3_junior,0,0.2592,0.1392,0.5,0
FAIR-005061,RUN-001345,G3_junior,1,0.8214,0.7014,0.5,1
FAIR-005062,RUN-009130,G1_senior,0,0,0.0047,0.5,0
FAIR-005063,RUN-001577,G3_junior,1,0.6792,0.5592,0.5,1
FAIR-005064,RUN-001149,G3_junior,0,0.4914,0.3714,0.5,0
FAIR-005065,RUN-000765,G3_junior,0,0.4582,0.3382,0.5,0
FAIR-005066,RUN-003082,G2_mid,0,0.3267,0.3267,0.5,0
FAIR-005067,RUN-006124,G2_mid,0,0.3056,0.3056,0.5,0
FAIR-005068,RUN-007835,G3_junior,1,0.7971,0.6771,0.5,1
FAIR-005069,RUN-008115,G3_junior,1,0.887,0.767,0.5,1
FAIR-005070,RUN-003303,G3_junior,0,0.4839,0.3639,0.5,0
FAIR-005071,RUN-002481,G3_junior,0,0.3852,0.2652,0.5,0
FAIR-005072,RUN-010504,G2_mid,1,0.7209,0.7209,0.5,1
FAIR-005073,RUN-002568,G3_junior,0,0.2808,0.1608,0.5,0
FAIR-005074,RUN-002053,G2_mid,1,0.8274,0.8274,0.5,1
FAIR-005075,RUN-001518,G3_junior,0,0.1648,0.0448,0.5,0
FAIR-005076,RUN-006816,G3_junior,0,0.1548,0.0348,0.5,0
FAIR-005077,RUN-002275,G2_mid,0,0.2967,0.2967,0.5,0
FAIR-005078,RUN-002746,G1_senior,0,0.3268,0.3668,0.5,0
FAIR-005079,RUN-001955,G2_mid,0,0.1662,0.1662,0.5,0
FAIR-005080,RUN-006945,G3_junior,0,0.3561,0.2361,0.5,0
FAIR-005081,RUN-008730,G1_senior,0,0.3893,0.4293,0.5,0
FAIR-005082,RUN-007752,G3_junior,1,0.9668,0.8468,0.5,1
FAIR-005083,RUN-001574,G3_junior,0,0.318,0.198,0.5,0
FAIR-005084,RUN-011053,G3_junior,0,0.2976,0.1776,0.5,0
FAIR-005085,RUN-006119,G2_mid,0,0.0906,0.0906,0.5,0
FAIR-005086,RUN-003104,G3_junior,1,0.7887,0.6687,0.5,1
FAIR-005087,RUN-000302,G1_senior,0,0.2813,0.3213,0.5,0
FAIR-005088,RUN-003974,G3_junior,1,0.9243,0.8043,0.5,1
FAIR-005089,RUN-005038,G3_junior,0,0.3472,0.2272,0.5,0
FAIR-005090,RUN-008758,G1_senior,1,0.3579,0.3979,0.5,0
FAIR-005091,RUN-003191,G3_junior,0,0.2348,0.1148,0.5,0
FAIR-005092,RUN-004616,G0_unknown,0,0.2283,0.2283,0.5,0
FAIR-005093,RUN-002908,G3_junior,0,0.1782,0.0582,0.5,0
FAIR-005094,RUN-000011,G2_mid,0,0.2997,0.2997,0.5,0
FAIR-005095,RUN-006640,G3_junior,1,0.7707,0.6507,0.5,1
FAIR-005096,RUN-004999,G3_junior,0,0.3736,0.2536,0.5,0
FAIR-005097,RUN-010692,G3_junior,1,0.7155,0.5955,0.5,1
FAIR-005098,RUN-008183,G1_senior,1,0.5501,0.5901,0.5,0
FAIR-005099,RUN-009713,G0_unknown,0,0.1063,0.1063,0.5,0
FAIR-005100,RUN-005113,G3_junior,1,0.7816,0.6616,0.5,1
FAIR-005101,RUN-004838,G3_junior,1,0.9957,0.8757,0.5,1
FAIR-005102,RUN-009936,G3_junior,1,0.9527,0.8327,0.5,1
FAIR-005103,RUN-002364,G3_junior,1,0.5642,0.4442,0.5,0
FAIR-005104,RUN-003289,G3_junior,1,0.808,0.688,0.5,1
FAIR-005105,RUN-005419,G3_junior,0,0.3314,0.2114,0.5,0
FAIR-005106,RUN-005941,G1_senior,0,0.0244,0.0644,0.5,0
FAIR-005107,RUN-007879,G3_junior,1,0.8989,0.7789,0.5,1
FAIR-005108,RUN-010296,G1_senior,0,0.143,0.183,0.5,0
FAIR-005109,RUN-000589,G2_mid,1,0.5165,0.5165,0.5,0
FAIR-005110,RUN-009098,G3_junior,0,0.255,0.135,0.5,0
FAIR-005111,RUN-000351,G3_junior,1,0.7245,0.6045,0.5,1
FAIR-005112,RUN-009073,G3_junior,1,0.6611,0.5411,0.5,1
FAIR-005113,RUN-004081,G3_junior,0,0.4897,0.3697,0.5,0
FAIR-005114,RUN-008951,G3_junior,0,0.35,0.23,0.5,0
FAIR-005115,RUN-005069,G3_junior,0,0.3923,0.2723,0.5,0
FAIR-005116,RUN-009468,G1_senior,0,0.1814,0.2214,0.5,0
FAIR-005117,RUN-006301,G3_junior,0,0.261,0.141,0.5,0
FAIR-005118,RUN-003970,G3_junior,1,0.6383,0.5183,0.5,0
FAIR-005119,RUN-010691,G3_junior,1,0.7115,0.5915,0.5,1
FAIR-005120,RUN-011116,G1_senior,0,0.1378,0.1778,0.5,0
FAIR-005121,RUN-002124,G3_junior,1,0.5448,0.4248,0.5,0
FAIR-005122,RUN-002622,G3_junior,1,0.724,0.604,0.5,1
FAIR-005123,RUN-007974,G1_senior,0,0.1976,0.2376,0.5,0
FAIR-005124,RUN-002645,G1_senior,1,0.637,0.677,0.5,0
FAIR-005125,RUN-002114,G1_senior,0,0.1326,0.1726,0.5,0
FAIR-005126,RUN-007165,G3_junior,1,0.5681,0.4481,0.5,0
FAIR-005127,RUN-010187,G3_junior,0,0.1798,0.0598,0.5,0
FAIR-005128,RUN-006186,G3_junior,1,0.6417,0.5217,0.5,0
FAIR-005129,RUN-003796,G3_junior,0,0.332,0.212,0.5,0
FAIR-005130,RUN-006982,G2_mid,0,0.3,0.3,0.5,0
FAIR-005131,RUN-008146,G3_junior,0,0.2476,0.1276,0.5,0
FAIR-005132,RUN-010173,G1_senior,0,0.1477,0.1877,0.5,0
FAIR-005133,RUN-009242,G3_junior,0,0.3997,0.2797,0.5,0
FAIR-005134,RUN-001797,G2_mid,0,0.0972,0.0972,0.5,0
FAIR-005135,RUN-006543,G3_junior,1,0.909,0.789,0.5,1
FAIR-005136,RUN-009168,G3_junior,1,0.6152,0.4952,0.5,0
FAIR-005137,RUN-007313,G3_junior,1,1,0.9965,0.5,1
FAIR-005138,RUN-003749,G0_unknown,0,0.0184,0.0184,0.5,0
FAIR-005139,RUN-003240,G3_junior,0,0.2445,0.1245,0.5,0
FAIR-005140,RUN-007108,G2_mid,0,0.3994,0.3994,0.5,0
FAIR-005141,RUN-001764,G3_junior,0,0.2133,0.0933,0.5,0
FAIR-005142,RUN-000196,G3_junior,0,0.2124,0.0924,0.5,0
FAIR-005143,RUN-003361,G3_junior,0,0.2621,0.1421,0.5,0
FAIR-005144,RUN-010694,G3_junior,1,0.8244,0.7044,0.5,1
FAIR-005145,RUN-010420,G3_junior,1,0.9079,0.7879,0.5,1
FAIR-005146,RUN-001618,G3_junior,1,0.9299,0.8099,0.5,1
FAIR-005147,RUN-010211,G2_mid,1,0.7915,0.7915,0.5,1
FAIR-005148,RUN-002147,G3_junior,0,0.2556,0.1356,0.5,0
FAIR-005149,RUN-000625,G2_mid,0,0,0,0.5,0
FAIR-005150,RUN-009437,G2_mid,0,0.2031,0.2031,0.5,0
FAIR-005151,RUN-001659,G1_senior,0,0,0,0.5,0
FAIR-005152,RUN-006956,G1_senior,0,0.0855,0.1255,0.5,0
FAIR-005153,RUN-008632,G3_junior,1,0.7322,0.6122,0.5,1
FAIR-005154,RUN-007119,G3_junior,1,0.7622,0.6422,0.5,1
FAIR-005155,RUN-004980,G3_junior,1,0.9319,0.8119,0.5,1
FAIR-005156,RUN-001313,G3_junior,1,0.9872,0.8672,0.5,1
FAIR-005157,RUN-004363,G2_mid,1,0.7606,0.7606,0.5,1
FAIR-005158,RUN-009783,G3_junior,0,0.12,0,0.5,0
FAIR-005159,RUN-004491,G3_junior,0,0.2201,0.1001,0.5,0
FAIR-005160,RUN-010013,G1_senior,0,0.4704,0.5104,0.5,0
FAIR-005161,RUN-004582,G2_mid,0,0.2033,0.2033,0.5,0
FAIR-005162,RUN-010814,G3_junior,1,0.591,0.471,0.5,0
FAIR-005163,RUN-001834,G3_junior,0,0.4019,0.2819,0.5,0
FAIR-005164,RUN-005502,G3_junior,0,0.452,0.332,0.5,0
FAIR-005165,RUN-004533,G3_junior,0,0.1518,0.0318,0.5,0
FAIR-005166,RUN-000787,G3_junior,1,0.6421,0.5221,0.5,0
FAIR-005167,RUN-004066,G2_mid,1,0.7814,0.7814,0.5,1
FAIR-005168,RUN-002194,G3_junior,0,0.4394,0.3194,0.5,0
FAIR-005169,RUN-006475,G2_mid,0,0.2982,0.2982,0.5,0
FAIR-005170,RUN-004343,G3_junior,0,0.3425,0.2225,0.5,0
FAIR-005171,RUN-000069,G2_mid,0,0.2558,0.2558,0.5,0
FAIR-005172,RUN-001240,G1_senior,0,0.0794,0.1194,0.5,0
FAIR-005173,RUN-000482,G0_unknown,0,0.2973,0.2973,0.5,0
FAIR-005174,RUN-001873,G3_junior,0,0.1208,0.0008,0.5,0
FAIR-005175,RUN-004102,G3_junior,0,0.3006,0.1806,0.5,0
FAIR-005176,RUN-010501,G3_junior,1,0.7978,0.6778,0.5,1
FAIR-005177,RUN-004706,G1_senior,0,0.0201,0.0601,0.5,0
FAIR-005178,RUN-009809,G3_junior,0,0.3973,0.2773,0.5,0
FAIR-005179,RUN-007904,G3_junior,0,0.4112,0.2912,0.5,0
FAIR-005180,RUN-002959,G3_junior,0,0.186,0.066,0.5,0
FAIR-005181,RUN-007657,G1_senior,0,0.4256,0.4656,0.5,0
FAIR-005182,RUN-007333,G3_junior,1,0.7303,0.6103,0.5,1
FAIR-005183,RUN-008530,G3_junior,0,0.1673,0.0473,0.5,0
FAIR-005184,RUN-009461,G3_junior,1,0.713,0.593,0.5,1
FAIR-005185,RUN-003283,G3_junior,1,0.938,0.818,0.5,1
FAIR-005186,RUN-000401,G3_junior,0,0.125,0.005,0.5,0
FAIR-005187,RUN-009921,G3_junior,0,0.1955,0.0755,0.5,0
FAIR-005188,RUN-010620,G2_mid,0,0.4849,0.4849,0.5,0
FAIR-005189,RUN-005867,G3_junior,0,0.12,0,0.5,0
FAIR-005190,RUN-007966,G2_mid,0,0.2663,0.2663,0.5,0
FAIR-005191,RUN-009236,G2_mid,0,0.3012,0.3012,0.5,0
FAIR-005192,RUN-000761,G2_mid,0,0.2438,0.2438,0.5,0
FAIR-005193,RUN-010699,G3_junior,0,0.1886,0.0686,0.5,0
FAIR-005194,RUN-011159,G2_mid,0,0.1891,0.1891,0.5,0
FAIR-005195,RUN-000200,G3_junior,0,0.4724,0.3524,0.5,0
FAIR-005196,RUN-006470,G1_senior,0,0.301,0.341,0.5,0
FAIR-005197,RUN-004361,G3_junior,0,0.4856,0.3656,0.5,0
FAIR-005198,RUN-011028,G1_senior,1,0.7128,0.7528,0.5,1
FAIR-005199,RUN-003460,G2_mid,1,0.5859,0.5859,0.5,0
FAIR-005200,RUN-010983,G3_junior,1,0.6356,0.5156,0.5,0
FAIR-005201,RUN-003795,G3_junior,0,0.3327,0.2127,0.5,0
FAIR-005202,RUN-000894,G2_mid,1,0.7037,0.7037,0.5,1
FAIR-005203,RUN-009829,G2_mid,1,0.6363,0.6363,0.5,0
FAIR-005204,RUN-004682,G1_senior,0,0.1548,0.1948,0.5,0
FAIR-005205,RUN-008806,G3_junior,0,0.4734,0.3534,0.5,0
FAIR-005206,RUN-007695,G2_mid,0,0.2483,0.2483,0.5,0
FAIR-005207,RUN-001689,G1_senior,0,0.2902,0.3302,0.5,0
FAIR-005208,RUN-001423,G3_junior,0,0.2083,0.0883,0.5,0
FAIR-005209,RUN-010574,G3_junior,1,0.5994,0.4794,0.5,0
FAIR-005210,RUN-007214,G2_mid,1,0.5823,0.5823,0.5,0
FAIR-005211,RUN-005918,G3_junior,1,0.8301,0.7101,0.5,1
FAIR-005212,RUN-001535,G3_junior,1,0.5947,0.4747,0.5,0
FAIR-005213,RUN-009824,G3_junior,0,0.2726,0.1526,0.5,0
FAIR-005214,RUN-010894,G3_junior,0,0.1327,0.0127,0.5,0
FAIR-005215,RUN-009931,G3_junior,0,0.5592,0.4392,0.5,0
FAIR-005216,RUN-008408,G1_senior,0,0.0918,0.1318,0.5,0
FAIR-005217,RUN-011017,G3_junior,1,1,0.8964,0.5,1
FAIR-005218,RUN-002606,G1_senior,0,0,0,0.5,0
FAIR-005219,RUN-004353,G2_mid,1,0.7963,0.7963,0.5,1
FAIR-005220,RUN-005555,G3_junior,1,1,0.9308,0.5,1
FAIR-005221,RUN-004962,G1_senior,0,0.2206,0.2606,0.5,0
FAIR-005222,RUN-003743,G2_mid,0,0.3148,0.3148,0.5,0
FAIR-005223,RUN-002703,G2_mid,0,0.0858,0.0858,0.5,0
FAIR-005224,RUN-003788,G3_junior,0,0.3546,0.2346,0.5,0
FAIR-005225,RUN-005070,G2_mid,0,0.3179,0.3179,0.5,0
FAIR-005226,RUN-002819,G1_senior,0,0.1537,0.1937,0.5,0
FAIR-005227,RUN-005770,G3_junior,0,0.2396,0.1196,0.5,0
FAIR-005228,RUN-001438,G3_junior,1,0.7817,0.6617,0.5,1
FAIR-005229,RUN-003554,G2_mid,0,0.0932,0.0932,0.5,0
FAIR-005230,RUN-001241,G2_mid,0,0.2201,0.2201,0.5,0
FAIR-005231,RUN-006587,G3_junior,0,0.4908,0.3708,0.5,0
FAIR-005232,RUN-007839,G3_junior,0,0.3285,0.2085,0.5,0
FAIR-005233,RUN-008908,G2_mid,1,0.6729,0.6729,0.5,1
FAIR-005234,RUN-011235,G1_senior,0,0.0131,0.0531,0.5,0
FAIR-005235,RUN-000993,G3_junior,1,0.9193,0.7993,0.5,1
FAIR-005236,RUN-004068,G3_junior,0,0.4528,0.3328,0.5,0
FAIR-005237,RUN-001046,G3_junior,1,0.6421,0.5221,0.5,0
FAIR-005238,RUN-007777,G1_senior,0,0.2629,0.3029,0.5,0
FAIR-005239,RUN-005015,G3_junior,0,0.291,0.171,0.5,0
FAIR-005240,RUN-002187,G3_junior,0,0.4069,0.2869,0.5,0
FAIR-005241,RUN-005438,G1_senior,0,0.2279,0.2679,0.5,0
FAIR-005242,RUN-009481,G3_junior,0,0.1858,0.0658,0.5,0
FAIR-005243,RUN-008875,G3_junior,1,0.9965,0.8765,0.5,1
FAIR-005244,RUN-003614,G2_mid,0,0.0102,0.0102,0.5,0
FAIR-005245,RUN-010572,G3_junior,1,0.6338,0.5138,0.5,0
FAIR-005246,RUN-010344,G3_junior,0,0.2455,0.1255,0.5,0
FAIR-005247,RUN-008923,G1_senior,0,0.2788,0.3188,0.5,0
FAIR-005248,RUN-009007,G1_senior,0,0.2203,0.2603,0.5,0
FAIR-005249,RUN-000807,G3_junior,0,0.2653,0.1453,0.5,0
FAIR-005250,RUN-007134,G3_junior,1,0.926,0.806,0.5,1
FAIR-005251,RUN-009227,G2_mid,0,0.1775,0.1775,0.5,0
FAIR-005252,RUN-002531,G3_junior,0,0.1685,0.0485,0.5,0
FAIR-005253,RUN-010557,G1_senior,0,0.4453,0.4853,0.5,0
FAIR-005254,RUN-006798,G3_junior,0,0.3607,0.2407,0.5,0
FAIR-005255,RUN-003581,G2_mid,0,0.5719,0.5719,0.5,0
